x	y	r	phi
-0.1617	0.4976	0.5233	1.8850
-0.1595	0.4971	0.5221	1.8812
-0.1568	0.4946	0.5189	1.8778
-0.1542	0.4921	0.5157	1.8744
-0.1511	0.4897	0.5125	1.8701
-0.1485	0.4872	0.5093	1.8668
-0.1460	0.4846	0.5061	1.8633
-0.1430	0.4821	0.5029	1.8592
-0.1407	0.4805	0.5007	1.8555
-0.1382	0.4780	0.4975	1.8522
-0.1358	0.4753	0.4944	1.8491
-0.1330	0.4738	0.4921	1.8445
-0.1305	0.4712	0.4889	1.8411
-0.1284	0.4695	0.4868	1.8378
-0.1260	0.4669	0.4836	1.8345
-0.1233	0.4653	0.4813	1.8299
-0.1211	0.4626	0.4782	1.8268
-0.1189	0.4609	0.4760	1.8232
-0.1160	0.4583	0.4727	1.8188
-0.1140	0.4565	0.4706	1.8155
-0.1119	0.4548	0.4684	1.8120
-0.1098	0.4531	0.4662	1.8085
-0.1072	0.4504	0.4630	1.8044
-0.1051	0.4486	0.4608	1.8009
-0.1030	0.4469	0.4586	1.7973
-0.1005	0.4442	0.4554	1.7932
-0.0984	0.4424	0.4532	1.7897
-0.0964	0.4406	0.4510	1.7863
-0.0944	0.4388	0.4488	1.7827
-0.0921	0.4370	0.4466	1.7785
-0.0901	0.4352	0.4444	1.7749
-0.0882	0.4333	0.4422	1.7715
-0.0864	0.4325	0.4410	1.7680
-0.0845	0.4306	0.4388	1.7645
-0.0821	0.4278	0.4356	1.7605
-0.0803	0.4269	0.4344	1.7567
-0.0784	0.4241	0.4312	1.7536
-0.0761	0.4222	0.4290	1.7492
-0.0744	0.4213	0.4278	1.7456
-0.0725	0.4194	0.4256	1.7421
-0.0707	0.4175	0.4234	1.7386
-0.0690	0.4166	0.4222	1.7349
-0.0668	0.4147	0.4200	1.7306
-0.0651	0.4127	0.4178	1.7272
-0.0634	0.4118	0.4166	1.7235
-0.0617	0.4098	0.4145	1.7203
-0.0596	0.4079	0.4122	1.7158
-0.0579	0.4069	0.4110	1.7121
-0.0563	0.4050	0.4088	1.7089
-0.0542	0.4030	0.4066	1.7045
-0.0525	0.4020	0.4054	1.7007
-0.0510	0.4000	0.4032	1.6975
-0.0494	0.3990	0.4020	1.6939
-0.0477	0.3970	0.3999	1.6904
-0.0458	0.3960	0.3986	1.6859
-0.0442	0.3950	0.3974	1.6822
-0.0426	0.3929	0.3952	1.6788
-0.0410	0.3919	0.3940	1.6751
-0.0396	0.3909	0.3929	1.6717
-0.0376	0.3888	0.3906	1.6672
-0.0360	0.3877	0.3894	1.6635
-0.0346	0.3867	0.3882	1.6600
-0.0331	0.3846	0.3860	1.6567
-0.0312	0.3835	0.3848	1.6521
-0.0298	0.3825	0.3836	1.6484
-0.0283	0.3804	0.3814	1.6450
-0.0269	0.3793	0.3802	1.6416
-0.0254	0.3782	0.3791	1.6379
-0.0237	0.3761	0.3768	1.6337
-0.0222	0.3750	0.3756	1.6301
-0.0208	0.3739	0.3744	1.6263
-0.0194	0.3727	0.3732	1.6229
-0.0180	0.3716	0.3721	1.6192
-0.0163	0.3705	0.3708	1.6146
-0.0150	0.3683	0.3686	1.6114
-0.0134	0.3682	0.3684	1.6073
-0.0121	0.3670	0.3672	1.6038
-0.0108	0.3659	0.3660	1.6002
-0.0090	0.3647	0.3648	1.5956
-0.0077	0.3635	0.3636	1.5919
-0.0064	0.3624	0.3624	1.5885
-0.0052	0.3602	0.3602	1.5851
-0.0038	0.3590	0.3591	1.5815
-0.0022	0.3578	0.3578	1.5769
-0.0009	0.3566	0.3566	1.5733
0.0005	0.3564	0.3564	1.5694
0.0018	0.3552	0.3552	1.5657
0.0029	0.3530	0.3531	1.5625
0.0045	0.3518	0.3518	1.5579
0.0060	0.3516	0.3516	1.5538
0.0071	0.3504	0.3504	1.5504
0.0084	0.3491	0.3492	1.5467
0.0096	0.3479	0.3481	1.5432
0.0110	0.3477	0.3478	1.5392
0.0123	0.3464	0.3467	1.5354
0.0136	0.3442	0.3444	1.5314
0.0150	0.3439	0.3442	1.5272
0.0161	0.3427	0.3430	1.5238
0.0173	0.3414	0.3418	1.5201
0.0185	0.3401	0.3407	1.5164
0.0198	0.3399	0.3405	1.5125
0.0214	0.3385	0.3392	1.5077
0.0225	0.3373	0.3380	1.5043
0.0236	0.3360	0.3368	1.5006
0.0248	0.3347	0.3356	1.4969
0.0258	0.3335	0.3345	1.4935
0.0272	0.3332	0.3343	1.4894
0.0286	0.3318	0.3330	1.4848
0.0297	0.3305	0.3318	1.4811
0.0310	0.3302	0.3316	1.4773
0.0321	0.3289	0.3305	1.4735
0.0334	0.3286	0.3302	1.4694
0.0344	0.3273	0.3291	1.4660
0.0358	0.3269	0.3289	1.4618
0.0369	0.3256	0.3277	1.4581
0.0381	0.3253	0.3275	1.4542
0.0395	0.3238	0.3262	1.4493
0.0405	0.3225	0.3251	1.4460
0.0418	0.3222	0.3249	1.4418
0.0428	0.3208	0.3237	1.4380
0.0440	0.3205	0.3235	1.4342
0.0451	0.3191	0.3223	1.4305
0.0463	0.3177	0.3210	1.4259
0.0474	0.3163	0.3199	1.4222
0.0486	0.3160	0.3197	1.4183
0.0502	0.3165	0.3205	1.4136
0.0515	0.3161	0.3203	1.4094
0.0527	0.3157	0.3201	1.4055
0.0533	0.3134	0.3179	1.4022
0.0540	0.3111	0.3157	1.3990
0.0552	0.3096	0.3145	1.3944
0.0564	0.3092	0.3143	1.3902
0.0576	0.3088	0.3141	1.3863
0.0586	0.3074	0.3129	1.3825
0.0595	0.3060	0.3117	1.3789
0.0606	0.3056	0.3115	1.3749
0.0615	0.3042	0.3103	1.3711
0.0628	0.3037	0.3101	1.3669
0.0639	0.3022	0.3089	1.3623
0.0647	0.3008	0.3077	1.3589
0.0656	0.2994	0.3065	1.3552
0.0663	0.2970	0.3043	1.3511
0.0675	0.2965	0.3041	1.3468
0.0684	0.2951	0.3029	1.3431
0.0695	0.2946	0.3027	1.3391
0.0711	0.2951	0.3035	1.3344
0.0723	0.2946	0.3033	1.3301
0.0734	0.2941	0.3031	1.3261
0.0742	0.2927	0.3020	1.3225
0.0750	0.2913	0.3008	1.3187
0.0761	0.2908	0.3006	1.3147
0.0769	0.2893	0.2994	1.3109
0.0781	0.2888	0.2992	1.3067
0.0792	0.2883	0.2990	1.3027
0.0802	0.2868	0.2978	1.2981
0.0814	0.2862	0.2976	1.2938
0.0826	0.2857	0.2974	1.2895
0.0836	0.2852	0.2972	1.2855
0.0848	0.2847	0.2970	1.2812
0.0856	0.2832	0.2958	1.2774
0.0867	0.2826	0.2956	1.2732
0.0874	0.2812	0.2945	1.2694
0.0886	0.2806	0.2943	1.2650
0.0897	0.2800	0.2941	1.2608
0.0904	0.2786	0.2929	1.2570
0.0913	0.2770	0.2917	1.2524
0.0925	0.2764	0.2915	1.2480
0.0937	0.2769	0.2923	1.2444
0.0947	0.2752	0.2911	1.2394
0.0958	0.2746	0.2909	1.2351
0.0965	0.2732	0.2897	1.2312
0.0976	0.2726	0.2895	1.2270
0.0987	0.2720	0.2893	1.2226
0.0998	0.2713	0.2891	1.2182
0.1009	0.2707	0.2889	1.2140
0.1015	0.2693	0.2878	1.2104
0.1026	0.2687	0.2876	1.2061
0.1037	0.2680	0.2874	1.2018
0.1048	0.2674	0.2872	1.1974
0.1059	0.2668	0.2870	1.1930
0.1069	0.2661	0.2868	1.1887
0.1075	0.2646	0.2856	1.1849
0.1084	0.2629	0.2844	1.1799
0.1094	0.2623	0.2842	1.1758
0.1105	0.2617	0.2840	1.1714
0.1115	0.2610	0.2838	1.1671
0.1126	0.2604	0.2837	1.1626
0.1131	0.2588	0.2825	1.1588
0.1142	0.2582	0.2823	1.1544
0.1147	0.2567	0.2811	1.1506
