x	y	r	phi
-0.1941	-0.4369	0.4781	-1.9890
-0.1959	-0.4363	0.4782	-1.9928
-0.1974	-0.4347	0.4774	-1.9970
-0.1990	-0.4331	0.4766	-2.0014
-0.2004	-0.4316	0.4758	-2.0054
-0.2018	-0.4300	0.4750	-2.0096
-0.2036	-0.4294	0.4752	-2.0135
-0.2053	-0.4288	0.4754	-2.0174
-0.2072	-0.4270	0.4746	-2.0225
-0.2086	-0.4254	0.4738	-2.0267
-0.2101	-0.4238	0.4730	-2.0311
-0.2115	-0.4222	0.4722	-2.0351
-0.2132	-0.4215	0.4724	-2.0391
-0.2146	-0.4199	0.4716	-2.0432
-0.2160	-0.4183	0.4708	-2.0475
-0.2174	-0.4167	0.4700	-2.0516
-0.2187	-0.4151	0.4691	-2.0557
-0.2204	-0.4144	0.4693	-2.0596
-0.2223	-0.4146	0.4705	-2.0630
-0.2237	-0.4130	0.4697	-2.0671
-0.2253	-0.4112	0.4689	-2.0720
-0.2266	-0.4096	0.4681	-2.0760
-0.2277	-0.4080	0.4673	-2.0799
-0.2290	-0.4064	0.4664	-2.0840
-0.2306	-0.4057	0.4666	-2.0876
-0.2322	-0.4049	0.4668	-2.0914
-0.2334	-0.4033	0.4660	-2.0955
-0.2346	-0.4017	0.4651	-2.0994
-0.2362	-0.4009	0.4653	-2.1033
-0.2373	-0.3993	0.4645	-2.1070
-0.2385	-0.3976	0.4637	-2.1111
