x	y	r	phi
0.2397	-0.1447	0.2800	-0.5432
0.2373	-0.1449	0.2780	-0.5481
0.2348	-0.1450	0.2760	-0.5533
0.2325	-0.1449	0.2740	-0.5574
0.2301	-0.1450	0.2720	-0.5623
0.2277	-0.1451	0.2700	-0.5675
0.2254	-0.1449	0.2680	-0.5713
0.2230	-0.1450	0.2660	-0.5765
0.2206	-0.1450	0.2640	-0.5814
0.2184	-0.1448	0.2620	-0.5855
0.2168	-0.1453	0.2610	-0.5904
0.2146	-0.1450	0.2590	-0.5944
0.2122	-0.1450	0.2570	-0.5996
0.2098	-0.1449	0.2550	-0.6046
0.2084	-0.1452	0.2540	-0.6086
0.2060	-0.1451	0.2520	-0.6136
0.2036	-0.1450	0.2500	-0.6188
0.2023	-0.1452	0.2490	-0.6225
0.1999	-0.1451	0.2470	-0.6277
0.1985	-0.1453	0.2460	-0.6318
0.1962	-0.1451	0.2440	-0.6367
0.1946	-0.1455	0.2430	-0.6419
0.1923	-0.1452	0.2410	-0.6469
0.1909	-0.1454	0.2400	-0.6509
0.1886	-0.1451	0.2380	-0.6558
0.1872	-0.1453	0.2370	-0.6599
0.1857	-0.1456	0.2360	-0.6648
0.1834	-0.1453	0.2340	-0.6700
0.1820	-0.1454	0.2330	-0.6741
0.1798	-0.1451	0.2310	-0.6790
0.1784	-0.1452	0.2300	-0.6831
0.1769	-0.1454	0.2290	-0.6880
0.1746	-0.1450	0.2270	-0.6932
0.1733	-0.1451	0.2260	-0.6970
0.1718	-0.1453	0.2250	-0.7022
0.1704	-0.1454	0.2240	-0.7063
0.1682	-0.1449	0.2220	-0.7112
0.1667	-0.1451	0.2210	-0.7161
0.1661	-0.1458	0.2210	-0.7202
0.1648	-0.1458	0.2200	-0.7242
0.1633	-0.1459	0.2190	-0.7294
0.1611	-0.1454	0.2170	-0.7344
0.1597	-0.1454	0.2160	-0.7384
0.1583	-0.1455	0.2150	-0.7433
0.1570	-0.1455	0.2140	-0.7474
0.1548	-0.1449	0.2120	-0.7523
0.1533	-0.1450	0.2110	-0.7575
0.1527	-0.1456	0.2110	-0.7616
0.1513	-0.1457	0.2100	-0.7665
0.1500	-0.1456	0.2090	-0.7706
0.1485	-0.1456	0.2080	-0.7755
0.1472	-0.1455	0.2070	-0.7796
0.1457	-0.1456	0.2060	-0.7848
0.1445	-0.1454	0.2050	-0.7887
0.1439	-0.1460	0.2050	-0.7927
0.1424	-0.1460	0.2040	-0.7979
0.1410	-0.1460	0.2030	-0.8028
0.1397	-0.1459	0.2020	-0.8069
0.1383	-0.1458	0.2010	-0.8118
0.1370	-0.1457	0.2000	-0.8159
0.1364	-0.1462	0.2000	-0.8200
0.1350	-0.1462	0.1990	-0.8249
0.1336	-0.1461	0.1980	-0.8301
0.1323	-0.1459	0.1970	-0.8342
0.1318	-0.1464	0.1970	-0.8379
0.1304	-0.1464	0.1960	-0.8432
0.1290	-0.1463	0.1950	-0.8481
0.1277	-0.1460	0.1940	-0.8521
0.1263	-0.1459	0.1930	-0.8571
0.1258	-0.1464	0.1930	-0.8611
0.1243	-0.1463	0.1920	-0.8663
0.1231	-0.1460	0.1910	-0.8702
0.1225	-0.1465	0.1910	-0.8743
0.1211	-0.1464	0.1900	-0.8795
0.1206	-0.1468	0.1900	-0.8833
0.1192	-0.1467	0.1890	-0.8885
0.1180	-0.1464	0.1880	-0.8925
0.1174	-0.1469	0.1880	-0.8966
0.1160	-0.1467	0.1870	-0.9015
0.1147	-0.1464	0.1860	-0.9064
0.1141	-0.1469	0.1860	-0.9105
0.1129	-0.1466	0.1850	-0.9146
0.1123	-0.1470	0.1850	-0.9187
0.1109	-0.1468	0.1840	-0.9236
0.1096	-0.1466	0.1830	-0.9288
0.1083	-0.1463	0.1820	-0.9337
0.1077	-0.1467	0.1820	-0.9378
0.1065	-0.1464	0.1810	-0.9419
0.1059	-0.1468	0.1810	-0.9460
0.1053	-0.1472	0.1810	-0.9498
0.1040	-0.1469	0.1800	-0.9550
0.1027	-0.1466	0.1790	-0.9599
0.1021	-0.1470	0.1790	-0.9640
0.1008	-0.1467	0.1780	-0.9689
0.1002	-0.1471	0.1780	-0.9729
0.0996	-0.1475	0.1780	-0.9770
0.0984	-0.1471	0.1770	-0.9812
0.0971	-0.1468	0.1760	-0.9861
0.0965	-0.1472	0.1760	-0.9902
0.0953	-0.1468	0.1750	-0.9951
0.0947	-0.1472	0.1750	-0.9992
0.0941	-0.1476	0.1750	-1.0032
0.0928	-0.1472	0.1740	-1.0081
0.0922	-0.1476	0.1740	-1.0122
0.0909	-0.1472	0.1730	-1.0174
0.0898	-0.1467	0.1720	-1.0212
0.0892	-0.1470	0.1720	-1.0254
0.0886	-0.1474	0.1720	-1.0294
0.0874	-0.1470	0.1710	-1.0343
0.0868	-0.1473	0.1710	-1.0384
0.0856	-0.1469	0.1700	-1.0433
0.0850	-0.1472	0.1700	-1.0474
0.0844	-0.1476	0.1700	-1.0515
0.0831	-0.1471	0.1690	-1.0564
0.0825	-0.1475	0.1690	-1.0606
0.0813	-0.1470	0.1680	-1.0657
0.0807	-0.1473	0.1680	-1.0695
0.0801	-0.1477	0.1680	-1.0736
0.0789	-0.1472	0.1670	-1.0788
0.0783	-0.1475	0.1670	-1.0826
0.0777	-0.1478	0.1670	-1.0867
0.0765	-0.1473	0.1660	-1.0919
0.0759	-0.1476	0.1660	-1.0956
0.0753	-0.1479	0.1660	-1.0998
0.0741	-0.1474	0.1650	-1.1049
0.0731	-0.1468	0.1640	-1.1088
0.0725	-0.1471	0.1640	-1.1129
0.0719	-0.1474	0.1640	-1.1169
0.0713	-0.1477	0.1640	-1.1211
0.0707	-0.1480	0.1640	-1.1252
0.0695	-0.1474	0.1630	-1.1301
0.0689	-0.1477	0.1630	-1.1342
0.0678	-0.1471	0.1620	-1.1391
0.0672	-0.1474	0.1620	-1.1431
0.0666	-0.1477	0.1620	-1.1472
0.0655	-0.1471	0.1610	-1.1521
0.0648	-0.1474	0.1610	-1.1562
0.0642	-0.1476	0.1610	-1.1604
0.0636	-0.1479	0.1610	-1.1644
0.0625	-0.1473	0.1600	-1.1693
0.0619	-0.1475	0.1600	-1.1734
0.0613	-0.1478	0.1600	-1.1775
0.0602	-0.1472	0.1590	-1.1824
0.0596	-0.1474	0.1590	-1.1865
0.0590	-0.1476	0.1590	-1.1906
0.0584	-0.1479	0.1590	-1.1944
0.0578	-0.1481	0.1590	-1.1985
0.0567	-0.1475	0.1580	-1.2037
0.0561	-0.1477	0.1580	-1.2075
0.0555	-0.1479	0.1580	-1.2116
0.0544	-0.1473	0.1570	-1.2167
0.0539	-0.1475	0.1570	-1.2206
0.0533	-0.1477	0.1570	-1.2247
0.0527	-0.1479	0.1570	-1.2288
0.0521	-0.1481	0.1570	-1.2328
0.0510	-0.1474	0.1560	-1.2377
0.0504	-0.1476	0.1560	-1.2419
0.0498	-0.1478	0.1560	-1.2460
0.0487	-0.1471	0.1550	-1.2509
0.0481	-0.1473	0.1550	-1.2550
0.0475	-0.1475	0.1550	-1.2590
0.0469	-0.1477	0.1550	-1.2631
0.0464	-0.1479	0.1550	-1.2670
0.0458	-0.1481	0.1550	-1.2710
0.0447	-0.1474	0.1540	-1.2760
0.0442	-0.1475	0.1540	-1.2800
0.0435	-0.1477	0.1540	-1.2841
0.0429	-0.1479	0.1540	-1.2883
0.0419	-0.1471	0.1530	-1.2931
0.0418	-0.1482	0.1540	-1.2961
0.0407	-0.1475	0.1530	-1.3013
0.0401	-0.1476	0.1530	-1.3054
0.0396	-0.1478	0.1530	-1.3093
0.0390	-0.1480	0.1530	-1.3133
0.0379	-0.1472	0.1520	-1.3185
0.0374	-0.1473	0.1520	-1.3223
0.0368	-0.1475	0.1520	-1.3264
0.0362	-0.1476	0.1520	-1.3305
0.0356	-0.1478	0.1520	-1.3346
0.0350	-0.1479	0.1520	-1.3387
0.0340	-0.1471	0.1510	-1.3436
0.0334	-0.1473	0.1510	-1.3477
0.0328	-0.1474	0.1510	-1.3517
