x	y	r	phi
-0.0990	-0.4992	0.5089	-1.7665
-0.1009	-0.4970	0.5072	-1.7711
-0.1031	-0.4969	0.5075	-1.7754
-0.1050	-0.4958	0.5068	-1.7796
-0.1069	-0.4936	0.5051	-1.7841
-0.1089	-0.4915	0.5034	-1.7888
-0.1113	-0.4893	0.5018	-1.7944
-0.1132	-0.4881	0.5010	-1.7987
-0.1153	-0.4879	0.5013	-1.8030
-0.1172	-0.4867	0.5006	-1.8071
-0.1190	-0.4845	0.4989	-1.8117
-0.1209	-0.4823	0.4972	-1.8164
-0.1229	-0.4821	0.4975	-1.8204
-0.1248	-0.4799	0.4958	-1.8252
-0.1272	-0.4786	0.4952	-1.8305
-0.1291	-0.4784	0.4955	-1.8344
-0.1309	-0.4771	0.4948	-1.8386
-0.1328	-0.4749	0.4931	-1.8434
-0.1344	-0.4726	0.4914	-1.8479
-0.1362	-0.4704	0.4897	-1.8527
-0.1381	-0.4701	0.4900	-1.8565
-0.1400	-0.4698	0.4902	-1.8605
-0.1420	-0.4685	0.4895	-1.8650
-0.1441	-0.4661	0.4879	-1.8706
-0.1459	-0.4658	0.4882	-1.8744
-0.1480	-0.4655	0.4885	-1.8786
-0.1495	-0.4632	0.4868	-1.8831
-0.1511	-0.4609	0.4851	-1.8876
-0.1530	-0.4596	0.4844	-1.8921
-0.1544	-0.4573	0.4826	-1.8965
-0.1563	-0.4559	0.4819	-1.9010
-0.1584	-0.4545	0.4813	-1.9062
-0.1601	-0.4531	0.4806	-1.9105
-0.1619	-0.4517	0.4799	-1.9149
-0.1637	-0.4514	0.4801	-1.9188
-0.1653	-0.4500	0.4794	-1.9229
-0.1671	-0.4486	0.4787	-1.9274
-0.1690	-0.4482	0.4790	-1.9313
-0.1713	-0.4497	0.4813	-1.9348
-0.1732	-0.4493	0.4815	-1.9387
-0.1748	-0.4479	0.4808	-1.9428
-0.1760	-0.4445	0.4781	-1.9479
-0.1776	-0.4411	0.4755	-1.9537
-0.1787	-0.4377	0.4728	-1.9585
-0.1801	-0.4353	0.4711	-1.9632
-0.1824	-0.4368	0.4733	-1.9664
-0.1849	-0.4392	0.4766	-1.9693
-0.1871	-0.4397	0.4778	-1.9732
-0.1882	-0.4363	0.4751	-1.9780
-0.1892	-0.4329	0.4724	-1.9829
-0.1907	-0.4294	0.4698	-1.9887
-0.1919	-0.4269	0.4681	-1.9932
-0.1934	-0.4255	0.4674	-1.9974
-0.1958	-0.4269	0.4696	-2.0008
-0.1981	-0.4282	0.4718	-2.0041
-0.1998	-0.4288	0.4730	-2.0068
-0.2015	-0.4283	0.4733	-2.0106
-0.2035	-0.4266	0.4726	-2.0158
-0.2047	-0.4241	0.4709	-2.0205
-0.2058	-0.4217	0.4692	-2.0249
-0.2070	-0.4192	0.4675	-2.0296
-0.2086	-0.4166	0.4658	-2.0350
-0.2100	-0.4150	0.4651	-2.0392
-0.2117	-0.4144	0.4654	-2.0430
-0.2135	-0.4138	0.4656	-2.0470
-0.2155	-0.4142	0.4669	-2.0506
-0.2173	-0.4136	0.4672	-2.0546
-0.2186	-0.4120	0.4664	-2.0587
-0.2200	-0.4104	0.4657	-2.0628
-0.2218	-0.4098	0.4660	-2.0668
-0.2235	-0.4092	0.4662	-2.0707
-0.2249	-0.4076	0.4655	-2.0750
-0.2265	-0.4069	0.4657	-2.0788
-0.2282	-0.4063	0.4660	-2.0826
-0.2296	-0.4047	0.4653	-2.0869
-0.2309	-0.4031	0.4645	-2.0910
-0.2326	-0.4024	0.4648	-2.0950
-0.2343	-0.4017	0.4650	-2.0988
-0.2365	-0.4019	0.4663	-2.1026
-0.2382	-0.4012	0.4665	-2.1066
-0.2400	-0.4004	0.4668	-2.1107
