x	y	r	phi
0.3594	0.1050	0.3744	0.2842
0.3585	0.1024	0.3728	0.2782
0.3585	0.1003	0.3722	0.2728
0.3566	0.0973	0.3696	0.2662
0.3558	0.0944	0.3681	0.2592
0.3558	0.0922	0.3675	0.2537
0.3548	0.0897	0.3659	0.2476
0.3538	0.0872	0.3643	0.2416
0.3528	0.0847	0.3628	0.2355
0.3519	0.0817	0.3613	0.2281
0.3518	0.0796	0.3607	0.2226
0.3507	0.0772	0.3591	0.2166
0.3506	0.0751	0.3585	0.2110
0.3494	0.0727	0.3569	0.2052
0.3485	0.0698	0.3555	0.1977
0.3483	0.0678	0.3549	0.1922
0.3472	0.0654	0.3533	0.1861
0.3461	0.0629	0.3518	0.1799
0.3459	0.0609	0.3512	0.1743
0.3458	0.0586	0.3507	0.1678
0.3446	0.0562	0.3491	0.1617
0.3434	0.0538	0.3476	0.1555
0.3431	0.0518	0.3470	0.1499
0.3419	0.0495	0.3455	0.1437
0.3418	0.0471	0.3450	0.1369
0.3415	0.0451	0.3444	0.1313
0.3402	0.0428	0.3429	0.1250
0.3399	0.0409	0.3423	0.1197
0.3386	0.0386	0.3408	0.1135
0.3384	0.0362	0.3403	0.1067
0.3380	0.0343	0.3398	0.1011
0.3377	0.0323	0.3392	0.0955
0.3364	0.0301	0.3377	0.0893
0.3360	0.0282	0.3372	0.0837
0.3356	0.0262	0.3366	0.0781
0.3343	0.0237	0.3352	0.0708
0.3339	0.0218	0.3346	0.0652
0.3335	0.0199	0.3341	0.0597
0.3321	0.0177	0.3326	0.0533
0.3318	0.0154	0.3322	0.0465
0.3314	0.0135	0.3316	0.0408
0.3309	0.0117	0.3311	0.0353
0.3304	0.0099	0.3305	0.0301
0.3289	0.0078	0.3290	0.0237
0.3294	0.0062	0.3295	0.0190
0.3289	0.0044	0.3289	0.0134
0.3276	0.0019	0.3276	0.0057
0.3270	0.0000	0.3270	0.0001
0.3265	-0.0018	0.3265	-0.0054
0.3260	-0.0036	0.3260	-0.0110
0.3254	-0.0054	0.3255	-0.0166
0.3250	-0.0075	0.3251	-0.0231
0.3244	-0.0093	0.3245	-0.0287
0.3238	-0.0111	0.3240	-0.0342
0.3232	-0.0129	0.3235	-0.0398
0.3227	-0.0147	0.3230	-0.0454
0.3221	-0.0164	0.3225	-0.0509
0.3206	-0.0187	0.3211	-0.0584
0.3199	-0.0205	0.3206	-0.0639
0.3203	-0.0220	0.3211	-0.0686
0.3197	-0.0238	0.3206	-0.0742
0.3190	-0.0255	0.3200	-0.0797
0.3194	-0.0270	0.3205	-0.0844
0.3187	-0.0287	0.3200	-0.0899
0.3172	-0.0311	0.3187	-0.0977
0.3165	-0.0328	0.3182	-0.1031
0.3158	-0.0345	0.3177	-0.1087
0.3151	-0.0362	0.3172	-0.1143
0.3144	-0.0377	0.3167	-0.1195
0.3147	-0.0392	0.3171	-0.1241
0.3140	-0.0413	0.3167	-0.1308
0.3133	-0.0430	0.3163	-0.1364
0.3126	-0.0446	0.3157	-0.1417
0.3118	-0.0462	0.3153	-0.1471
0.3121	-0.0476	0.3157	-0.1514
0.3113	-0.0493	0.3152	-0.1569
0.3106	-0.0512	0.3148	-0.1634
0.3098	-0.0527	0.3143	-0.1686
0.3101	-0.0542	0.3148	-0.1730
0.3083	-0.0559	0.3133	-0.1793
0.3075	-0.0575	0.3128	-0.1848
0.3067	-0.0590	0.3123	-0.1901
0.3069	-0.0604	0.3128	-0.1945
0.3061	-0.0624	0.3124	-0.2010
0.3063	-0.0637	0.3128	-0.2051
0.3055	-0.0653	0.3124	-0.2106
0.3047	-0.0669	0.3119	-0.2161
0.3048	-0.0683	0.3124	-0.2203
0.3040	-0.0698	0.3119	-0.2257
0.3031	-0.0713	0.3114	-0.2309
0.3023	-0.0731	0.3110	-0.2372
0.3014	-0.0746	0.3105	-0.2428
0.3016	-0.0760	0.3110	-0.2469
0.3007	-0.0775	0.3105	-0.2523
0.3008	-0.0789	0.3110	-0.2564
0.2999	-0.0804	0.3105	-0.2619
0.3000	-0.0817	0.3109	-0.2660
0.2991	-0.0832	0.3105	-0.2714
0.2992	-0.0846	0.3109	-0.2755
0.2983	-0.0864	0.3106	-0.2818
0.2974	-0.0879	0.3101	-0.2872
0.2965	-0.0893	0.3096	-0.2927
0.2955	-0.0907	0.3092	-0.2979
0.2956	-0.0921	0.3096	-0.3021
0.2957	-0.0935	0.3101	-0.3062
0.2947	-0.0949	0.3096	-0.3116
0.2948	-0.0963	0.3101	-0.3157
0.2938	-0.0980	0.3097	-0.3219
0.2928	-0.0994	0.3093	-0.3272
0.2919	-0.1007	0.3088	-0.3324
0.2919	-0.1022	0.3093	-0.3367
0.2919	-0.1035	0.3097	-0.3407
0.2909	-0.1049	0.3092	-0.3460
0.2909	-0.1062	0.3097	-0.3500
0.2899	-0.1076	0.3093	-0.3554
0.2899	-0.1089	0.3097	-0.3593
0.2899	-0.1103	0.3102	-0.3635
0.2889	-0.1120	0.3098	-0.3698
0.2889	-0.1134	0.3103	-0.3739
0.2878	-0.1146	0.3098	-0.3790
0.2868	-0.1160	0.3094	-0.3844
0.2858	-0.1173	0.3089	-0.3894
0.2857	-0.1186	0.3094	-0.3936
0.2867	-0.1200	0.3108	-0.3963
0.2856	-0.1213	0.3103	-0.4017
0.2846	-0.1226	0.3099	-0.4067
0.2845	-0.1239	0.3103	-0.4108
0.2844	-0.1252	0.3108	-0.4147
0.2844	-0.1266	0.3113	-0.4189
0.2833	-0.1282	0.3109	-0.4250
0.2822	-0.1294	0.3105	-0.4300
0.2821	-0.1308	0.3109	-0.4340
0.2820	-0.1320	0.3114	-0.4379
0.2809	-0.1333	0.3109	-0.4432
0.2808	-0.1346	0.3114	-0.4470
0.2807	-0.1360	0.3119	-0.4511
0.2806	-0.1372	0.3123	-0.4549
0.2805	-0.1386	0.3128	-0.4590
0.2793	-0.1399	0.3124	-0.4643
0.2782	-0.1414	0.3120	-0.4703
0.2780	-0.1427	0.3125	-0.4741
0.2779	-0.1440	0.3130	-0.4781
0.2768	-0.1451	0.3125	-0.4830
0.2756	-0.1464	0.3121	-0.4882
