x	y	r	phi
0.1774	0.2014	0.2684	0.8486
0.1754	0.1975	0.2642	0.8446
0.1755	0.1958	0.2629	0.8401
0.1771	0.1954	0.2637	0.8344
0.1785	0.1952	0.2645	0.8299
0.1794	0.1941	0.2643	0.8247
0.1802	0.1930	0.2641	0.8196
0.1811	0.1919	0.2638	0.8144
0.1827	0.1914	0.2646	0.8087
0.1843	0.1909	0.2654	0.8029
0.1852	0.1898	0.2652	0.7978
0.1860	0.1887	0.2649	0.7925
0.1877	0.1881	0.2657	0.7865
0.1885	0.1869	0.2655	0.7813
0.1893	0.1858	0.2653	0.7761
0.1907	0.1856	0.2661	0.7717
0.1915	0.1844	0.2659	0.7664
0.1923	0.1833	0.2657	0.7613
0.1940	0.1827	0.2664	0.7555
0.1956	0.1821	0.2672	0.7498
0.1964	0.1809	0.2670	0.7445
0.1980	0.1803	0.2678	0.7388
0.1988	0.1792	0.2676	0.7336
0.1995	0.1780	0.2674	0.7284
0.2010	0.1776	0.2682	0.7236
0.2026	0.1769	0.2690	0.7178
0.2034	0.1758	0.2688	0.7127
0.2042	0.1746	0.2686	0.7074
0.2058	0.1739	0.2694	0.7017
0.2074	0.1732	0.2702	0.6959
0.2081	0.1720	0.2700	0.6907
0.2089	0.1708	0.2698	0.6854
0.2103	0.1704	0.2707	0.6810
0.2110	0.1692	0.2705	0.6757
0.2126	0.1685	0.2713	0.6701
0.2134	0.1672	0.2711	0.6648
0.2150	0.1664	0.2719	0.6587
0.2166	0.1657	0.2727	0.6531
0.2173	0.1644	0.2725	0.6478
0.2189	0.1636	0.2733	0.6420
0.2196	0.1624	0.2731	0.6368
0.2210	0.1619	0.2740	0.6324
0.2217	0.1607	0.2738	0.6271
0.2233	0.1599	0.2746	0.6214
0.2248	0.1591	0.2754	0.6160
0.2255	0.1579	0.2753	0.6108
0.2270	0.1571	0.2761	0.6054
0.2277	0.1558	0.2759	0.6000
0.2291	0.1554	0.2768	0.5960
0.2306	0.1545	0.2776	0.5904
0.2313	0.1533	0.2774	0.5854
0.2328	0.1524	0.2783	0.5796
0.2343	0.1516	0.2791	0.5744
0.2349	0.1504	0.2790	0.5694
0.2365	0.1495	0.2798	0.5638
0.2379	0.1489	0.2807	0.5594
0.2394	0.1481	0.2815	0.5540
0.2400	0.1468	0.2814	0.5490
