x	y	r	phi
-0.2383	0.4764	0.5327	2.0346
-0.2363	0.4771	0.5324	2.0308
-0.2344	0.4777	0.5321	2.0270
-0.2321	0.4774	0.5309	2.0234
-0.2300	0.4771	0.5296	2.0200
-0.2280	0.4777	0.5294	2.0161
-0.2261	0.4783	0.5291	2.0124
-0.2241	0.4790	0.5288	2.0085
-0.2222	0.4796	0.5285	2.0046
-0.2204	0.4801	0.5283	2.0011
-0.2176	0.4799	0.5269	1.9965
-0.2156	0.4805	0.5267	1.9926
-0.2133	0.4801	0.5254	1.9889
-0.2118	0.4816	0.5261	1.9851
-0.2096	0.4812	0.5249	1.9815
-0.2076	0.4818	0.5246	1.9776
-0.2056	0.4823	0.5243	1.9737
-0.2034	0.4819	0.5230	1.9702
-0.2015	0.4824	0.5228	1.9666
-0.1996	0.4829	0.5225	1.9627
-0.1974	0.4824	0.5212	1.9591
-0.1956	0.4839	0.5219	1.9549
-0.1936	0.4844	0.5217	1.9510
-0.1914	0.4839	0.5204	1.9475
-0.1896	0.4844	0.5201	1.9439
-0.1876	0.4848	0.5199	1.9399
-0.1856	0.4853	0.5196	1.9360
-0.1836	0.4857	0.5193	1.9322
-0.1816	0.4862	0.5190	1.9283
-0.1798	0.4866	0.5187	1.9246
-0.1776	0.4860	0.5175	1.9211
-0.1756	0.4865	0.5172	1.9172
-0.1738	0.4879	0.5179	1.9130
-0.1718	0.4883	0.5176	1.9091
-0.1696	0.4877	0.5163	1.9055
-0.1677	0.4880	0.5161	1.9018
-0.1659	0.4894	0.5168	1.8976
-0.1637	0.4888	0.5155	1.8940
-0.1617	0.4892	0.5152	1.8901
-0.1597	0.4895	0.5149	1.8862
-0.1579	0.4908	0.5156	1.8821
-0.1559	0.4902	0.5144	1.8787
-0.1538	0.4905	0.5141	1.8747
-0.1519	0.4908	0.5138	1.8709
-0.1500	0.4921	0.5145	1.8666
-0.1480	0.4924	0.5142	1.8627
-0.1460	0.4927	0.5139	1.8588
-0.1440	0.4930	0.5136	1.8549
-0.1419	0.4933	0.5133	1.8509
-0.1398	0.4936	0.5130	1.8468
-0.1378	0.4939	0.5127	1.8428
-0.1357	0.4941	0.5124	1.8388
-0.1337	0.4944	0.5121	1.8350
-0.1317	0.4946	0.5119	1.8310
-0.1298	0.4959	0.5126	1.8267
-0.1278	0.4961	0.5123	1.8229
-0.1257	0.4963	0.5120	1.8189
-0.1237	0.4965	0.5117	1.8149
-0.1216	0.4957	0.5104	1.8113
-0.1196	0.4969	0.5111	1.8070
-0.1176	0.4971	0.5108	1.8031
-0.1154	0.4973	0.5105	1.7989
-0.1134	0.4974	0.5102	1.7949
-0.1115	0.4996	0.5119	1.7904
-0.1095	0.4997	0.5116	1.7864
-0.1073	0.4989	0.5103	1.7827
