x	y	r	phi
0.2400	-0.1448	0.2803	-0.5429
0.2397	-0.1476	0.2815	-0.5517
0.2392	-0.1487	0.2816	-0.5562
0.2396	-0.1500	0.2827	-0.5594
0.2380	-0.1509	0.2818	-0.5650
0.2374	-0.1521	0.2819	-0.5698
0.2379	-0.1533	0.2830	-0.5726
0.2372	-0.1545	0.2831	-0.5773
0.2367	-0.1556	0.2832	-0.5817
0.2361	-0.1567	0.2834	-0.5861
0.2354	-0.1579	0.2835	-0.5908
0.2357	-0.1595	0.2846	-0.5949
0.2351	-0.1606	0.2847	-0.5994
0.2345	-0.1617	0.2848	-0.6037
0.2347	-0.1633	0.2859	-0.6081
0.2340	-0.1644	0.2860	-0.6125
0.2325	-0.1650	0.2852	-0.6172
0.2327	-0.1667	0.2863	-0.6215
0.2330	-0.1683	0.2874	-0.6256
0.2323	-0.1694	0.2875	-0.6300
0.2317	-0.1705	0.2876	-0.6344
0.2310	-0.1716	0.2877	-0.6391
0.2303	-0.1727	0.2879	-0.6434
0.2305	-0.1743	0.2890	-0.6475
0.2298	-0.1755	0.2891	-0.6522
0.2301	-0.1767	0.2902	-0.6549
0.2294	-0.1779	0.2903	-0.6596
0.2287	-0.1790	0.2904	-0.6640
0.2289	-0.1806	0.2916	-0.6680
0.2282	-0.1817	0.2917	-0.6723
0.2275	-0.1828	0.2918	-0.6770
0.2276	-0.1844	0.2929	-0.6810
0.2268	-0.1856	0.2931	-0.6857
0.2261	-0.1867	0.2932	-0.6903
0.2261	-0.1884	0.2943	-0.6946
0.2254	-0.1896	0.2945	-0.6993
0.2246	-0.1907	0.2946	-0.7039
0.2248	-0.1921	0.2957	-0.7070
0.2240	-0.1932	0.2958	-0.7116
0.2233	-0.1943	0.2960	-0.7163
0.2233	-0.1961	0.2971	-0.7206
0.2225	-0.1972	0.2973	-0.7252
0.2217	-0.1983	0.2974	-0.7298
0.2216	-0.2000	0.2985	-0.7341
0.2216	-0.2017	0.2997	-0.7383
0.2208	-0.2028	0.2998	-0.7430
0.2200	-0.2039	0.3000	-0.7476
0.2199	-0.2056	0.3011	-0.7518
0.2201	-0.2071	0.3022	-0.7549
0.2193	-0.2082	0.3024	-0.7595
0.2184	-0.2093	0.3025	-0.7641
0.2183	-0.2110	0.3036	-0.7684
