x	y	r	phi
-0.9839	0.0641	0.9860	3.0765
-0.9716	0.0682	0.9740	3.0715
-0.9594	0.0712	0.9620	3.0675
-0.9471	0.0742	0.9500	3.0634
-0.9348	0.0779	0.9380	3.0585
-0.9245	0.0809	0.9280	3.0543
-0.9122	0.0835	0.9160	3.0503
-0.9018	0.0871	0.9060	3.0453
-0.8915	0.0897	0.8960	3.0413
-0.8812	0.0923	0.8860	3.0372
-0.8708	0.0956	0.8760	3.0323
-0.8604	0.0980	0.8660	3.0282
-0.8501	0.1003	0.8560	3.0241
-0.8417	0.1028	0.8480	3.0200
-0.8313	0.1059	0.8380	3.0148
-0.8229	0.1081	0.8300	3.0110
-0.8146	0.1104	0.8220	3.0069
-0.8041	0.1132	0.8120	3.0017
-0.7957	0.1153	0.8040	2.9977
-0.7873	0.1172	0.7960	2.9939
-0.7788	0.1200	0.7880	2.9887
-0.7704	0.1220	0.7800	2.9846
-0.7620	0.1239	0.7720	2.9804
-0.7555	0.1266	0.7660	2.9755
-0.7471	0.1283	0.7580	2.9715
-0.7386	0.1300	0.7500	2.9674
-0.7321	0.1325	0.7440	2.9625
-0.7237	0.1341	0.7360	2.9584
-0.7172	0.1360	0.7300	2.9543
-0.7108	0.1377	0.7240	2.9502
-0.7022	0.1397	0.7160	2.9452
-0.6958	0.1413	0.7100	2.9412
-0.6893	0.1430	0.7040	2.9371
-0.6828	0.1451	0.6980	2.9322
-0.6763	0.1466	0.6920	2.9281
-0.6718	0.1485	0.6880	2.9241
-0.6652	0.1506	0.6820	2.9189
-0.6587	0.1518	0.6760	2.9150
-0.6523	0.1532	0.6700	2.9109
-0.6456	0.1552	0.6640	2.9057
-0.6391	0.1564	0.6580	2.9016
-0.6347	0.1578	0.6540	2.8979
-0.6282	0.1590	0.6480	2.8938
-0.6235	0.1612	0.6440	2.8886
-0.6170	0.1622	0.6380	2.8845
-0.6125	0.1637	0.6340	2.8804
-0.6078	0.1657	0.6300	2.8754
-0.6014	0.1665	0.6240	2.8714
-0.5968	0.1679	0.6200	2.8673
-0.5923	0.1693	0.6160	2.8632
-0.5857	0.1705	0.6100	2.8583
-0.5811	0.1718	0.6060	2.8542
-0.5766	0.1730	0.6020	2.8501
-0.5700	0.1740	0.5960	2.8452
-0.5655	0.1752	0.5920	2.8411
-0.5609	0.1763	0.5880	2.8370
-0.5563	0.1779	0.5840	2.8321
-0.5517	0.1789	0.5800	2.8280
-0.5472	0.1799	0.5760	2.8240
-0.5426	0.1809	0.5720	2.8198
-0.5379	0.1824	0.5680	2.8147
-0.5334	0.1832	0.5640	2.8108
-0.5289	0.1840	0.5600	2.8068
-0.5242	0.1855	0.5560	2.8015
-0.5215	0.1869	0.5540	2.7975
-0.5170	0.1877	0.5500	2.7934
-0.5123	0.1888	0.5460	2.7885
-0.5078	0.1895	0.5420	2.7844
-0.5051	0.1909	0.5400	2.7803
-0.5006	0.1915	0.5360	2.7762
-0.4959	0.1925	0.5320	2.7713
-0.4933	0.1938	0.5300	2.7672
-0.4888	0.1944	0.5260	2.7631
-0.4841	0.1953	0.5220	2.7582
-0.4815	0.1965	0.5200	2.7542
-0.4769	0.1969	0.5160	2.7500
-0.4743	0.1981	0.5140	2.7459
-0.4696	0.1990	0.5100	2.7407
-0.4670	0.2000	0.5080	2.7369
-0.4643	0.2011	0.5060	2.7329
-0.4607	0.2018	0.5030	2.7288
-0.4569	0.2030	0.5000	2.7236
-0.4534	0.2036	0.4970	2.7195
-0.4499	0.2041	0.4940	2.7156
-0.4461	0.2052	0.4910	2.7104
-0.4434	0.2061	0.4890	2.7064
-0.4399	0.2067	0.4860	2.7023
-0.4363	0.2072	0.4830	2.6982
-0.4335	0.2085	0.4810	2.6933
-0.4299	0.2089	0.4780	2.6893
-0.4273	0.2098	0.4760	2.6851
-0.4246	0.2107	0.4740	2.6810
-0.4218	0.2119	0.4720	2.6761
-0.4182	0.2122	0.4690	2.6720
-0.4147	0.2125	0.4660	2.6680
-0.4120	0.2133	0.4640	2.6639
-0.4083	0.2140	0.4610	2.6590
-0.4057	0.2147	0.4590	2.6548
-0.4030	0.2154	0.4570	2.6507
-0.4002	0.2166	0.4550	2.6455
-0.3985	0.2176	0.4540	2.6418
-0.3958	0.2183	0.4520	2.6377
-0.3932	0.2189	0.4500	2.6336
-0.3894	0.2195	0.4470	2.6284
-0.3868	0.2200	0.4450	2.6244
-0.3842	0.2205	0.4430	2.6205
-0.3816	0.2211	0.4410	2.6164
-0.3770	0.2211	0.4370	2.6112
-0.3752	0.2221	0.4360	2.6071
-0.3726	0.2226	0.4340	2.6031
-0.3700	0.2230	0.4320	2.5992
-0.3680	0.2244	0.4310	2.5941
-0.3654	0.2248	0.4290	2.5899
-0.3628	0.2253	0.4270	2.5859
-0.3601	0.2257	0.4250	2.5818
-0.3584	0.2265	0.4240	2.5780
-0.3556	0.2273	0.4220	2.5728
-0.3529	0.2277	0.4200	2.5687
-0.3503	0.2280	0.4180	2.5646
-0.3486	0.2289	0.4170	2.5605
-0.3458	0.2295	0.4150	2.5556
-0.3440	0.2304	0.4140	2.5515
-0.3414	0.2307	0.4120	2.5474
-0.3388	0.2309	0.4100	2.5433
-0.3368	0.2320	0.4090	2.5385
-0.3342	0.2322	0.4070	2.5343
-0.3316	0.2325	0.4050	2.5302
-0.3299	0.2332	0.4040	2.5262
-0.3279	0.2343	0.4030	2.5212
-0.3253	0.2344	0.4010	2.5172
-0.3236	0.2352	0.4000	2.5130
-0.3210	0.2353	0.3980	2.5089
-0.3192	0.2360	0.3970	2.5049
-0.3182	0.2373	0.3970	2.5008
-0.3163	0.2383	0.3960	2.4959
-0.3129	0.2378	0.3930	2.4918
-0.3093	0.2376	0.3900	2.4866
-0.3084	0.2388	0.3900	2.4827
-0.3066	0.2394	0.3890	2.4787
-0.3048	0.2400	0.3880	2.4746
-0.3023	0.2400	0.3860	2.4705
-0.3005	0.2406	0.3850	2.4664
-0.2986	0.2415	0.3840	2.4615
-0.2968	0.2421	0.3830	2.4574
-0.2943	0.2420	0.3810	2.4533
-0.2925	0.2426	0.3800	2.4492
-0.2897	0.2428	0.3780	2.4440
-0.2880	0.2432	0.3770	2.4403
-0.2863	0.2438	0.3760	2.4362
-0.2853	0.2450	0.3760	2.4320
-0.2850	0.2468	0.3770	2.4280
-0.2848	0.2485	0.3780	2.4242
-0.2823	0.2484	0.3760	2.4200
-0.2791	0.2475	0.3730	2.4162
-0.2756	0.2468	0.3700	2.4113
-0.2721	0.2462	0.3670	2.4061
-0.2705	0.2466	0.3660	2.4023
-0.2687	0.2470	0.3650	2.3983
-0.2678	0.2480	0.3650	2.3944
-0.2668	0.2491	0.3650	2.3903
-0.2650	0.2495	0.3640	2.3862
-0.2633	0.2498	0.3630	2.3825
-0.2616	0.2502	0.3620	2.3783
-0.2596	0.2508	0.3610	2.3735
-0.2579	0.2512	0.3600	2.3693
-0.2562	0.2515	0.3590	2.3655
-0.2552	0.2525	0.3590	2.3615
-0.2535	0.2528	0.3580	2.3576
-0.2518	0.2531	0.3570	2.3535
-0.2498	0.2536	0.3560	2.3486
-0.2481	0.2539	0.3550	2.3445
-0.2464	0.2542	0.3540	2.3407
-0.2447	0.2544	0.3530	2.3366
-0.2437	0.2554	0.3530	2.3328
-0.2420	0.2557	0.3520	2.3287
-0.2400	0.2561	0.3510	2.3238
-0.2383	0.2564	0.3500	2.3197
-0.2366	0.2565	0.3490	2.3159
-0.2356	0.2575	0.3490	2.3118
-0.2339	0.2576	0.3480	2.3080
-0.2322	0.2579	0.3470	2.3038
-0.2312	0.2588	0.3470	2.2998
-0.2292	0.2592	0.3460	2.2948
-0.2282	0.2601	0.3460	2.2911
-0.2265	0.2602	0.3450	2.2870
-0.2248	0.2604	0.3440	2.2829
-0.2231	0.2605	0.3430	2.2791
-0.2214	0.2606	0.3420	2.2750
-0.2204	0.2615	0.3420	2.2712
-0.2185	0.2618	0.3410	2.2663
-0.2168	0.2619	0.3400	2.2621
-0.2151	0.2621	0.3390	2.2580
-0.2141	0.2629	0.3390	2.2543
-0.2130	0.2637	0.3390	2.2502
-0.2114	0.2638	0.3380	2.2463
-0.2097	0.2638	0.3370	2.2423
-0.2086	0.2647	0.3370	2.2382
-0.2076	0.2655	0.3370	2.2343
