x	y	r	phi
0.2400	-0.1465	0.2812	-0.5480
0.2394	-0.1476	0.2813	-0.5525
0.2378	-0.1488	0.2805	-0.5591
0.2372	-0.1499	0.2806	-0.5636
0.2357	-0.1507	0.2797	-0.5688
0.2351	-0.1518	0.2799	-0.5734
0.2345	-0.1531	0.2800	-0.5783
0.2339	-0.1543	0.2802	-0.5832
0.2324	-0.1549	0.2793	-0.5880
0.2318	-0.1561	0.2794	-0.5929
0.2311	-0.1574	0.2796	-0.5978
0.2305	-0.1585	0.2797	-0.6022
0.2290	-0.1592	0.2789	-0.6075
0.2284	-0.1603	0.2790	-0.6121
0.2277	-0.1615	0.2792	-0.6170
0.2271	-0.1627	0.2793	-0.6217
0.2264	-0.1639	0.2795	-0.6266
0.2247	-0.1649	0.2787	-0.6331
0.2240	-0.1661	0.2788	-0.6380
0.2233	-0.1672	0.2790	-0.6428
0.2226	-0.1684	0.2791	-0.6477
0.2211	-0.1691	0.2783	-0.6529
0.2204	-0.1702	0.2785	-0.6577
0.2197	-0.1714	0.2786	-0.6626
0.2181	-0.1720	0.2778	-0.6679
0.2183	-0.1737	0.2789	-0.6722
0.2175	-0.1749	0.2791	-0.6770
0.2168	-0.1760	0.2793	-0.6819
0.2153	-0.1766	0.2784	-0.6871
0.2145	-0.1778	0.2786	-0.6919
0.2138	-0.1789	0.2788	-0.6967
0.2131	-0.1800	0.2789	-0.7015
0.2123	-0.1811	0.2791	-0.7063
0.2116	-0.1823	0.2793	-0.7111
0.2100	-0.1828	0.2785	-0.7163
0.2093	-0.1840	0.2786	-0.7211
0.2085	-0.1851	0.2788	-0.7260
0.2078	-0.1862	0.2790	-0.7307
0.2070	-0.1872	0.2791	-0.7352
0.2063	-0.1883	0.2793	-0.7400
0.2055	-0.1894	0.2795	-0.7448
0.2047	-0.1905	0.2797	-0.7495
0.2039	-0.1916	0.2798	-0.7543
0.2031	-0.1927	0.2800	-0.7591
0.2016	-0.1932	0.2792	-0.7643
0.2008	-0.1943	0.2794	-0.7691
0.1999	-0.1954	0.2796	-0.7739
0.1992	-0.1964	0.2797	-0.7785
0.1983	-0.1975	0.2799	-0.7833
0.1975	-0.1986	0.2801	-0.7881
0.1967	-0.1997	0.2803	-0.7928
0.1959	-0.2007	0.2805	-0.7976
0.1951	-0.2018	0.2807	-0.8023
0.1943	-0.2028	0.2809	-0.8070
0.1934	-0.2039	0.2810	-0.8118
0.1926	-0.2050	0.2812	-0.8165
0.1907	-0.2056	0.2805	-0.8230
0.1899	-0.2067	0.2807	-0.8276
0.1900	-0.2081	0.2818	-0.8307
0.1900	-0.2097	0.2830	-0.8348
0.1891	-0.2108	0.2832	-0.8395
0.1882	-0.2118	0.2834	-0.8443
0.1874	-0.2128	0.2836	-0.8489
0.1865	-0.2139	0.2838	-0.8536
0.1856	-0.2149	0.2840	-0.8584
0.1848	-0.2159	0.2842	-0.8630
0.1839	-0.2169	0.2844	-0.8677
0.1830	-0.2179	0.2846	-0.8724
0.1821	-0.2189	0.2848	-0.8770
0.1812	-0.2199	0.2850	-0.8817
0.1803	-0.2209	0.2852	-0.8864
0.1794	-0.2219	0.2854	-0.8910
0.1777	-0.2222	0.2846	-0.8962
0.1768	-0.2232	0.2848	-0.9009
0.1766	-0.2249	0.2860	-0.9050
0.1764	-0.2266	0.2872	-0.9091
0.1755	-0.2275	0.2874	-0.9138
0.1746	-0.2285	0.2876	-0.9184
0.1736	-0.2295	0.2878	-0.9231
0.1727	-0.2305	0.2880	-0.9277
0.1718	-0.2314	0.2882	-0.9323
0.1708	-0.2324	0.2884	-0.9370
0.1698	-0.2333	0.2886	-0.9416
0.1689	-0.2343	0.2888	-0.9462
0.1679	-0.2352	0.2890	-0.9508
0.1670	-0.2362	0.2892	-0.9555
0.1667	-0.2378	0.2904	-0.9595
0.1657	-0.2388	0.2907	-0.9641
0.1647	-0.2397	0.2909	-0.9687
0.1638	-0.2406	0.2911	-0.9732
0.1628	-0.2416	0.2913	-0.9779
0.1625	-0.2432	0.2925	-0.9820
