x	y	r	phi
0.2400	-0.1445	0.2801	-0.5420
0.2398	-0.1474	0.2814	-0.5512
0.2391	-0.1487	0.2816	-0.5563
0.2386	-0.1499	0.2818	-0.5609
0.2380	-0.1512	0.2819	-0.5659
0.2373	-0.1525	0.2821	-0.5710
0.2377	-0.1541	0.2832	-0.5753
0.2370	-0.1554	0.2834	-0.5802
0.2364	-0.1566	0.2836	-0.5852
0.2367	-0.1583	0.2847	-0.5895
0.2351	-0.1591	0.2839	-0.5948
0.2345	-0.1604	0.2841	-0.5999
0.2348	-0.1620	0.2852	-0.6041
0.2341	-0.1633	0.2854	-0.6091
0.2343	-0.1650	0.2866	-0.6136
0.2337	-0.1662	0.2868	-0.6182
0.2330	-0.1675	0.2869	-0.6232
0.2323	-0.1687	0.2871	-0.6281
0.2327	-0.1701	0.2882	-0.6314
0.2320	-0.1713	0.2884	-0.6360
0.2322	-0.1730	0.2896	-0.6405
0.2323	-0.1748	0.2908	-0.6450
0.2317	-0.1760	0.2909	-0.6496
0.2310	-0.1772	0.2911	-0.6545
0.2302	-0.1785	0.2913	-0.6595
0.2295	-0.1797	0.2915	-0.6641
0.2297	-0.1814	0.2927	-0.6686
0.2289	-0.1827	0.2929	-0.6734
0.2282	-0.1838	0.2930	-0.6780
0.2283	-0.1856	0.2942	-0.6825
0.2286	-0.1870	0.2954	-0.6856
0.2268	-0.1881	0.2946	-0.6923
0.2271	-0.1895	0.2958	-0.6954
0.2264	-0.1906	0.2959	-0.7000
0.2256	-0.1919	0.2961	-0.7049
0.2256	-0.1936	0.2973	-0.7093
0.2257	-0.1953	0.2985	-0.7134
0.2249	-0.1966	0.2987	-0.7183
0.2249	-0.1984	0.2999	-0.7227
0.2242	-0.1995	0.3001	-0.7272
0.2242	-0.2013	0.3013	-0.7316
0.2234	-0.2025	0.3015	-0.7365
0.2226	-0.2037	0.3017	-0.7410
0.2228	-0.2051	0.3028	-0.7441
0.2228	-0.2069	0.3040	-0.7485
0.2219	-0.2081	0.3042	-0.7532
0.2219	-0.2099	0.3055	-0.7576
0.2211	-0.2110	0.3057	-0.7622
0.2211	-0.2128	0.3069	-0.7664
0.2210	-0.2146	0.3081	-0.7708
0.2202	-0.2158	0.3083	-0.7753
0.2201	-0.2176	0.3095	-0.7797
0.2192	-0.2188	0.3097	-0.7844
0.2193	-0.2202	0.3108	-0.7874
0.2185	-0.2214	0.3110	-0.7919
0.2184	-0.2232	0.3122	-0.7963
0.2175	-0.2244	0.3125	-0.8011
0.2174	-0.2261	0.3137	-0.8050
0.2173	-0.2279	0.3149	-0.8093
0.2163	-0.2291	0.3151	-0.8141
0.2162	-0.2309	0.3163	-0.8181
0.2163	-0.2323	0.3175	-0.8211
0.2154	-0.2335	0.3177	-0.8259
0.2152	-0.2353	0.3189	-0.8301
0.2143	-0.2365	0.3191	-0.8346
0.2141	-0.2383	0.3203	-0.8389
0.2139	-0.2401	0.3215	-0.8431
0.2137	-0.2419	0.3228	-0.8474
0.2127	-0.2430	0.3230	-0.8518
0.2125	-0.2449	0.3242	-0.8561
0.2125	-0.2464	0.3254	-0.8590
0.2123	-0.2482	0.3266	-0.8633
0.2113	-0.2493	0.3268	-0.8676
0.2110	-0.2511	0.3280	-0.8719
0.2108	-0.2530	0.3293	-0.8761
0.2106	-0.2547	0.3305	-0.8800
0.2103	-0.2565	0.3317	-0.8842
0.2092	-0.2577	0.3319	-0.8890
0.2092	-0.2592	0.3331	-0.8919
0.2089	-0.2610	0.3343	-0.8958
0.2086	-0.2628	0.3355	-0.9001
0.2082	-0.2647	0.3368	-0.9042
0.2079	-0.2664	0.3380	-0.9081
0.2076	-0.2683	0.3392	-0.9123
0.2075	-0.2698	0.3404	-0.9153
0.2064	-0.2710	0.3406	-0.9199
0.2060	-0.2728	0.3419	-0.9240
0.2057	-0.2746	0.3431	-0.9279
0.2052	-0.2765	0.3443	-0.9322
0.2048	-0.2783	0.3456	-0.9364
0.2045	-0.2801	0.3468	-0.9401
0.2033	-0.2812	0.3470	-0.9448
0.2032	-0.2828	0.3482	-0.9477
0.2027	-0.2846	0.3494	-0.9519
0.2030	-0.2871	0.3516	-0.9553
0.2026	-0.2890	0.3529	-0.9594
0.2020	-0.2908	0.3541	-0.9636
0.2016	-0.2926	0.3554	-0.9675
0.2013	-0.2942	0.3565	-0.9707
0.2016	-0.2968	0.3588	-0.9741
0.2010	-0.2986	0.3600	-0.9783
0.2005	-0.3005	0.3612	-0.9824
0.1994	-0.3015	0.3615	-0.9867
0.1981	-0.3027	0.3617	-0.9912
0.1985	-0.3050	0.3639	-0.9937
0.1980	-0.3068	0.3652	-0.9979
0.1974	-0.3086	0.3664	-1.0017
0.1968	-0.3105	0.3676	-1.0058
0.1956	-0.3116	0.3679	-1.0103
0.1950	-0.3134	0.3691	-1.0142
0.1951	-0.3160	0.3714	-1.0178
0.1947	-0.3176	0.3726	-1.0208
0.1941	-0.3195	0.3738	-1.0248
0.1934	-0.3213	0.3751	-1.0289
0.1928	-0.3231	0.3763	-1.0328
0.1928	-0.3257	0.3785	-1.0364
0.1921	-0.3276	0.3798	-1.0405
0.1917	-0.3292	0.3810	-1.0434
0.1911	-0.3310	0.3822	-1.0472
0.1910	-0.3337	0.3844	-1.0509
0.1902	-0.3355	0.3857	-1.0550
0.1902	-0.3381	0.3879	-1.0584
0.1894	-0.3400	0.3892	-1.0625
0.1891	-0.3415	0.3904	-1.0650
0.1883	-0.3434	0.3916	-1.0691
0.1876	-0.3452	0.3929	-1.0729
0.1874	-0.3478	0.3951	-1.0767
0.1867	-0.3496	0.3963	-1.0803
0.1865	-0.3522	0.3986	-1.0838
0.1861	-0.3538	0.3998	-1.0867
0.1858	-0.3565	0.4020	-1.0903
0.1850	-0.3583	0.4033	-1.0941
0.1847	-0.3610	0.4055	-1.0979
0.1839	-0.3628	0.4068	-1.1016
0.1831	-0.3646	0.4080	-1.1053
0.1832	-0.3670	0.4102	-1.1079
0.1823	-0.3689	0.4114	-1.1119
0.1820	-0.3715	0.4137	-1.1153
0.1811	-0.3733	0.4149	-1.1191
0.1801	-0.3752	0.4162	-1.1232
0.1801	-0.3776	0.4184	-1.1257
0.1798	-0.3803	0.4206	-1.1291
0.1794	-0.3829	0.4229	-1.1327
0.1785	-0.3848	0.4241	-1.1365
0.1781	-0.3874	0.4264	-1.1399
0.1775	-0.3890	0.4276	-1.1428
0.1770	-0.3917	0.4298	-1.1465
0.1760	-0.3935	0.4311	-1.1503
0.1755	-0.3962	0.4333	-1.1537
0.1750	-0.3989	0.4356	-1.1573
0.1748	-0.4013	0.4378	-1.1599
0.1739	-0.4031	0.4390	-1.1636
0.1733	-0.4058	0.4413	-1.1673
0.1722	-0.4076	0.4425	-1.1711
