x	y	r	phi
0.2400	-0.1469	0.2814	-0.5491
0.2392	-0.1485	0.2815	-0.5556
0.2364	-0.1495	0.2798	-0.5639
0.2348	-0.1506	0.2789	-0.5704
0.2339	-0.1522	0.2791	-0.5768
0.2322	-0.1533	0.2783	-0.5836
0.2305	-0.1545	0.2775	-0.5904
0.2286	-0.1559	0.2767	-0.5984
0.2269	-0.1569	0.2759	-0.6052
0.2251	-0.1580	0.2751	-0.6120
0.2243	-0.1595	0.2752	-0.6181
0.2226	-0.1605	0.2744	-0.6249
0.2206	-0.1619	0.2737	-0.6329
0.2189	-0.1629	0.2729	-0.6397
0.2171	-0.1639	0.2721	-0.6465
0.2162	-0.1654	0.2722	-0.6529
0.2135	-0.1661	0.2705	-0.6611
0.2126	-0.1676	0.2707	-0.6675
0.2108	-0.1685	0.2699	-0.6743
0.2099	-0.1700	0.2701	-0.6807
0.2081	-0.1709	0.2693	-0.6875
0.2072	-0.1724	0.2695	-0.6939
0.2054	-0.1732	0.2687	-0.7006
0.2045	-0.1747	0.2689	-0.7070
0.2025	-0.1758	0.2682	-0.7148
0.2007	-0.1766	0.2674	-0.7217
0.1998	-0.1781	0.2676	-0.7280
0.1988	-0.1794	0.2678	-0.7343
0.1962	-0.1797	0.2660	-0.7416
0.1942	-0.1807	0.2653	-0.7494
0.1932	-0.1821	0.2655	-0.7558
0.1922	-0.1835	0.2658	-0.7621
0.1904	-0.1842	0.2650	-0.7688
0.1894	-0.1856	0.2652	-0.7752
0.1876	-0.1863	0.2644	-0.7820
0.1866	-0.1877	0.2647	-0.7883
0.1856	-0.1890	0.2649	-0.7946
0.1845	-0.1904	0.2651	-0.8009
0.1827	-0.1911	0.2644	-0.8078
0.1807	-0.1919	0.2636	-0.8155
0.1789	-0.1926	0.2629	-0.8223
0.1778	-0.1939	0.2631	-0.8286
0.1768	-0.1952	0.2634	-0.8349
0.1749	-0.1959	0.2626	-0.8417
0.1731	-0.1965	0.2619	-0.8486
0.1721	-0.1977	0.2621	-0.8545
0.1710	-0.1989	0.2623	-0.8608
0.1699	-0.2002	0.2626	-0.8669
0.1688	-0.2014	0.2628	-0.8732
0.1668	-0.2023	0.2621	-0.8813
0.1656	-0.2035	0.2624	-0.8876
0.1645	-0.2047	0.2626	-0.8937
0.1635	-0.2058	0.2629	-0.8996
0.1624	-0.2071	0.2631	-0.9058
0.1605	-0.2076	0.2624	-0.9126
0.1594	-0.2088	0.2626	-0.9188
0.1582	-0.2100	0.2629	-0.9250
0.1563	-0.2104	0.2622	-0.9318
0.1552	-0.2116	0.2624	-0.9380
0.1540	-0.2128	0.2627	-0.9442
0.1529	-0.2139	0.2629	-0.9504
0.1517	-0.2151	0.2632	-0.9564
0.1498	-0.2155	0.2625	-0.9632
0.1487	-0.2166	0.2627	-0.9694
0.1482	-0.2184	0.2640	-0.9746
0.1470	-0.2196	0.2642	-0.9807
0.1458	-0.2207	0.2645	-0.9869
0.1430	-0.2205	0.2629	-0.9954
0.1405	-0.2202	0.2612	-1.0028
0.1399	-0.2220	0.2624	-1.0083
0.1394	-0.2238	0.2637	-1.0138
0.1382	-0.2248	0.2639	-1.0196
0.1363	-0.2252	0.2632	-1.0263
0.1350	-0.2263	0.2635	-1.0327
0.1344	-0.2281	0.2648	-1.0384
0.1332	-0.2292	0.2651	-1.0445
0.1318	-0.2303	0.2654	-1.0509
0.1305	-0.2314	0.2657	-1.0572
0.1292	-0.2324	0.2659	-1.0633
0.1279	-0.2335	0.2662	-1.0696
0.1266	-0.2345	0.2665	-1.0756
0.1253	-0.2356	0.2668	-1.0820
0.1248	-0.2372	0.2680	-1.0864
0.1226	-0.2376	0.2674	-1.0943
0.1213	-0.2386	0.2677	-1.1005
0.1199	-0.2397	0.2680	-1.1069
0.1194	-0.2413	0.2692	-1.1113
0.1181	-0.2423	0.2695	-1.1173
0.1173	-0.2441	0.2708	-1.1229
0.1159	-0.2450	0.2711	-1.1289
0.1139	-0.2452	0.2704	-1.1358
0.1126	-0.2462	0.2707	-1.1420
0.1104	-0.2465	0.2701	-1.1499
0.1090	-0.2475	0.2704	-1.1560
0.1076	-0.2484	0.2707	-1.1620
0.1062	-0.2493	0.2710	-1.1682
0.1056	-0.2509	0.2722	-1.1725
0.1042	-0.2518	0.2725	-1.1784
0.1019	-0.2521	0.2719	-1.1865
0.1013	-0.2537	0.2731	-1.1909
0.0991	-0.2539	0.2725	-1.1986
0.0971	-0.2539	0.2719	-1.2055
0.0963	-0.2556	0.2731	-1.2107
0.0956	-0.2572	0.2744	-1.2150
0.0941	-0.2581	0.2747	-1.2211
0.0927	-0.2589	0.2750	-1.2270
0.0912	-0.2598	0.2753	-1.2331
0.0902	-0.2615	0.2766	-1.2385
0.0888	-0.2623	0.2769	-1.2444
0.0873	-0.2631	0.2772	-1.2505
0.0863	-0.2648	0.2785	-1.2559
0.0848	-0.2656	0.2788	-1.2617
0.0838	-0.2673	0.2801	-1.2672
0.0823	-0.2681	0.2805	-1.2730
0.0808	-0.2689	0.2808	-1.2791
0.0800	-0.2704	0.2820	-1.2833
0.0784	-0.2712	0.2823	-1.2894
0.0769	-0.2720	0.2827	-1.2951
0.0754	-0.2727	0.2830	-1.3011
0.0738	-0.2735	0.2833	-1.3072
0.0723	-0.2742	0.2836	-1.3129
0.0712	-0.2759	0.2849	-1.3183
0.0696	-0.2766	0.2852	-1.3243
0.0681	-0.2773	0.2856	-1.3300
0.0669	-0.2790	0.2869	-1.3354
0.0658	-0.2806	0.2882	-1.3405
0.0649	-0.2820	0.2894	-1.3446
0.0637	-0.2837	0.2907	-1.3500
0.0620	-0.2844	0.2911	-1.3560
0.0605	-0.2850	0.2914	-1.3617
0.0589	-0.2857	0.2917	-1.3676
0.0576	-0.2873	0.2930	-1.3729
0.0560	-0.2879	0.2933	-1.3786
0.0547	-0.2895	0.2946	-1.3840
0.0531	-0.2901	0.2950	-1.3896
