x	y	r	phi
0.2367	-0.1256	0.2680	-0.4878
0.2344	-0.1258	0.2660	-0.4927
0.2320	-0.1260	0.2640	-0.4977
0.2287	-0.1258	0.2610	-0.5029
0.2255	-0.1254	0.2580	-0.5077
0.2231	-0.1256	0.2560	-0.5126
0.2209	-0.1254	0.2540	-0.5165
0.2185	-0.1255	0.2520	-0.5214
0.2161	-0.1256	0.2500	-0.5265
0.2138	-0.1257	0.2480	-0.5314
0.2116	-0.1255	0.2460	-0.5353
0.2093	-0.1255	0.2440	-0.5402
0.2069	-0.1255	0.2420	-0.5453
0.2046	-0.1255	0.2400	-0.5503
0.2032	-0.1257	0.2390	-0.5541
0.2009	-0.1257	0.2370	-0.5590
0.1976	-0.1253	0.2340	-0.5650
0.1963	-0.1256	0.2330	-0.5691
0.1940	-0.1254	0.2310	-0.5740
0.1917	-0.1253	0.2290	-0.5789
0.1904	-0.1255	0.2280	-0.5827
0.1889	-0.1259	0.2270	-0.5879
0.1866	-0.1257	0.2250	-0.5928
0.1843	-0.1255	0.2230	-0.5978
0.1830	-0.1256	0.2220	-0.6015
0.1807	-0.1254	0.2200	-0.6067
0.1785	-0.1252	0.2180	-0.6117
0.1770	-0.1255	0.2170	-0.6166
0.1757	-0.1256	0.2160	-0.6204
0.1735	-0.1253	0.2140	-0.6256
0.1721	-0.1256	0.2130	-0.6305
0.1716	-0.1262	0.2130	-0.6343
0.1693	-0.1259	0.2110	-0.6392
0.1671	-0.1255	0.2090	-0.6444
0.1657	-0.1258	0.2080	-0.6493
0.1644	-0.1258	0.2070	-0.6531
0.1630	-0.1260	0.2060	-0.6580
0.1617	-0.1260	0.2050	-0.6621
0.1603	-0.1262	0.2040	-0.6670
0.1581	-0.1257	0.2020	-0.6719
0.1567	-0.1259	0.2010	-0.6768
0.1554	-0.1259	0.2000	-0.6809
0.1540	-0.1261	0.1990	-0.6861
0.1526	-0.1262	0.1980	-0.6910
0.1504	-0.1257	0.1960	-0.6959
0.1490	-0.1258	0.1950	-0.7011
0.1477	-0.1257	0.1940	-0.7052
0.1464	-0.1258	0.1930	-0.7100
0.1458	-0.1264	0.1930	-0.7142
0.1445	-0.1265	0.1920	-0.7191
0.1423	-0.1259	0.1900	-0.7242
0.1409	-0.1259	0.1890	-0.7292
0.1397	-0.1258	0.1880	-0.7332
0.1383	-0.1258	0.1870	-0.7381
0.1369	-0.1259	0.1860	-0.7433
0.1357	-0.1257	0.1850	-0.7471
0.1343	-0.1257	0.1840	-0.7523
0.1330	-0.1257	0.1830	-0.7573
0.1316	-0.1257	0.1820	-0.7625
0.1304	-0.1255	0.1810	-0.7662
0.1290	-0.1255	0.1800	-0.7714
0.1285	-0.1260	0.1800	-0.7755
0.1272	-0.1259	0.1790	-0.7804
0.1259	-0.1259	0.1780	-0.7854
0.1247	-0.1257	0.1770	-0.7894
0.1233	-0.1256	0.1760	-0.7946
0.1228	-0.1261	0.1760	-0.7984
0.1215	-0.1260	0.1750	-0.8036
0.1202	-0.1258	0.1740	-0.8085
0.1188	-0.1257	0.1730	-0.8137
0.1177	-0.1255	0.1720	-0.8175
0.1171	-0.1259	0.1720	-0.8216
0.1158	-0.1258	0.1710	-0.8268
0.1145	-0.1256	0.1700	-0.8317
0.1132	-0.1255	0.1690	-0.8366
0.1119	-0.1253	0.1680	-0.8418
0.1114	-0.1258	0.1680	-0.8459
0.1101	-0.1256	0.1670	-0.8508
0.1088	-0.1253	0.1660	-0.8557
0.1083	-0.1258	0.1660	-0.8598
0.1070	-0.1256	0.1650	-0.8650
0.1065	-0.1260	0.1650	-0.8688
0.1054	-0.1257	0.1640	-0.8729
0.1041	-0.1254	0.1630	-0.8781
0.1028	-0.1252	0.1620	-0.8830
0.1023	-0.1256	0.1620	-0.8870
0.1011	-0.1253	0.1610	-0.8920
0.1006	-0.1257	0.1610	-0.8960
0.0993	-0.1254	0.1600	-0.9010
0.0988	-0.1258	0.1600	-0.9050
0.0976	-0.1256	0.1590	-0.9102
0.0971	-0.1259	0.1590	-0.9141
0.0958	-0.1256	0.1580	-0.9192
0.0946	-0.1253	0.1570	-0.9241
0.0941	-0.1257	0.1570	-0.9283
0.0936	-0.1261	0.1570	-0.9324
0.0924	-0.1257	0.1560	-0.9373
0.0918	-0.1261	0.1560	-0.9414
0.0906	-0.1257	0.1550	-0.9463
0.0901	-0.1261	0.1550	-0.9503
0.0889	-0.1258	0.1540	-0.9555
0.0884	-0.1261	0.1540	-0.9593
0.0872	-0.1257	0.1530	-0.9645
0.0867	-0.1261	0.1530	-0.9686
0.0855	-0.1257	0.1520	-0.9735
