x	y	r	phi
-0.3591	0.0836	0.3687	2.9128
-0.3574	0.0842	0.3672	2.9102
-0.3549	0.0842	0.3647	2.9088
-0.3539	0.0854	0.3640	2.9049
-0.3529	0.0865	0.3634	2.9012
-0.3528	0.0883	0.3637	2.8965
-0.3518	0.0895	0.3630	2.8926
-0.3524	0.0919	0.3642	2.8865
-0.3514	0.0931	0.3635	2.8826
-0.3504	0.0943	0.3628	2.8788
-0.3486	0.0948	0.3613	2.8762
-0.3476	0.0959	0.3606	2.8723
-0.3474	0.0978	0.3609	2.8672
-0.3464	0.0989	0.3602	2.8634
-0.3453	0.1001	0.3595	2.8595
-0.3450	0.1019	0.3598	2.8544
-0.3440	0.1030	0.3591	2.8506
-0.3430	0.1042	0.3584	2.8467
-0.3419	0.1053	0.3578	2.8427
-0.3409	0.1065	0.3571	2.8389
-0.3398	0.1076	0.3565	2.8349
-0.3388	0.1087	0.3558	2.8310
-0.3387	0.1102	0.3562	2.8269
-0.3376	0.1114	0.3555	2.8230
-0.3366	0.1125	0.3549	2.8191
-0.3355	0.1136	0.3542	2.8151
-0.3351	0.1154	0.3544	2.8099
-0.3341	0.1165	0.3538	2.8060
-0.3329	0.1176	0.3531	2.8020
-0.3318	0.1187	0.3524	2.7980
-0.3308	0.1198	0.3518	2.7941
-0.3303	0.1216	0.3520	2.7888
-0.3293	0.1226	0.3514	2.7851
-0.3282	0.1237	0.3507	2.7810
-0.3271	0.1248	0.3501	2.7771
-0.3259	0.1259	0.3494	2.7730
-0.3255	0.1277	0.3496	2.7677
-0.3250	0.1295	0.3499	2.7625
-0.3239	0.1306	0.3492	2.7584
-0.3220	0.1309	0.3476	2.7556
-0.3209	0.1319	0.3470	2.7515
-0.3204	0.1337	0.3472	2.7462
-0.3199	0.1355	0.3474	2.7409
-0.3188	0.1366	0.3468	2.7368
-0.3176	0.1376	0.3461	2.7327
-0.3164	0.1387	0.3454	2.7286
-0.3162	0.1402	0.3458	2.7243
-0.3156	0.1420	0.3461	2.7189
-0.3144	0.1430	0.3454	2.7149
-0.3132	0.1440	0.3448	2.7107
-0.3120	0.1450	0.3441	2.7065
-0.3108	0.1460	0.3434	2.7024
