x	y	r	phi
0.1460	0.4982	0.5191	1.2858
0.1473	0.4955	0.5169	1.2819
0.1481	0.4908	0.5126	1.2777
0.1492	0.4881	0.5104	1.2742
0.1496	0.4836	0.5062	1.2708
0.1506	0.4809	0.5040	1.2673
0.1517	0.4782	0.5017	1.2636
0.1525	0.4735	0.4975	1.2593
0.1535	0.4708	0.4952	1.2556
0.1537	0.4664	0.4910	1.2525
0.1551	0.4635	0.4888	1.2479
0.1561	0.4608	0.4865	1.2441
0.1566	0.4573	0.4833	1.2408
0.1576	0.4546	0.4811	1.2371
0.1584	0.4519	0.4789	1.2336
0.1595	0.4481	0.4756	1.2289
0.1603	0.4454	0.4734	1.2254
0.1608	0.4418	0.4702	1.2218
0.1615	0.4392	0.4680	1.2183
0.1628	0.4363	0.4657	1.2137
0.1631	0.4328	0.4625	1.2103
0.1640	0.4301	0.4603	1.2065
0.1642	0.4265	0.4571	1.2033
0.1654	0.4237	0.4548	1.1987
0.1662	0.4210	0.4526	1.1949
0.1668	0.4183	0.4504	1.1914
0.1675	0.4156	0.4481	1.1877
0.1681	0.4130	0.4459	1.1842
0.1698	0.4109	0.4446	1.1790
0.1709	0.4092	0.4434	1.1752
0.1716	0.4065	0.4412	1.1714
0.1716	0.4030	0.4380	1.1683
0.1720	0.3993	0.4347	1.1639
0.1726	0.3966	0.4325	1.1602
0.1731	0.3940	0.4303	1.1568
0.1737	0.3913	0.4281	1.1530
0.1741	0.3876	0.4249	1.1487
0.1751	0.3857	0.4236	1.1446
0.1760	0.3840	0.4224	1.1409
0.1766	0.3813	0.4202	1.1371
0.1770	0.3787	0.4180	1.1337
0.1777	0.3758	0.4157	1.1291
0.1787	0.3740	0.4145	1.1250
0.1797	0.3722	0.4133	1.1209
0.1800	0.3696	0.4111	1.1175
0.1802	0.3659	0.4078	1.1131
0.1800	0.3624	0.4046	1.1098
0.1814	0.3615	0.4044	1.1057
0.1823	0.3596	0.4032	1.1016
0.1831	0.3579	0.4020	1.0978
0.1834	0.3552	0.3998	1.0941
0.1846	0.3532	0.3985	1.0892
0.1849	0.3506	0.3963	1.0854
0.1857	0.3488	0.3951	1.0816
0.1865	0.3470	0.3939	1.0775
0.1866	0.3444	0.3917	1.0742
0.1872	0.3415	0.3895	1.0695
0.1880	0.3397	0.3883	1.0655
0.1888	0.3379	0.3870	1.0613
0.1888	0.3353	0.3848	1.0579
0.1896	0.3335	0.3836	1.0539
0.1903	0.3317	0.3824	1.0501
0.1907	0.3289	0.3802	1.0455
0.1914	0.3271	0.3790	1.0413
0.1921	0.3252	0.3778	1.0372
0.1928	0.3235	0.3766	1.0334
0.1934	0.3217	0.3754	1.0294
0.1938	0.3189	0.3731	1.0248
0.1943	0.3171	0.3719	1.0209
0.1950	0.3153	0.3707	1.0168
