x	y	r	phi
-0.2391	0.3903	0.4577	2.1204
-0.2380	0.3919	0.4585	2.1166
-0.2372	0.3944	0.4603	2.1122
-0.2364	0.3959	0.4611	2.1092
-0.2357	0.3984	0.4629	2.1051
-0.2353	0.4018	0.4656	2.1004
-0.2345	0.4043	0.4674	2.0963
-0.2329	0.4050	0.4672	2.0926
-0.2305	0.4038	0.4650	2.0895
-0.2285	0.4036	0.4638	2.0860
-0.2266	0.4033	0.4626	2.0827
-0.2249	0.4039	0.4623	2.0789
-0.2249	0.4083	0.4661	2.0742
-0.2255	0.4134	0.4709	2.0701
-0.2249	0.4169	0.4736	2.0655
-0.2233	0.4175	0.4734	2.0619
-0.2212	0.4172	0.4722	2.0583
-0.2196	0.4178	0.4720	2.0548
-0.2179	0.4184	0.4718	2.0509
-0.2173	0.4208	0.4736	2.0476
-0.2161	0.4223	0.4744	2.0437
-0.2143	0.4229	0.4741	2.0398
-0.2127	0.4235	0.4739	2.0362
-0.2113	0.4250	0.4747	2.0322
-0.2103	0.4275	0.4764	2.0281
-0.2092	0.4300	0.4782	2.0236
-0.2086	0.4323	0.4800	2.0203
-0.2075	0.4348	0.4818	2.0162
-0.2061	0.4363	0.4825	2.0120
-0.2050	0.4387	0.4843	2.0080
-0.2035	0.4403	0.4850	2.0038
-0.2028	0.4426	0.4869	2.0005
-0.2014	0.4441	0.4876	1.9966
-0.1999	0.4456	0.4884	1.9925
-0.1985	0.4471	0.4891	1.9886
-0.1972	0.4495	0.4909	1.9843
-0.1958	0.4510	0.4917	1.9804
-0.1942	0.4525	0.4924	1.9762
-0.1934	0.4548	0.4942	1.9729
-0.1919	0.4563	0.4950	1.9690
-0.1903	0.4578	0.4957	1.9648
-0.1890	0.4602	0.4975	1.9605
-0.1879	0.4636	0.5002	1.9558
-0.1871	0.4669	0.5030	1.9520
-0.1852	0.4674	0.5028	1.9481
-0.1824	0.4661	0.5005	1.9439
-0.1805	0.4666	0.5003	1.9400
-0.1797	0.4698	0.5030	1.9361
-0.1785	0.4732	0.5058	1.9315
-0.1770	0.4756	0.5075	1.9271
-0.1755	0.4780	0.5093	1.9227
-0.1746	0.4803	0.5111	1.9194
-0.1728	0.4818	0.5118	1.9152
-0.1713	0.4841	0.5136	1.9109
-0.1694	0.4856	0.5143	1.9064
-0.1678	0.4880	0.5160	1.9020
-0.1660	0.4894	0.5168	1.8979
-0.1649	0.4916	0.5186	1.8945
-0.1633	0.4940	0.5203	1.8901
-0.1615	0.4954	0.5211	1.8859
-0.1598	0.4978	0.5228	1.8815
