x	y	r	phi
-0.2386	0.3774	0.4465	2.1347
-0.2365	0.3784	0.4462	2.1293
-0.2348	0.3803	0.4469	2.1240
-0.2327	0.3812	0.4466	2.1189
-0.2307	0.3822	0.4464	2.1139
-0.2290	0.3840	0.4471	2.1085
-0.2273	0.3858	0.4478	2.1031
-0.2252	0.3868	0.4475	2.0980
-0.2235	0.3886	0.4482	2.0927
-0.2212	0.3895	0.4480	2.0873
-0.2195	0.3913	0.4487	2.0819
-0.2182	0.3929	0.4494	2.0776
-0.2164	0.3947	0.4501	2.0722
-0.2142	0.3956	0.4499	2.0671
-0.2123	0.3974	0.4506	2.0614
-0.2101	0.3982	0.4503	2.0563
-0.2083	0.4000	0.4510	2.0510
-0.2061	0.4008	0.4507	2.0458
-0.2043	0.4025	0.4514	2.0404
-0.2024	0.4043	0.4521	2.0350
-0.2005	0.4060	0.4528	2.0296
-0.1983	0.4068	0.4525	2.0244
-0.1964	0.4085	0.4532	2.0190
-0.1948	0.4100	0.4540	2.0144
-0.1929	0.4117	0.4547	2.0090
-0.1910	0.4134	0.4554	2.0035
-0.1887	0.4141	0.4551	1.9984
-0.1867	0.4158	0.4558	1.9929
-0.1847	0.4175	0.4565	1.9873
-0.1827	0.4191	0.4572	1.9818
-0.1807	0.4207	0.4579	1.9764
-0.1786	0.4223	0.4586	1.9709
-0.1763	0.4230	0.4583	1.9657
-0.1746	0.4245	0.4590	1.9611
-0.1727	0.4271	0.4607	1.9551
-0.1706	0.4287	0.4614	1.9496
-0.1684	0.4303	0.4621	1.9438
-0.1662	0.4319	0.4627	1.9382
-0.1640	0.4334	0.4634	1.9324
-0.1617	0.4350	0.4641	1.9267
-0.1598	0.4365	0.4648	1.9217
-0.1577	0.4390	0.4665	1.9157
-0.1552	0.4396	0.4662	1.9102
-0.1529	0.4411	0.4668	1.9045
-0.1506	0.4426	0.4675	1.8987
-0.1484	0.4451	0.4692	1.8927
-0.1461	0.4466	0.4699	1.8870
-0.1442	0.4479	0.4706	1.8822
-0.1420	0.4504	0.4722	1.8761
-0.1396	0.4518	0.4729	1.8704
-0.1372	0.4533	0.4736	1.8646
-0.1347	0.4547	0.4743	1.8588
-0.1323	0.4561	0.4749	1.8530
-0.1305	0.4584	0.4766	1.8481
-0.1281	0.4608	0.4783	1.8420
-0.1255	0.4612	0.4780	1.8365
-0.1231	0.4636	0.4796	1.8304
-0.1207	0.4659	0.4813	1.8244
-0.1182	0.4673	0.4820	1.8185
-0.1157	0.4686	0.4826	1.8128
-0.1136	0.4708	0.4843	1.8075
-0.1110	0.4721	0.4850	1.8017
-0.1085	0.4744	0.4867	1.7956
-0.1059	0.4757	0.4873	1.7898
-0.1033	0.4779	0.4890	1.7838
-0.1008	0.4802	0.4906	1.7777
-0.0986	0.4814	0.4914	1.7729
-0.0960	0.4836	0.4930	1.7668
-0.0934	0.4858	0.4947	1.7607
-0.0907	0.4870	0.4953	1.7549
-0.0880	0.4891	0.4970	1.7488
-0.0858	0.4913	0.4987	1.7438
-0.0831	0.4934	0.5004	1.7377
-0.0804	0.4955	0.5020	1.7316
-0.0776	0.4966	0.5027	1.7258
-0.0748	0.4987	0.5043	1.7197
