x	y
-0.2140	0.0000
-0.2140	0.0009
-0.2140	0.0017
-0.2140	0.0026
-0.2140	0.0034
-0.2140	0.0042
-0.2139	0.0051
-0.2139	0.0059
-0.2139	0.0067
-0.2139	0.0076
-0.2138	0.0085
-0.2138	0.0093
-0.2138	0.0101
-0.2137	0.0110
-0.2137	0.0118
-0.2136	0.0127
-0.2146	0.0135
-0.2155	0.0142
-0.2155	0.0151
-0.2154	0.0159
-0.2153	0.0168
-0.2153	0.0176
-0.2152	0.0185
-0.2151	0.0193
-0.2151	0.0202
-0.2150	0.0210
-0.2149	0.0219
-0.2158	0.0228
-0.2157	0.0237
-0.2156	0.0246
-0.2155	0.0254
-0.2154	0.0263
-0.2153	0.0271
-0.2152	0.0280
-0.2151	0.0288
-0.2150	0.0297
-0.2148	0.0305
-0.2147	0.0314
-0.2156	0.0322
-0.2155	0.0330
-0.2154	0.0339
-0.2152	0.0347
-0.2161	0.0357
-0.2159	0.0366
-0.2158	0.0374
-0.2166	0.0383
-0.2165	0.0391
-0.2163	0.0400
-0.2162	0.0408
-0.2160	0.0417
-0.2168	0.0427
-0.2167	0.0436
-0.2165	0.0445
-0.2173	0.0453
-0.2172	0.0461
-0.2170	0.0470
-0.2168	0.0479
-0.2166	0.0487
-0.2164	0.0496
-0.2162	0.0505
-0.2160	0.0513
-0.2158	0.0522
-0.2156	0.0530
-0.2163	0.0541
-0.2161	0.0549
-0.2169	0.0558
-0.2177	0.0570
-0.2185	0.0579
-0.2182	0.0587
-0.2180	0.0596
-0.2178	0.0604
-0.2185	0.0616
-0.2182	0.0625
-0.2180	0.0633
-0.2177	0.0642
-0.2175	0.0651
-0.2172	0.0659
-0.2180	0.0669
-0.2187	0.0680
-0.2194	0.0690
-0.2191	0.0699
-0.2189	0.0707
-0.2186	0.0716
-0.2183	0.0724
-0.2180	0.0733
-0.2187	0.0745
-0.2184	0.0754
-0.2181	0.0762
-0.2178	0.0771
-0.2178	0.0798
-0.2194	0.0813
-0.2201	0.0823
-0.2198	0.0832
-0.2194	0.0841
-0.2191	0.0850
-0.2188	0.0858
-0.2193	0.0871
-0.2190	0.0879
-0.2197	0.0890
-0.2202	0.0902
-0.2199	0.0911
-0.2195	0.0920
-0.2202	0.0930
-0.2198	0.0938
-0.2194	0.0948
-0.2199	0.0961
-0.2205	0.0973
-0.2201	0.0982
-0.2207	0.0993
-0.2203	0.1001
-0.2208	0.1014
-0.2204	0.1023
-0.2210	0.1033
-0.2206	0.1043
-0.2202	0.1051
-0.2207	0.1064
-0.2203	0.1073
-0.2208	0.1084
-0.2213	0.1098
-0.2208	0.1107
-0.2213	0.1120
-0.2208	0.1129
-0.2213	0.1141
-0.2218	0.1154
-0.2213	0.1164
-0.2218	0.1175
-0.2222	0.1189
-0.2217	0.1198
-0.2212	0.1207
-0.2216	0.1221
-0.2211	0.1230
-0.2216	0.1242
-0.2219	0.1256
-0.2214	0.1265
-0.2227	0.1282
-0.2222	0.1292
-0.2225	0.1306
-0.2220	0.1315
-0.2224	0.1327
-0.2219	0.1336
-0.2222	0.1350
-0.2225	0.1364
-0.2229	0.1377
-0.2223	0.1386
-0.2226	0.1400
-0.2229	0.1415
-0.2233	0.1427
-0.2235	0.1442
-0.2229	0.1451
-0.2232	0.1466
-0.2236	0.1478
-0.2230	0.1487
-0.2232	0.1502
-0.2234	0.1516
-0.2237	0.1529
-0.2239	0.1544
-0.2233	0.1553
-0.2235	0.1568
-0.2238	0.1581
-0.2239	0.1596
-0.2241	0.1611
-0.2244	0.1624
-0.2237	0.1633
-0.2239	0.1648
-0.2240	0.1663
-0.2243	0.1676
-0.2244	0.1692
-0.2245	0.1707
-0.2247	0.1720
-0.2248	0.1735
-0.2241	0.1745
-0.2242	0.1760
-0.2244	0.1773
-0.2245	0.1788
-0.2245	0.1804
-0.2245	0.1820
-0.2247	0.1833
-0.2248	0.1848
-0.2248	0.1864
-0.2249	0.1878
-0.2249	0.1893
-0.2249	0.1909
-0.2249	0.1925
-0.2251	0.1938
-0.2250	0.1954
-0.2250	0.1969
-0.2258	0.1990
-0.2258	0.2006
-0.2257	0.2022
-0.2258	0.2036
-0.2257	0.2052
-0.2256	0.2068
-0.2254	0.2084
-0.2256	0.2097
-0.2261	0.2120
-0.2260	0.2136
-0.2260	0.2151
-0.2259	0.2167
-0.2257	0.2183
-0.2255	0.2199
-0.2262	0.2221
-0.2260	0.2237
-0.2258	0.2253
-0.2266	0.2274
-0.2263	0.2290
-0.2261	0.2307
-0.2267	0.2329
-0.2265	0.2345
-0.2262	0.2361
-0.2269	0.2383
-0.2265	0.2400
-0.2262	0.2416
-0.2269	0.2438
-0.2265	0.2454
-0.2263	0.2470
-0.2269	0.2492
-0.2272	0.2516
-0.2269	0.2532
-0.2275	0.2554
-0.2271	0.2571
-0.2274	0.2594
-0.2270	0.2611
-0.2275	0.2633
-0.2278	0.2657
-0.2283	0.2679
-0.2264	0.2722
-0.1501	0.1949
-0.1486	0.1948
-0.1478	0.1954
-0.1464	0.1952
-0.1449	0.1951
-0.1441	0.1957
-0.1427	0.1954
-0.1412	0.1953
-0.1404	0.1959
-0.1391	0.1956
-0.1377	0.1954
-0.1369	0.1959
-0.1354	0.1957
-0.1346	0.1963
-0.1333	0.1960
-0.1325	0.1965
-0.1310	0.1963
-0.1302	0.1969
-0.1288	0.1965
-0.1273	0.1963
-0.1260	0.1960
-0.1253	0.1965
-0.1239	0.1961
-0.1224	0.1959
-0.1216	0.1964
-0.1209	0.1969
-0.1195	0.1965
-0.1188	0.1969
-0.1173	0.1967
-0.1165	0.1971
-0.1152	0.1967
-0.1144	0.1972
-0.1130	0.1969
-0.1117	0.1965
-0.1109	0.1969
-0.1101	0.1974
-0.1087	0.1970
-0.1079	0.1974
-0.1071	0.1979
-0.1063	0.1983
-0.1055	0.1987
-0.1043	0.1982
-0.1028	0.1979
-0.1016	0.1974
-0.1002	0.1970
-0.0994	0.1974
-0.0986	0.1978
-0.0974	0.1973
-0.0966	0.1977
-0.0958	0.1980
-0.0951	0.1984
-0.0942	0.1988
-0.0935	0.1992
-0.0920	0.1987
-0.0913	0.1991
-0.0900	0.1985
-0.0886	0.1981
-0.0875	0.1975
-0.0867	0.1978
-0.0859	0.1982
-0.0845	0.1977
-0.0837	0.1980
-0.0829	0.1984
-0.0822	0.1987
-0.0814	0.1990
-0.0806	0.1993
-0.0798	0.1996
