x	y
-0.3500	0.0008
-0.3500	0.0022
-0.3500	0.0036
-0.3500	0.0049
-0.3489	0.0064
-0.3489	0.0077
-0.3489	0.0091
-0.3488	0.0104
-0.3488	0.0119
-0.3477	0.0133
-0.3477	0.0146
-0.3476	0.0160
-0.3466	0.0173
-0.3465	0.0187
-0.3464	0.0200
-0.3463	0.0214
-0.3463	0.0228
-0.3462	0.0242
-0.3450	0.0258
-0.3449	0.0272
-0.3448	0.0285
-0.3447	0.0300
-0.3446	0.0313
-0.3445	0.0327
-0.3443	0.0340
-0.3442	0.0354
-0.3440	0.0367
-0.3439	0.0381
-0.3437	0.0394
-0.3426	0.0407
-0.3424	0.0420
-0.3423	0.0434
-0.3431	0.0450
-0.3429	0.0463
-0.3427	0.0477
-0.3425	0.0490
-0.3423	0.0504
-0.3421	0.0517
-0.3419	0.0531
-0.3417	0.0544
-0.3415	0.0558
-0.3413	0.0571
-0.3421	0.0583
-0.3418	0.0597
-0.3416	0.0610
-0.3413	0.0624
-0.3421	0.0640
-0.3418	0.0653
-0.3416	0.0667
-0.3423	0.0682
-0.3420	0.0696
-0.3417	0.0709
-0.3414	0.0723
-0.3412	0.0736
-0.3418	0.0752
-0.3415	0.0765
-0.3422	0.0781
-0.3419	0.0795
-0.3416	0.0808
-0.3423	0.0821
-0.3420	0.0835
-0.3416	0.0848
-0.3423	0.0864
-0.3429	0.0880
-0.3425	0.0894
-0.3432	0.0909
-0.3438	0.0926
-0.3434	0.0940
-0.3440	0.0953
-0.3437	0.0966
-0.3422	0.0980
-0.3401	0.1018
-0.3500	0.1071
-0.3476	0.1079
-0.3482	0.1127
-0.4595	0.1893
-0.4531	0.1892
-0.4468	0.1887
-0.4403	0.1886
-0.4340	0.1880
-0.4285	0.1881
-0.4230	0.1882
-0.4168	0.1874
-0.4113	0.1874
-0.4058	0.1874
-0.4015	0.1873
-0.3960	0.1872
-0.3908	0.1865
-0.3862	0.1868
-0.3810	0.1860
-0.3765	0.1862
-0.3719	0.1863
-0.3677	0.1859
-0.3632	0.1859
-0.3589	0.1855
-0.3553	0.1859
-0.3510	0.1855
-0.3466	0.1853
-0.3421	0.1851
-0.3387	0.1851
-0.3352	0.1853
-0.3310	0.1846
-0.3274	0.1849
-0.3241	0.1846
-0.3206	0.1847
-0.3170	0.1849
-0.3137	0.1846
-0.3094	0.1840
-0.3061	0.1838
-0.3026	0.1837
-0.3001	0.1839
-0.2994	0.1851
-0.2987	0.1863
-0.2961	0.1884
-0.2791	0.1834
-0.2891	0.1937
-0.2848	0.1929
-0.2797	0.1915
-0.2781	0.1920
-0.2774	0.1932
-0.2732	0.1939
-0.2586	0.1867
-0.2555	0.1859
-0.2504	0.1845
-0.2463	0.1833
-0.2439	0.1831
-0.2414	0.1831
-0.2399	0.1835
-0.2375	0.1833
-0.2350	0.1832
-0.2325	0.1832
-0.2310	0.1835
-0.2287	0.1832
-0.2262	0.1831
-0.2237	0.1830
-0.2222	0.1832
-0.2199	0.1829
