x	y
-0.4209	0.1318
-0.4173	0.1330
-0.4129	0.1336
-0.4094	0.1347
-0.4060	0.1356
-0.4026	0.1363
-0.3990	0.1374
-0.3956	0.1381
-0.3920	0.1392
-0.3886	0.1398
-0.3852	0.1403
-0.3817	0.1413
-0.3783	0.1419
-0.3747	0.1428
-0.3723	0.1436
-0.3687	0.1444
-0.3653	0.1448
-0.3629	0.1457
-0.3593	0.1464
-0.3569	0.1471
-0.3533	0.1478
-0.3509	0.1485
-0.3474	0.1491
-0.3449	0.1497
-0.3415	0.1499
-0.3390	0.1508
-0.3365	0.1513
-0.3330	0.1518
-0.3306	0.1524
-0.3281	0.1529
-0.3255	0.1537
-0.3231	0.1542
-0.3205	0.1549
-0.3181	0.1554
-0.3156	0.1558
-0.3131	0.1565
-0.3106	0.1569
-0.3080	0.1576
-0.3056	0.1579
-0.3032	0.1582
-0.3006	0.1589
-0.2982	0.1592
-0.2956	0.1597
-0.2932	0.1599
-0.2917	0.1606
-0.2891	0.1612
-0.2867	0.1614
-0.2852	0.1621
-0.2826	0.1625
-0.2802	0.1627
-0.2785	0.1636
-0.2761	0.1637
-0.2746	0.1644
-0.2720	0.1647
-0.2697	0.1647
-0.2680	0.1656
-0.2656	0.1656
-0.2641	0.1662
-0.2615	0.1665
-0.2600	0.1670
-0.2585	0.1675
-0.2560	0.1677
-0.2544	0.1683
-0.2529	0.1687
-0.2504	0.1689
-0.2489	0.1693
-0.2473	0.1698
-0.2448	0.1699
-0.2433	0.1703
-0.2416	0.1710
-0.2401	0.1714
-0.2386	0.1718
-0.2361	0.1718
-0.2346	0.1722
-0.2330	0.1726
-0.2314	0.1732
-0.2291	0.1729
-0.2276	0.1732
-0.2259	0.1738
-0.2244	0.1741
-0.2229	0.1744
-0.2212	0.1749
-0.2197	0.1752
-0.2182	0.1755
-0.2165	0.1759
-0.2150	0.1762
-0.2135	0.1764
-0.2119	0.1769
-0.2104	0.1771
-0.2089	0.1773
-0.2072	0.1777
-0.2057	0.1779
-0.2050	0.1788
-0.2035	0.1789
-0.2018	0.1793
-0.2004	0.1795
-0.1989	0.1796
-0.1972	0.1800
-0.1958	0.1801
-0.1950	0.1809
-0.1935	0.1810
-0.1919	0.1813
-0.1904	0.1814
-0.1890	0.1815
-0.1882	0.1823
-0.1875	0.1830
-0.1867	0.1838
-0.1866	0.1853
-0.1866	0.1868
-0.1867	0.1880
-0.1867	0.1895
-0.1866	0.1910
-0.1873	0.1930
-0.1872	0.1945
-0.1874	0.1958
-0.1879	0.1980
-0.1880	0.1993
-0.1879	0.2008
-0.1886	0.2029
-0.1885	0.2043
-0.1892	0.2064
-0.1890	0.2079
-0.1897	0.2100
-0.1895	0.2115
-0.1902	0.2136
-0.1907	0.2158
-0.1904	0.2174
-0.1911	0.2195
-0.1918	0.2215
-0.1915	0.2231
-0.1919	0.2254
-0.1925	0.2275
-0.1922	0.2290
-0.1928	0.2311
-0.1931	0.2335
-0.1936	0.2357
-0.1934	0.2372
-0.1938	0.2394
-0.1941	0.2417
-0.1946	0.2439
-0.1949	0.2462
-0.1954	0.2484
-0.1956	0.2507
-0.1961	0.2529
-0.1962	0.2553
-0.1967	0.2575
-0.1968	0.2599
-0.1973	0.2621
-0.1974	0.2645
-0.1984	0.2675
