x	y
-0.3850	0.0928
-0.3817	0.0937
-0.3783	0.0949
-0.3750	0.0958
-0.3716	0.0969
-0.3692	0.0980
-0.3659	0.0987
-0.3625	0.0998
-0.3602	0.1007
-0.3568	0.1017
-0.3544	0.1027
-0.3510	0.1036
-0.3487	0.1044
-0.3453	0.1054
-0.3429	0.1062
-0.3406	0.1070
-0.3372	0.1078
-0.3348	0.1086
-0.3324	0.1097
-0.3300	0.1104
-0.3266	0.1111
-0.3243	0.1118
-0.3218	0.1128
-0.3194	0.1135
-0.3171	0.1141
-0.3146	0.1151
-0.3123	0.1157
-0.3098	0.1166
-0.3074	0.1171
-0.3060	0.1180
-0.3035	0.1189
-0.3012	0.1194
-0.2988	0.1201
-0.2973	0.1210
-0.2949	0.1217
-0.2925	0.1222
-0.2900	0.1229
-0.2886	0.1237
-0.2863	0.1241
-0.2847	0.1252
-0.2824	0.1255
-0.2799	0.1262
-0.2784	0.1269
-0.2761	0.1272
-0.2746	0.1282
-0.2722	0.1285
-0.2708	0.1291
-0.2692	0.1301
-0.2669	0.1303
-0.2653	0.1313
-0.2630	0.1315
-0.2615	0.1321
-0.2600	0.1330
-0.2576	0.1331
-0.2561	0.1340
-0.2546	0.1346
-0.2523	0.1347
-0.2507	0.1355
-0.2493	0.1361
-0.2468	0.1364
-0.2454	0.1369
-0.2440	0.1374
-0.2424	0.1382
-0.2409	0.1387
-0.2385	0.1388
-0.2371	0.1394
-0.2356	0.1398
-0.2341	0.1405
-0.2326	0.1410
-0.2312	0.1414
-0.2296	0.1420
-0.2282	0.1425
-0.2267	0.1429
-0.2252	0.1434
-0.2238	0.1438
-0.2224	0.1441
-0.2208	0.1447
-0.2194	0.1450
-0.2180	0.1454
-0.2164	0.1459
-0.2150	0.1462
-0.2136	0.1465
-0.2120	0.1470
-0.2106	0.1472
-0.2091	0.1477
-0.2077	0.1479
-0.2063	0.1482
-0.2047	0.1486
-0.2041	0.1495
-0.2027	0.1497
-0.2013	0.1499
-0.1998	0.1503
-0.1984	0.1505
-0.1968	0.1509
-0.1962	0.1517
-0.1948	0.1519
-0.1934	0.1520
-0.1928	0.1528
-0.1913	0.1531
-0.1899	0.1532
-0.1884	0.1535
-0.1877	0.1543
-0.1863	0.1544
-0.1848	0.1547
-0.1834	0.1548
-0.1828	0.1555
-0.1814	0.1556
-0.1808	0.1564
-0.1792	0.1566
-0.1778	0.1567
-0.1773	0.1573
-0.1757	0.1576
-0.1751	0.1582
-0.1737	0.1583
-0.1722	0.1585
-0.1715	0.1592
-0.1702	0.1591
-0.1688	0.1591
-0.1682	0.1598
-0.1667	0.1600
