x	y
-0.2128	0.0227
-0.1383	0.1838
-0.2127	0.2991
0.4972	0.0285
0.0653	-0.4947
-0.3305	-0.3738
-0.2104	-0.0153
-0.2089	-0.0064
-0.4914	-0.0233
-0.4989	-0.0102
