x	y
-0.1510	0.0024
-0.1510	0.0030
-0.1510	0.0036
-0.1509	0.0042
-0.1509	0.0048
-0.1519	0.0053
-0.1519	0.0060
-0.1519	0.0065
-0.1528	0.0070
-0.1528	0.0077
-0.1538	0.0082
-0.1527	0.0089
-0.1527	0.0095
-0.1527	0.0101
-0.1526	0.0107
-0.1526	0.0114
-0.1525	0.0120
-0.1525	0.0126
-0.1524	0.0132
-0.1524	0.0138
-0.1523	0.0144
-0.1533	0.0150
-0.1532	0.0156
-0.1531	0.0162
-0.1541	0.0168
-0.1540	0.0174
-0.1539	0.0180
-0.1539	0.0186
-0.1538	0.0193
-0.1547	0.0199
-0.1547	0.0205
-0.1546	0.0211
-0.1545	0.0217
-0.1554	0.0223
-0.1553	0.0229
-0.1552	0.0236
-0.1551	0.0242
-0.1560	0.0248
-0.1559	0.0254
-0.1558	0.0261
-0.1557	0.0267
-0.1556	0.0273
-0.1565	0.0280
-0.1564	0.0286
-0.1563	0.0292
-0.1562	0.0299
-0.1560	0.0305
-0.1559	0.0311
-0.1568	0.0318
-0.1567	0.0324
-0.1576	0.0331
-0.1574	0.0337
-0.1573	0.0344
-0.1571	0.0350
-0.1580	0.0357
-0.1579	0.0363
-0.1587	0.0371
-0.1586	0.0377
-0.1594	0.0384
-0.1593	0.0390
-0.1601	0.0399
-0.1599	0.0406
-0.1588	0.0410
-0.1586	0.0416
-0.1594	0.0425
-0.1593	0.0431
-0.1601	0.0439
-0.1599	0.0445
-0.1597	0.0451
-0.1606	0.0459
-0.1604	0.0465
-0.1612	0.0473
-0.1610	0.0480
-0.1608	0.0486
-0.1616	0.0494
-0.1614	0.0501
-0.1612	0.0507
-0.1620	0.0515
-0.1618	0.0521
-0.1626	0.0529
-0.1624	0.0536
-0.1622	0.0542
-0.1629	0.0551
-0.1627	0.0557
-0.1635	0.0567
-0.1632	0.0573
-0.1630	0.0580
-0.1637	0.0588
-0.1635	0.0595
-0.1643	0.0603
-0.1640	0.0610
-0.1638	0.0616
-0.1645	0.0625
-0.1643	0.0632
-0.1650	0.0640
-0.1648	0.0647
-0.1645	0.0654
-0.1652	0.0664
-0.1649	0.0670
-0.1656	0.0679
-0.1653	0.0686
-0.1661	0.0695
-0.1658	0.0701
-0.1665	0.0710
-0.1662	0.0717
-0.1668	0.0728
-0.1665	0.0734
-0.1672	0.0743
-0.1669	0.0750
-0.1676	0.0759
-0.1673	0.0766
-0.1680	0.0775
-0.1677	0.0782
-0.1683	0.0793
-0.1679	0.0800
-0.1686	0.0809
-0.1683	0.0816
-0.1689	0.0825
-0.1686	0.0832
-0.1691	0.0844
-0.1688	0.0850
-0.1694	0.0860
-0.1691	0.0867
-0.1697	0.0876
-0.1694	0.0883
-0.1699	0.0895
-0.1705	0.0905
-0.1701	0.0911
-0.1707	0.0921
-0.1704	0.0928
-0.1709	0.0940
-0.1715	0.0950
-0.1711	0.0957
-0.1716	0.0967
-0.1712	0.0974
-0.1718	0.0985
-0.1713	0.0992
-0.1719	0.1002
-0.1725	0.1013
-0.1729	0.1025
-0.1725	0.1032
-0.1730	0.1042
-0.1735	0.1054
-0.1731	0.1061
-0.1736	0.1071
-0.1732	0.1079
-0.1737	0.1089
-0.1741	0.1102
-0.1736	0.1109
-0.1741	0.1119
-0.1745	0.1132
-0.1741	0.1138
-0.1746	0.1149
-0.1749	0.1162
-0.1754	0.1173
-0.1749	0.1180
-0.1754	0.1191
-0.1757	0.1203
-0.1762	0.1214
-0.1765	0.1227
-0.1761	0.1234
-0.1765	0.1245
-0.1768	0.1258
-0.1772	0.1269
-0.1775	0.1282
-0.1780	0.1294
-0.1774	0.1301
-0.1777	0.1313
-0.1772	0.1321
-0.1776	0.1332
-0.1788	0.1349
-0.1790	0.1363
-0.1794	0.1374
-0.1789	0.1382
-0.1791	0.1395
-0.1794	0.1407
-0.1796	0.1420
-0.1800	0.1432
-0.1802	0.1445
-0.1805	0.1457
-0.1808	0.1470
-0.1809	0.1484
-0.1813	0.1496
-0.1814	0.1510
-0.1817	0.1521
-0.1819	0.1535
-0.1822	0.1547
-0.1823	0.1561
-0.1825	0.1574
-0.1827	0.1587
-0.1828	0.1601
-0.1831	0.1613
-0.1841	0.1632
-0.1842	0.1646
-0.1842	0.1660
-0.1845	0.1673
-0.1845	0.1687
-0.1847	0.1700
-0.1855	0.1721
-0.1857	0.1733
-0.1857	0.1748
-0.1857	0.1762
-0.1858	0.1775
-0.1868	0.1795
-0.1867	0.1809
-0.1867	0.1824
-0.1875	0.1844
-0.1875	0.1859
-0.1884	0.1878
-0.1883	0.1893
-0.1891	0.1913
-0.1890	0.1928
-0.1891	0.1941
-0.1897	0.1963
-0.1904	0.1984
-0.1903	0.1999
-0.1911	0.2019
-0.1910	0.2034
-0.1916	0.2055
-0.1915	0.2070
-0.1922	0.2091
-0.1929	0.2112
-0.1934	0.2134
-0.1932	0.2150
-0.1938	0.2170
-0.1945	0.2192
-0.1949	0.2215
-0.1955	0.2235
-0.1959	0.2259
-0.1965	0.2280
-0.1969	0.2303
-0.1975	0.2325
-0.1978	0.2348
-0.1983	0.2370
-0.1986	0.2393
-0.1992	0.2415
-0.1994	0.2438
-0.1999	0.2460
-0.2002	0.2484
-0.2007	0.2506
-0.2009	0.2529
-0.2019	0.2559
-0.2024	0.2581
-0.2026	0.2605
-0.2035	0.2636
-0.2037	0.2660
-0.2047	0.2690
-0.2048	0.2714
-0.2057	0.2745
-0.2058	0.2769
-0.2067	0.2800
-0.2073	0.2832
-0.2082	0.2863
-0.2082	0.2888
-0.2090	0.2919
-0.2098	0.2950
-0.2103	0.2983
-0.2112	0.3014
-0.2116	0.3047
-0.2124	0.3079
-0.2128	0.3112
-0.2135	0.3143
-0.2144	0.3186
-0.2151	0.3217
-0.2164	0.3257
-0.2167	0.3291
-0.2172	0.3323
-0.2181	0.3365
-0.2187	0.3397
-0.2193	0.3440
-0.2204	0.3481
-0.2211	0.3524
-0.2217	0.3556
-0.2222	0.3599
-0.2232	0.3640
-0.2238	0.3683
-0.2252	0.3733
-0.2261	0.3774
-0.2266	0.3818
-0.2279	0.3869
-0.2283	0.3912
-0.2297	0.3963
-0.2300	0.4007
-0.2312	0.4058
-0.2320	0.4111
-0.2332	0.4161
-0.2339	0.4214
-0.2349	0.4266
-0.2366	0.4325
-0.2372	0.4379
0.1569	0.4314
0.1574	0.4280
0.1585	0.4244
0.1587	0.4200
0.1597	0.4164
0.1603	0.4130
0.1612	0.4105
0.1621	0.4069
0.1625	0.4035
0.1629	0.4001
0.1637	0.3965
0.1642	0.3931
0.1649	0.3895
0.1656	0.3870
0.1659	0.3837
0.1670	0.3810
