x	y
-0.1271	0.1274
-0.1258	0.1274
-0.1253	0.1279
-0.1239	0.1278
-0.1234	0.1283
-0.1222	0.1281
-0.1217	0.1286
-0.1204	0.1284
-0.1198	0.1289
-0.1185	0.1288
-0.1180	0.1293
-0.1166	0.1291
-0.1161	0.1296
-0.1148	0.1294
-0.1143	0.1299
-0.1131	0.1296
-0.1126	0.1300
-0.1113	0.1298
-0.1107	0.1303
-0.1094	0.1301
-0.1089	0.1305
-0.1084	0.1310
-0.1071	0.1308
-0.1066	0.1312
-0.1053	0.1309
-0.1047	0.1314
-0.1035	0.1311
-0.1029	0.1315
-0.1024	0.1319
-0.1011	0.1316
-0.1006	0.1321
-0.1001	0.1325
-0.0988	0.1322
-0.0983	0.1325
-0.0971	0.1321
-0.0966	0.1325
-0.0960	0.1329
-0.0955	0.1333
-0.0943	0.1330
-0.0937	0.1334
-0.0925	0.1330
-0.0919	0.1334
-0.0914	0.1338
-0.0902	0.1334
-0.0896	0.1337
-0.0891	0.1341
-0.0878	0.1337
-0.0873	0.1341
-0.0868	0.1344
-0.0862	0.1348
-0.0850	0.1344
-0.0845	0.1347
-0.0839	0.1350
-0.0827	0.1346
-0.0822	0.1349
-0.0816	0.1353
-0.0811	0.1356
-0.0805	0.1359
-0.0794	0.1355
-0.0788	0.1358
-0.0782	0.1361
-0.0777	0.1364
-0.0765	0.1359
-0.0760	0.1363
-0.0754	0.1366
-0.0749	0.1369
-0.0743	0.1372
-0.0731	0.1367
-0.0726	0.1369
-0.0720	0.1372
-0.0715	0.1375
-0.0703	0.1370
-0.0698	0.1373
-0.0692	0.1376
-0.0686	0.1379
-0.0681	0.1381
-0.0670	0.1376
-0.0664	0.1378
-0.0658	0.1381
-0.0653	0.1384
-0.0647	0.1386
-0.0636	0.1381
-0.0630	0.1383
-0.0624	0.1386
-0.0618	0.1389
-0.0613	0.1391
-0.0607	0.1394
-0.0601	0.1396
-0.0590	0.1390
-0.0584	0.1392
-0.0578	0.1395
-0.0573	0.1397
-0.0567	0.1400
-0.0561	0.1402
-0.0555	0.1404
-0.0549	0.1407
-0.0543	0.1409
0.0034	0.1510
0.0040	0.1509
0.0046	0.1509
0.0052	0.1509
0.0058	0.1509
0.0064	0.1509
0.0069	0.1508
0.0076	0.1508
0.0081	0.1518
0.0087	0.1518
0.0092	0.1517
0.0098	0.1517
0.0104	0.1516
0.0111	0.1516
0.0116	0.1516
0.0122	0.1515
0.0127	0.1525
0.0134	0.1524
0.0139	0.1524
0.0146	0.1523
0.0152	0.1522
0.0157	0.1522
0.0163	0.1531
0.0169	0.1531
0.0175	0.1530
0.0181	0.1529
0.0187	0.1529
0.0193	0.1528
0.0199	0.1537
0.0205	0.1536
0.0211	0.1536
0.0217	0.1535
0.0223	0.1534
0.0229	0.1543
0.0235	0.1542
0.0241	0.1541
0.0247	0.1540
0.0253	0.1539
0.0260	0.1548
0.0266	0.1547
0.0272	0.1546
0.0278	0.1545
0.0284	0.1554
0.0290	0.1553
0.0296	0.1552
0.0303	0.1551
0.0309	0.1550
0.0315	0.1558
0.0321	0.1557
0.0328	0.1556
0.0333	0.1555
0.0340	0.1563
0.0346	0.1562
0.0353	0.1561
0.0359	0.1559
0.0366	0.1568
0.0372	0.1567
0.0378	0.1565
0.0384	0.1564
0.0391	0.1572
0.0397	0.1571
0.0403	0.1569
0.0409	0.1567
0.0417	0.1576
0.0423	0.1574
0.0429	0.1572
0.0435	0.1571
0.0443	0.1579
0.0449	0.1577
0.0455	0.1576
0.0464	0.1583
0.0470	0.1582
0.0476	0.1580
0.0484	0.1588
0.0490	0.1586
0.0496	0.1584
0.0504	0.1592
0.0510	0.1590
0.0517	0.1588
0.0523	0.1586
0.0531	0.1594
0.0537	0.1592
0.0544	0.1590
0.0552	0.1597
0.0558	0.1595
0.0566	0.1603
0.0573	0.1601
0.0579	0.1598
0.0587	0.1606
0.0593	0.1604
0.0600	0.1601
0.0608	0.1609
0.0615	0.1606
0.0621	0.1604
0.0631	0.1611
0.0638	0.1608
0.0646	0.1615
0.0653	0.1613
0.0659	0.1610
0.0668	0.1618
0.0674	0.1615
0.0681	0.1612
0.0689	0.1619
0.0696	0.1617
0.0705	0.1624
0.0712	0.1621
0.0722	0.1627
0.0728	0.1624
0.0735	0.1621
0.0744	0.1628
0.0750	0.1625
0.0759	0.1632
0.0766	0.1629
0.0775	0.1636
0.0782	0.1632
0.0788	0.1629
0.0799	0.1635
0.0806	0.1632
0.0815	0.1638
0.0821	0.1635
0.0831	0.1642
0.0840	0.1648
0.0847	0.1645
0.0854	0.1641
0.0865	0.1647
0.0871	0.1643
0.0881	0.1649
0.0891	0.1656
0.0897	0.1652
0.0908	0.1657
0.0915	0.1654
0.0925	0.1660
0.0932	0.1656
0.0942	0.1662
0.0948	0.1658
0.0960	0.1663
0.0970	0.1669
0.0977	0.1665
0.0987	0.1670
0.0993	0.1666
0.1005	0.1671
0.1015	0.1676
0.1022	0.1672
0.1032	0.1678
0.1039	0.1674
0.1051	0.1678
0.1061	0.1683
0.1072	0.1689
0.1079	0.1684
0.1090	0.1689
0.1097	0.1684
0.1108	0.1689
0.1120	0.1693
0.1131	0.1698
0.1165	0.1711
0.4728	-0.1532
0.4684	-0.1538
0.4638	-0.1550
0.4594	-0.1556
0.4548	-0.1567
0.4503	-0.1572
0.4459	-0.1578
0.4414	-0.1586
0.4370	-0.1590
0.4333	-0.1602
0.4299	-0.1610
0.4253	-0.1618
0.4209	-0.1621
0.4174	-0.1627
0.4138	-0.1637
0.4104	-0.1642
0.4058	-0.1648
0.4033	-0.1657
0.3998	-0.1662
0.3953	-0.1668
0.3918	-0.1672
0.3893	-0.1680
0.3857	-0.1687
0.3823	-0.1691
0.3787	-0.1698
0.3761	-0.1705
0.3727	-0.1708
0.3691	-0.1715
0.3666	-0.1721
0.3639	-0.1732
0.3614	-0.1738
