x	y
-0.4540	0.0017
-0.4649	0.0873
-0.4658	0.1645
0.2119	0.1722
0.1540	-0.4746
-0.1490	-0.4762
-0.4682	-0.0961
-0.4340	-0.0005
-0.4947	-0.0177
-0.4989	-0.0102
