x	y
-0.2020	0.0001
-0.2020	0.0009
-0.2020	0.0017
-0.2020	0.0025
-0.2030	0.0033
-0.2030	0.0040
-0.2029	0.0049
-0.2029	0.0056
-0.2029	0.0064
-0.2029	0.0072
-0.2028	0.0080
-0.2038	0.0086
-0.2038	0.0094
-0.2037	0.0102
-0.2037	0.0110
-0.2037	0.0118
-0.2036	0.0126
-0.2036	0.0134
-0.2035	0.0142
-0.2045	0.0148
-0.2044	0.0156
-0.2043	0.0164
-0.2043	0.0172
-0.2042	0.0180
-0.2041	0.0188
-0.2041	0.0196
-0.2040	0.0204
-0.2039	0.0212
-0.2038	0.0220
-0.2037	0.0228
-0.2036	0.0236
-0.2035	0.0244
-0.2044	0.0253
-0.2043	0.0260
-0.2042	0.0269
-0.2041	0.0277
-0.2050	0.0284
-0.2049	0.0292
-0.2048	0.0300
-0.2047	0.0307
-0.2046	0.0316
-0.2054	0.0325
-0.2053	0.0333
-0.2052	0.0341
-0.2050	0.0349
-0.2059	0.0357
-0.2058	0.0365
-0.2056	0.0373
-0.2055	0.0381
-0.2054	0.0389
-0.2052	0.0397
-0.2060	0.0407
-0.2059	0.0415
-0.2057	0.0423
-0.2055	0.0431
-0.2054	0.0439
-0.2052	0.0447
-0.2060	0.0455
-0.2058	0.0464
-0.2057	0.0472
-0.2055	0.0480
-0.2063	0.0489
-0.2061	0.0497
-0.2059	0.0505
-0.2057	0.0513
-0.2055	0.0522
-0.2053	0.0529
-0.2060	0.0540
-0.2058	0.0548
-0.2056	0.0557
-0.2064	0.0566
-0.2062	0.0574
-0.2059	0.0582
-0.2067	0.0593
-0.2064	0.0602
-0.2072	0.0610
-0.2070	0.0618
-0.2067	0.0627
-0.2065	0.0635
-0.2072	0.0646
-0.2069	0.0655
-0.2066	0.0662
-0.2074	0.0672
-0.2081	0.0683
-0.2078	0.0691
-0.2075	0.0700
-0.2072	0.0708
-0.2070	0.0716
-0.2077	0.0726
-0.2074	0.0734
-0.2080	0.0746
-0.2087	0.0756
-0.2085	0.0764
-0.2081	0.0772
-0.2078	0.0780
-0.2075	0.0789
-0.2072	0.0797
-0.2078	0.0809
-0.2075	0.0817
-0.2072	0.0825
-0.2068	0.0834
-0.2065	0.0842
-0.2072	0.0852
-0.2068	0.0860
-0.2074	0.0872
-0.2070	0.0881
-0.2077	0.0891
-0.2074	0.0899
-0.2079	0.0911
-0.2085	0.0922
-0.2091	0.0934
-0.2087	0.0942
-0.2083	0.0951
-0.2090	0.0961
-0.2086	0.0969
-0.2091	0.0982
-0.2087	0.0990
-0.2083	0.0998
-0.2089	0.1009
-0.2094	0.1022
-0.2090	0.1030
-0.2095	0.1043
-0.2101	0.1054
-0.2096	0.1062
-0.2092	0.1070
-0.2097	0.1083
-0.2093	0.1091
-0.2098	0.1102
-0.2102	0.1115
-0.2098	0.1124
-0.2112	0.1140
-0.2108	0.1148
-0.2112	0.1161
-0.2107	0.1169
-0.2102	0.1178
-0.2098	0.1187
-0.2103	0.1198
-0.2107	0.1211
-0.2112	0.1222
-0.2107	0.1231
-0.2110	0.1245
-0.2106	0.1252
-0.2110	0.1264
-0.2114	0.1278
-0.2109	0.1286
-0.2112	0.1300
-0.2107	0.1308
-0.2111	0.1320
-0.2115	0.1333
-0.2119	0.1345
-0.2122	0.1360
-0.2116	0.1368
-0.2119	0.1383
-0.2123	0.1395
-0.2117	0.1404
-0.2120	0.1418
-0.2122	0.1432
-0.2116	0.1441
-0.2120	0.1453
-0.2122	0.1468
-0.2125	0.1480
-0.2127	0.1495
-0.2121	0.1503
-0.2123	0.1518
-0.2126	0.1531
-0.2128	0.1545
-0.2122	0.1554
-0.2123	0.1569
-0.2134	0.1587
-0.2128	0.1596
-0.2129	0.1611
-0.2122	0.1620
-0.2133	0.1639
-0.2134	0.1654
-0.2127	0.1663
-0.2130	0.1675
-0.2131	0.1691
-0.2131	0.1706
-0.2134	0.1718
-0.2134	0.1734
-0.2135	0.1749
-0.2138	0.1762
-0.2137	0.1778
-0.2138	0.1793
-0.2140	0.1806
-0.2132	0.1815
-0.2132	0.1830
-0.2142	0.1850
-0.2134	0.1859
-0.2134	0.1874
-0.2143	0.1894
-0.2142	0.1910
-0.2142	0.1925
-0.2141	0.1941
-0.2142	0.1955
-0.2142	0.1970
-0.2141	0.1986
-0.2142	0.1999
-0.2141	0.2015
-0.2140	0.2030
-0.2148	0.2051
-0.2147	0.2067
-0.2145	0.2083
-0.2146	0.2097
-0.2151	0.2120
-0.2150	0.2135
-0.2150	0.2150
-0.2148	0.2165
-0.2146	0.2181
-0.2144	0.2197
-0.2151	0.2219
-0.2149	0.2234
-0.2146	0.2251
-0.2146	0.2265
-0.2150	0.2288
-0.2148	0.2304
-0.2154	0.2326
-0.2151	0.2342
-0.2148	0.2358
-0.2154	0.2380
-0.2151	0.2396
-0.2148	0.2413
-0.2153	0.2435
-0.2150	0.2451
-0.2155	0.2473
-0.2151	0.2489
-0.2154	0.2513
-0.2150	0.2530
-0.2155	0.2552
-0.2157	0.2576
-0.2155	0.2591
-0.2157	0.2615
-0.2159	0.2639
-0.2163	0.2662
-0.2165	0.2686
-0.2160	0.2703
-0.2164	0.2726
-0.2165	0.2750
-0.2157	0.2782
-0.1378	0.1952
-0.1370	0.1958
-0.1355	0.1957
-0.1341	0.1954
-0.1333	0.1960
-0.1318	0.1958
-0.1310	0.1963
-0.1297	0.1960
-0.1289	0.1965
-0.1274	0.1963
-0.1260	0.1960
-0.1253	0.1964
-0.1240	0.1961
-0.1232	0.1966
-0.1217	0.1964
-0.1209	0.1968
-0.1196	0.1965
-0.1181	0.1962
-0.1174	0.1966
-0.1166	0.1971
-0.1153	0.1967
-0.1138	0.1964
-0.1125	0.1960
-0.1117	0.1964
-0.1110	0.1969
-0.1095	0.1965
-0.1087	0.1970
-0.1080	0.1974
-0.1067	0.1970
-0.1059	0.1974
-0.1051	0.1978
-0.1037	0.1974
-0.1024	0.1970
-0.1010	0.1966
-0.1002	0.1970
-0.0994	0.1974
-0.0987	0.1977
-0.0974	0.1973
-0.0967	0.1976
-0.0959	0.1980
-0.0951	0.1984
-0.0943	0.1988
-0.0929	0.1983
-0.0921	0.1987
-0.0903	0.1973
-0.0895	0.1977
-0.0883	0.1971
-0.0875	0.1975
-0.0867	0.1978
-0.0860	0.1982
-0.0852	0.1985
-0.0838	0.1980
-0.0830	0.1983
-0.0822	0.1986
-0.0814	0.1990
-0.0803	0.1984
-0.0795	0.1987
-0.0787	0.1990
-0.0774	0.1985
-0.0762	0.1978
-0.0754	0.1981
-0.0741	0.1976
-0.0733	0.1979
-0.0725	0.1982
-0.0717	0.1984
-0.0709	0.1987
-0.0702	0.1990
-0.0693	0.1993
-0.0686	0.1995
-0.0678	0.1998
-0.0665	0.1992
-0.0657	0.1995
-0.0649	0.1997
-0.0638	0.1990
-0.0630	0.1993
-0.0622	0.1995
-0.0614	0.1998
-0.0606	0.2000
-0.0593	0.1994
-0.0586	0.1996
-0.0578	0.1998
-0.0570	0.2000
-0.0559	0.1993
-0.0552	0.1995
-0.0543	0.1997
-0.0535	0.2000
-0.0528	0.2002
-0.0520	0.2004
-0.0507	0.1997
-0.0500	0.1999
-0.0491	0.2001
-0.0484	0.2002
-0.0476	0.2004
-0.0468	0.2006
-0.0460	0.2008
-0.0452	0.2010
-0.0442	0.2002
-0.0433	0.2004
-0.0426	0.2005
-0.0418	0.2007
-0.0410	0.2009
-0.0402	0.2010
-0.0393	0.2012
-0.0386	0.2013
-0.0374	0.2005
-0.0366	0.2007
-0.0358	0.2008
-0.0350	0.2010
-0.0342	0.2011
-0.0334	0.2013
-0.0326	0.2014
-0.0318	0.2015
-0.0309	0.2016
-0.0302	0.2018
-0.0293	0.2019
-0.0285	0.2020
-0.0277	0.2021
-0.0269	0.2022
-0.0261	0.2023
-0.0253	0.2024
-0.0242	0.2016
-0.0234	0.2016
-0.0225	0.2017
-0.0218	0.2018
-0.0210	0.2019
-0.0201	0.2020
-0.0194	0.2021
-0.0185	0.2022
-0.0177	0.2022
-0.0169	0.2023
-0.0161	0.2024
-0.0153	0.2024
-0.0145	0.2025
-0.0137	0.2025
-0.0129	0.2026
-0.0121	0.2026
-0.0112	0.2027
-0.0105	0.2027
-0.0099	0.2038
-0.0088	0.2028
-0.0080	0.2028
-0.0075	0.2039
-0.0064	0.2029
-0.0056	0.2029
-0.0048	0.2029
-0.0039	0.2030
-0.0033	0.2040
-0.0026	0.2040
-0.0017	0.2040
-0.0010	0.2040
0.0001	0.2030
0.0007	0.2040
0.0015	0.2040
0.0023	0.2040
0.0032	0.2040
0.0039	0.2040
0.0048	0.2039
0.0056	0.2039
0.0064	0.2039
0.0072	0.2039
0.0081	0.2038
0.0088	0.2038
0.0097	0.2038
0.0105	0.2037
0.0112	0.2047
0.0119	0.2047
0.0129	0.2036
0.0136	0.2045
0.0144	0.2045
0.0152	0.2044
0.0160	0.2044
0.0169	0.2043
0.0177	0.2042
0.0185	0.2042
0.0194	0.2051
0.0202	0.2050
0.0210	0.2049
0.0219	0.2048
0.0227	0.2047
0.0235	0.2047
0.0243	0.2046
0.0252	0.2045
0.0259	0.2054
0.0267	0.2053
0.0275	0.2052
0.0283	0.2051
0.0291	0.2049
0.0301	0.2058
0.0309	0.2057
0.0317	0.2056
0.0326	0.2054
0.0334	0.2053
0.0342	0.2062
0.0350	0.2060
0.0358	0.2059
0.0366	0.2058
0.0375	0.2056
0.0384	0.2055
0.0392	0.2053
0.0402	0.2061
0.0411	0.2059
0.0419	0.2068
0.0427	0.2066
0.0436	0.2064
0.0445	0.2073
0.0456	0.2091
0.0475	0.2107
0.4195	0.2702
0.4197	0.2680
0.4199	0.2658
0.4201	0.2637
0.4195	0.2609
0.4197	0.2586
0.4198	0.2565
0.4209	0.2548
0.4204	0.2517
0.4205	0.2496
0.4215	0.2478
