x	y
-0.4130	0.0006
-0.4130	0.0021
-0.4130	0.0038
-0.4140	0.0054
-0.4139	0.0071
-0.4129	0.0087
-0.4119	0.0102
-0.4118	0.0119
-0.4138	0.0135
-0.4157	0.0152
-0.4177	0.0165
-0.4186	0.0182
-0.4185	0.0198
-0.4194	0.0215
-0.4194	0.0232
-0.4193	0.0248
-0.4202	0.0265
-0.4211	0.0283
-0.4219	0.0299
-0.4228	0.0313
-0.4227	0.0329
-0.4236	0.0346
-0.4234	0.0363
-0.4243	0.0380
-0.4251	0.0399
-0.4250	0.0415
-0.4258	0.0432
-0.4266	0.0450
-0.4264	0.0468
-0.4272	0.0487
-0.4270	0.0504
-0.4289	0.0521
-0.4286	0.0538
-0.4294	0.0557
-0.4292	0.0575
-0.4299	0.0593
-0.4307	0.0612
-0.4314	0.0631
-0.4311	0.0649
-0.4319	0.0668
-0.4326	0.0688
-0.4333	0.0708
-0.4340	0.0722
-0.4347	0.0742
-0.4344	0.0760
-0.4351	0.0780
-0.4347	0.0798
-0.4354	0.0818
-0.4360	0.0837
-0.4367	0.0857
-0.4373	0.0877
-0.4379	0.0897
-0.4386	0.0913
-0.4392	0.0933
-0.4398	0.0954
-0.4394	0.0971
-0.4400	0.0992
-0.4405	0.1012
-0.4411	0.1033
-0.4416	0.1054
-0.4421	0.1074
-0.4428	0.1090
-0.4433	0.1110
-0.4438	0.1131
-0.4443	0.1153
-0.4448	0.1173
-0.4453	0.1194
-0.4457	0.1215
-0.4462	0.1236
-0.4468	0.1253
-0.4472	0.1274
-0.4476	0.1295
-0.4481	0.1316
-0.4485	0.1337
-0.4498	0.1362
-0.4502	0.1383
-0.4506	0.1404
-0.4511	0.1422
-0.4515	0.1444
-0.4518	0.1465
-0.4522	0.1487
-0.4525	0.1508
-0.4528	0.1531
-0.4541	0.1556
-0.4553	0.1582
-0.4558	0.1598
-0.4561	0.1620
-0.4564	0.1642
-0.4566	0.1666
-0.4568	0.1688
-0.4580	0.1713
-0.4582	0.1736
-0.4596	0.1757
-0.4597	0.1780
-0.4599	0.1803
-0.4601	0.1825
-0.4612	0.1852
-0.4614	0.1874
-0.0726	0.1938
-0.0719	0.1941
