x	y
-0.4220	0.0001
-0.4230	0.0018
-0.4240	0.0031
-0.4240	0.0048
-0.4239	0.0066
-0.4249	0.0083
-0.4249	0.0099
-0.4258	0.0117
-0.4268	0.0135
-0.4267	0.0152
-0.4267	0.0170
-0.4276	0.0187
-0.4275	0.0204
-0.4284	0.0222
-0.4293	0.0240
-0.4302	0.0258
-0.4301	0.0276
-0.4310	0.0289
-0.4319	0.0308
-0.4328	0.0326
-0.4326	0.0344
-0.4335	0.0361
-0.4333	0.0379
-0.4342	0.0397
-0.4350	0.0416
-0.4348	0.0434
-0.4357	0.0453
-0.4365	0.0472
-0.4373	0.0486
-0.4371	0.0504
-0.4379	0.0523
-0.4387	0.0541
-0.4385	0.0559
-0.4402	0.0579
-0.4410	0.0599
-0.4407	0.0617
-0.4414	0.0636
-0.4412	0.0653
-0.4419	0.0672
-0.4427	0.0688
-0.4434	0.0707
-0.4441	0.0727
-0.4448	0.0747
-0.4445	0.0765
-0.4461	0.0786
-0.4468	0.0807
-0.4465	0.0823
-0.4471	0.0844
-0.4478	0.0860
-0.4485	0.0879
-0.4491	0.0900
-0.4497	0.0920
-0.4503	0.0940
-0.4509	0.0961
-0.4515	0.0981
-0.4521	0.1001
-0.4527	0.1017
-0.4542	0.1041
-0.4548	0.1060
-0.4544	0.1079
-0.4539	0.1097
-0.4554	0.1121
-0.4559	0.1142
-0.4574	0.1165
-0.4569	0.1183
-0.4575	0.1200
-0.4590	0.1224
-0.4594	0.1244
-0.4599	0.1266
-0.4603	0.1287
-0.4608	0.1309
-0.4612	0.1330
-0.4616	0.1352
-0.4631	0.1371
-0.4645	0.1396
-0.4648	0.1418
-0.4653	0.1439
-0.4656	0.1461
-0.4669	0.1486
-0.4663	0.1505
-0.4678	0.1525
-0.4690	0.1550
-0.4693	0.1573
-0.4696	0.1596
-0.4718	0.1624
-0.0851	0.1854
-0.0843	0.1857
-0.0842	0.1869
-0.0834	0.1873
-0.0820	0.1868
-0.0812	0.1871
-0.0804	0.1875
-0.0797	0.1878
-0.0788	0.1881
-0.0775	0.1876
-0.0767	0.1879
-0.0760	0.1883
-0.0752	0.1886
-0.0744	0.1889
-0.0736	0.1892
-0.0729	0.1895
-0.0721	0.1898
-0.0714	0.1900
-0.0706	0.1903
-0.0698	0.1906
-0.0690	0.1909
-0.0682	0.1912
-0.0675	0.1915
-0.0667	0.1917
-0.0659	0.1920
-0.0651	0.1923
-0.0643	0.1925
-0.0635	0.1928
-0.0627	0.1931
-0.0620	0.1933
-0.0612	0.1936
-0.0604	0.1938
-0.0596	0.1940
-0.0588	0.1943
-0.0580	0.1945
-0.0572	0.1948
-0.0564	0.1950
-0.0556	0.1952
-0.0548	0.1955
-0.0540	0.1957
