x	y
-0.3770	0.0006
-0.3780	0.0020
-0.3780	0.0036
-0.3790	0.0047
-0.3789	0.0063
-0.3799	0.0078
-0.3809	0.0094
-0.3818	0.0108
-0.3818	0.0124
-0.3817	0.0138
-0.3827	0.0154
-0.3826	0.0170
-0.3836	0.0185
-0.3835	0.0201
-0.3844	0.0213
-0.3843	0.0228
-0.3842	0.0243
-0.3851	0.0260
-0.3850	0.0274
-0.3859	0.0291
-0.3868	0.0306
-0.3867	0.0322
-0.3875	0.0338
-0.3884	0.0355
-0.3893	0.0367
-0.3891	0.0383
-0.3890	0.0399
-0.3898	0.0416
-0.3906	0.0433
-0.3904	0.0449
-0.3912	0.0467
-0.3910	0.0483
-0.3918	0.0500
-0.3926	0.0518
-0.3934	0.0532
-0.3942	0.0549
-0.3940	0.0565
-0.3947	0.0583
-0.3945	0.0600
-0.3952	0.0618
-0.3959	0.0636
-0.3957	0.0652
-0.3964	0.0670
-0.3971	0.0688
-0.3978	0.0703
-0.3985	0.0720
-0.3982	0.0737
-0.3989	0.0756
-0.3986	0.0772
-0.4002	0.0793
-0.4009	0.0811
-0.4005	0.0827
-0.4013	0.0842
-0.4009	0.0859
-0.4025	0.0880
-0.4031	0.0899
-0.4027	0.0916
-0.4033	0.0935
-0.4039	0.0953
-0.4045	0.0972
-0.4051	0.0988
-0.4047	0.1004
-0.4063	0.1025
-0.4068	0.1045
-0.4073	0.1065
-0.4069	0.1082
-0.4074	0.1101
-0.4079	0.1120
-0.4095	0.1139
-0.4090	0.1156
-0.4095	0.1175
-0.4099	0.1195
-0.4104	0.1215
-0.4108	0.1235
-0.4113	0.1255
-0.4128	0.1273
-0.4123	0.1291
-0.4127	0.1311
-0.4131	0.1331
-0.4145	0.1354
-0.4148	0.1374
-0.4152	0.1395
-0.4156	0.1415
-0.4161	0.1431
-0.4154	0.1449
-0.4167	0.1473
-0.4171	0.1493
-0.4183	0.1517
-0.4186	0.1538
-0.4200	0.1558
-0.4203	0.1579
-0.4197	0.1596
-0.4199	0.1618
-0.4211	0.1642
-0.4214	0.1664
-0.4216	0.1685
-0.4218	0.1705
-0.4231	0.1727
-0.4233	0.1748
-0.4245	0.1773
-0.4247	0.1794
-0.4248	0.1817
-0.4250	0.1838
-0.4262	0.1859
-0.4263	0.1881
-0.4265	0.1903
-0.4275	0.1928
-0.4276	0.1950
-0.4287	0.1976
-0.4289	0.1994
-0.4290	0.2016
-0.4300	0.2042
-0.4309	0.2069
-0.4318	0.2096
-0.4319	0.2118
-0.4319	0.2140
-0.4330	0.2163
-0.4330	0.2185
-0.4339	0.2212
-0.4356	0.2243
-0.4356	0.2266
-0.4366	0.2289
-0.4366	0.2312
-0.4374	0.2338
-0.4374	0.2359
-0.4382	0.2387
-0.0410	0.1876
-0.0402	0.1877
-0.0395	0.1879
-0.0387	0.1881
-0.0383	0.1892
-0.0375	0.1893
-0.0367	0.1895
-0.0359	0.1896
-0.0351	0.1898
-0.0343	0.1899
-0.0336	0.1901
-0.0328	0.1902
-0.0320	0.1903
-0.0312	0.1905
-0.0304	0.1906
-0.0296	0.1907
-0.0288	0.1908
-0.0280	0.1910
-0.0272	0.1911
-0.0268	0.1921
-0.0260	0.1923
-0.0252	0.1924
-0.0244	0.1925
-0.0236	0.1926
-0.0228	0.1927
-0.0220	0.1928
-0.0212	0.1928
-0.0205	0.1939
-0.0197	0.1940
-0.0189	0.1941
-0.0181	0.1942
-0.0173	0.1942
-0.0165	0.1943
-0.0159	0.1954
-0.0151	0.1954
-0.0143	0.1955
-0.0135	0.1955
-0.0127	0.1956
-0.0119	0.1956
-0.0113	0.1967
-0.0105	0.1967
-0.0097	0.1968
-0.0089	0.1968
-0.0081	0.1968
-0.0073	0.1979
-0.0064	0.1979
-0.0056	0.1979
-0.0048	0.1979
-0.0040	0.1980
-0.0032	0.1980
-0.0026	0.1990
-0.0018	0.1990
-0.0009	0.1990
-0.0001	0.1990
0.0005	0.2000
0.0014	0.2000
0.0022	0.2000
0.0030	0.2000
0.0039	0.2010
0.0047	0.2009
0.0056	0.2009
0.0064	0.2009
0.0070	0.2019
0.0079	0.2018
0.0088	0.2018
0.0096	0.2018
0.0104	0.2027
0.0113	0.2027
0.0122	0.2026
0.0130	0.2026
0.0137	0.2035
0.0146	0.2035
0.0154	0.2034
0.0162	0.2034
0.0170	0.2043
0.0178	0.2042
0.0186	0.2042
0.0196	0.2051
0.0205	0.2050
0.0213	0.2049
0.0220	0.2058
0.0229	0.2057
0.0238	0.2056
0.0247	0.2065
0.0256	0.2064
0.0264	0.2063
0.0272	0.2072
0.0281	0.2071
0.0289	0.2070
0.0299	0.2079
0.0308	0.2077
0.0315	0.2076
0.0324	0.2075
0.0332	0.2084
0.0340	0.2082
0.0348	0.2091
0.0356	0.2090
0.0366	0.2098
0.0374	0.2097
0.0383	0.2095
0.0391	0.2104
0.0400	0.2102
0.0410	0.2111
0.0418	0.2109
0.0427	0.2107
0.0435	0.2116
0.0443	0.2114
0.0454	0.2122
0.0462	0.2120
0.0471	0.2118
0.0479	0.2127
0.0490	0.2134
0.0498	0.2133
0.0507	0.2141
0.0516	0.2139
0.0525	0.2137
0.0535	0.2144
0.0544	0.2142
0.0553	0.2150
0.0562	0.2148
0.0572	0.2155
0.0581	0.2163
0.0590	0.2161
0.0601	0.2168
0.0610	0.2166
0.0619	0.2163
0.0628	0.2171
0.0637	0.2169
0.0648	0.2176
0.0657	0.2173
0.0666	0.2180
0.0678	0.2187
0.0687	0.2185
0.0696	0.2192
0.0705	0.2189
0.0714	0.2186
0.0726	0.2193
0.0735	0.2200
0.0744	0.2198
0.0756	0.2204
0.0765	0.2201
0.0777	0.2207
0.0786	0.2204
0.0796	0.2211
0.0805	0.2208
0.0817	0.2214
0.0826	0.2211
0.0836	0.2218
0.0844	0.2214
0.0857	0.2220
0.0867	0.2227
0.0876	0.2224
0.0889	0.2229
0.0902	0.2235
0.0911	0.2231
0.0921	0.2238
0.0934	0.2244
0.0944	0.2250
0.0953	0.2246
0.0966	0.2251
0.0977	0.2258
0.0986	0.2254
0.0999	0.2259
0.1012	0.2264
0.1023	0.2270
0.1036	0.2275
0.1045	0.2271
0.1056	0.2277
0.1069	0.2282
0.1083	0.2287
0.1094	0.2292
0.1103	0.2288
0.1116	0.2293
0.1130	0.2297
0.1142	0.2303
0.1156	0.2307
0.1167	0.2312
0.1180	0.2317
0.1194	0.2321
0.1211	0.2335
0.1236	0.2344
0.1281	0.2366
0.2113	0.3814
0.1339	0.2414
0.2128	0.3805
0.2142	0.3797
0.2168	0.3806
0.2174	0.3779
0.2162	0.3717
0.2156	0.3674
0.2171	0.3665
0.2181	0.3648
0.2190	0.3631
0.2203	0.3611
0.2212	0.3594
0.2216	0.3568
0.2225	0.3550
0.2233	0.3533
0.2242	0.3516
0.2249	0.3488
0.2252	0.3462
0.2254	0.3437
0.2261	0.3408
0.2268	0.3391
0.2277	0.3374
0.2284	0.3357
0.2292	0.3339
0.2297	0.3311
0.2305	0.3294
0.2312	0.3276
0.2313	0.3251
0.2321	0.3233
0.2325	0.3206
0.2332	0.3188
0.2338	0.3171
0.2345	0.3153
0.2346	0.3128
0.2356	0.3108
0.2361	0.3092
0.2368	0.3074
0.2374	0.3056
0.2380	0.3039
0.2386	0.3022
0.2394	0.3002
0.2400	0.2984
0.2406	0.2967
0.2411	0.2950
0.2417	0.2932
0.2422	0.2915
0.2430	0.2895
0.2429	0.2871
0.2427	0.2845
0.2428	0.2818
0.2440	0.2808
0.2444	0.2792
0.2449	0.2774
0.2453	0.2756
0.2457	0.2740
0.2465	0.2719
0.2475	0.2710
0.2479	0.2692
0.2483	0.2676
0.2487	0.2658
0.2491	0.2641
0.2494	0.2624
0.2500	0.2604
0.2510	0.2594
0.2507	0.2569
0.2510	0.2553
0.2520	0.2543
0.2524	0.2525
0.2529	0.2506
0.2532	0.2488
0.2534	0.2472
0.2544	0.2461
0.2547	0.2445
0.2549	0.2427
0.2559	0.2417
0.2564	0.2398
0.2566	0.2380
0.2568	0.2364
0.2570	0.2346
0.2579	0.2337
0.2581	0.2319
0.2585	0.2300
0.2594	0.2289
0.2596	0.2272
0.2597	0.2256
0.2607	0.2245
0.2601	0.2221
0.2609	0.2211
0.2619	0.2200
0.2622	0.2180
0.2623	0.2163
0.2624	0.2146
0.2633	0.2135
0.2634	0.2118
0.2643	0.2107
0.2651	0.2096
0.2652	0.2079
0.2661	0.2068
0.2663	0.2049
0.2664	0.2032
0.2664	0.2014
0.2672	0.2004
0.2680	0.1993
0.2681	0.1976
0.2683	0.1956
0.2691	0.1945
0.2690	0.1928
0.2698	0.1917
0.2706	0.1906
0.2706	0.1889
0.2705	0.1872
0.2713	0.1861
0.2720	0.1850
0.2728	0.1839
0.2727	0.1822
0.2728	0.1803
0.2736	0.1792
0.2734	0.1775
0.2742	0.1764
0.2749	0.1753
0.2748	0.1736
0.2746	0.1719
0.2753	0.1708
0.2760	0.1697
0.2767	0.1685
