x	y
-0.4220	0.0008
-0.4230	0.0025
-0.4240	0.0039
-0.4250	0.0057
-0.4249	0.0074
-0.4249	0.0091
-0.4259	0.0109
-0.4268	0.0127
-0.4268	0.0144
-0.4267	0.0162
-0.4276	0.0180
-0.4285	0.0197
-0.4295	0.0216
-0.4304	0.0234
-0.4303	0.0251
-0.4302	0.0269
-0.4311	0.0284
-0.4319	0.0302
-0.4328	0.0320
-0.4327	0.0338
-0.4325	0.0356
-0.4334	0.0374
-0.4342	0.0393
-0.4351	0.0412
-0.4359	0.0430
-0.4367	0.0449
-0.4365	0.0467
-0.4373	0.0482
-0.4371	0.0500
-0.4379	0.0519
-0.4387	0.0539
-0.4395	0.0557
-0.4402	0.0577
-0.4400	0.0595
-0.4407	0.0614
-0.4415	0.0634
-0.4412	0.0652
-0.4419	0.0671
-0.4427	0.0686
-0.4434	0.0706
-0.4441	0.0726
-0.4448	0.0745
-0.4455	0.0765
-0.4461	0.0785
-0.4468	0.0805
-0.4474	0.0826
-0.4482	0.0842
-0.4478	0.0860
-0.4484	0.0880
-0.4491	0.0901
-0.4497	0.0921
-0.4503	0.0941
-0.4508	0.0962
-0.4514	0.0982
-0.4520	0.1003
-0.4526	0.1020
-0.4532	0.1041
-0.4537	0.1062
-0.4543	0.1083
-0.4548	0.1104
-0.4553	0.1124
-0.4558	0.1146
-0.4563	0.1167
-0.4568	0.1188
-0.4574	0.1204
-0.4589	0.1228
-0.4593	0.1249
-0.4588	0.1268
-0.4602	0.1292
-0.4606	0.1315
-0.4600	0.1334
-0.4614	0.1358
-0.4618	0.1380
-0.4633	0.1400
-0.4647	0.1425
-0.4650	0.1446
-0.4654	0.1468
-0.4657	0.1491
-0.4661	0.1512
-0.4675	0.1534
-0.4678	0.1556
-0.4681	0.1579
-0.4684	0.1601
-0.4696	0.1627
-0.4699	0.1649
-0.0852	0.1854
-0.0845	0.1857
-0.0843	0.1869
-0.0835	0.1872
-0.0822	0.1867
-0.0814	0.1871
-0.0806	0.1874
-0.0799	0.1877
-0.0791	0.1880
-0.0783	0.1884
-0.0776	0.1887
-0.0762	0.1882
-0.0754	0.1885
-0.0747	0.1888
-0.0739	0.1891
-0.0731	0.1894
-0.0724	0.1897
-0.0716	0.1900
-0.0708	0.1903
-0.0700	0.1905
-0.0692	0.1908
-0.0684	0.1911
-0.0677	0.1914
-0.0669	0.1917
-0.0661	0.1919
-0.0653	0.1922
-0.0645	0.1925
-0.0637	0.1928
-0.0629	0.1930
-0.0621	0.1933
-0.0613	0.1935
-0.0605	0.1938
-0.0597	0.1940
-0.0589	0.1943
-0.0581	0.1945
-0.0573	0.1947
-0.0565	0.1950
-0.0558	0.1952
-0.0549	0.1954
-0.0541	0.1956
-0.0533	0.1959
-0.0525	0.1961
-0.0517	0.1963
-0.0509	0.1965
-0.0501	0.1967
-0.0493	0.1969
-0.0485	0.1971
-0.0481	0.1982
-0.0473	0.1984
-0.0465	0.1986
-0.0456	0.1988
-0.0448	0.1990
-0.0440	0.1992
-0.0432	0.1994
-0.0424	0.1996
-0.0416	0.1997
-0.0407	0.1999
-0.0399	0.2001
-0.0391	0.2002
-0.0383	0.2004
-0.0378	0.2015
-0.0370	0.2016
-0.0362	0.2018
-0.0353	0.2019
-0.0345	0.2021
-0.0337	0.2022
-0.0329	0.2023
-0.0320	0.2025
-0.0313	0.2036
-0.0305	0.2037
-0.0297	0.2039
-0.0288	0.2040
-0.0280	0.2041
-0.0271	0.2042
-0.0263	0.2043
-0.0258	0.2054
-0.0250	0.2055
-0.0241	0.2056
-0.0233	0.2057
-0.0224	0.2058
-0.0215	0.2059
-0.0208	0.2070
-0.0200	0.2070
-0.0191	0.2071
-0.0182	0.2072
-0.0174	0.2073
-0.0166	0.2073
-0.0160	0.2084
-0.0151	0.2085
-0.0143	0.2085
-0.0134	0.2086
-0.0125	0.2086
-0.0118	0.2097
-0.0109	0.2097
-0.0100	0.2098
-0.0092	0.2098
-0.0086	0.2108
-0.0077	0.2109
-0.0068	0.2109
-0.0059	0.2109
-0.0051	0.2109
-0.0042	0.2110
-0.0036	0.2120
-0.0027	0.2120
-0.0019	0.2120
-0.0009	0.2120
-0.0001	0.2120
0.0008	0.2130
0.0017	0.2130
0.0023	0.2140
0.0032	0.2140
0.0041	0.2150
0.0050	0.2149
0.0059	0.2149
0.0067	0.2149
0.0076	0.2149
0.0083	0.2158
0.0092	0.2158
0.0100	0.2158
0.0109	0.2157
0.0118	0.2157
0.0126	0.2166
0.0135	0.2166
0.0142	0.2175
0.0151	0.2175
0.0161	0.2184
0.0169	0.2183
0.0177	0.2193
0.0186	0.2192
0.0195	0.2191
0.0203	0.2191
0.0213	0.2200
0.0222	0.2199
0.0230	0.2198
0.0239	0.2197
0.0247	0.2206
0.0256	0.2205
0.0265	0.2204
0.0275	0.2213
0.0283	0.2222
0.0292	0.2221
0.0302	0.2230
0.0311	0.2228
0.0320	0.2227
0.0329	0.2226
0.0337	0.2235
0.0346	0.2233
0.0355	0.2232
0.0364	0.2231
0.0375	0.2239
0.0383	0.2248
0.0392	0.2246
0.0403	0.2254
0.0412	0.2253
0.0420	0.2261
0.0429	0.2260
0.0438	0.2258
0.0447	0.2256
0.0458	0.2264
0.0467	0.2262
0.0476	0.2260
0.0485	0.2269
0.0495	0.2267
0.0506	0.2274
0.0515	0.2272
0.0526	0.2280
0.0536	0.2278
0.0545	0.2286
0.0554	0.2284
0.0563	0.2282
0.0575	0.2289
0.0583	0.2287
0.0593	0.2295
0.0602	0.2292
0.0614	0.2299
0.0623	0.2297
0.0633	0.2305
0.0642	0.2302
0.0654	0.2309
0.0666	0.2316
0.0675	0.2314
0.0685	0.2321
0.0694	0.2318
0.0707	0.2325
0.0716	0.2332
0.0729	0.2339
0.0739	0.2346
0.0751	0.2353
0.0765	0.2370
0.0774	0.2367
0.0787	0.2373
0.0793	0.2360
0.0802	0.2357
0.1515	0.4407
0.0816	0.2374
0.0829	0.2380
0.1521	0.4352
0.0842	0.2386
0.1528	0.4318
0.0852	0.2393
0.1540	0.4282
0.0869	0.2408
0.1546	0.4248
0.0883	0.2424
0.1556	0.4222
0.0910	0.2446
0.1570	0.4207
0.1584	0.4180
0.1590	0.4146
0.1599	0.4120
0.1608	0.4096
0.1611	0.4041
0.1615	0.4007
0.1632	0.3989
0.1644	0.3973
0.1648	0.3939
0.1652	0.3905
0.1667	0.3888
0.1675	0.3862
0.1679	0.3828
0.1690	0.3801
0.1697	0.3776
0.1704	0.3751
0.1711	0.3726
0.1721	0.3699
0.1728	0.3674
0.1733	0.3649
0.1748	0.3631
0.1754	0.3606
0.1759	0.3582
0.1769	0.3565
0.1777	0.3539
0.1783	0.3514
0.1783	0.3480
0.1787	0.3444
0.1796	0.3428
0.1806	0.3412
0.1813	0.3385
0.1822	0.3369
0.1831	0.3353
0.1834	0.3328
0.1841	0.3301
0.1845	0.3276
0.1853	0.3260
0.1861	0.3244
0.1862	0.3209
0.1870	0.3193
0.1878	0.3176
0.1883	0.3150
0.1891	0.3134
0.1893	0.3109
0.1901	0.3093
0.1907	0.3077
0.1918	0.3058
0.1924	0.3043
0.1926	0.3018
0.1933	0.3002
0.1942	0.2984
0.1949	0.2967
0.1950	0.2943
0.1953	0.2916
0.1960	0.2900
0.1966	0.2884
0.1971	0.2868
0.1977	0.2852
0.1986	0.2833
0.1991	0.2817
0.1997	0.2801
0.2002	0.2785
0.2008	0.2768
0.2016	0.2751
0.2021	0.2734
0.2025	0.2719
0.2024	0.2694
0.2035	0.2686
0.2042	0.2668
0.2047	0.2652
0.2052	0.2635
0.2057	0.2619
0.2063	0.2601
0.2068	0.2585
0.2071	0.2569
0.2075	0.2553
0.2079	0.2537
0.2085	0.2519
0.2096	0.2510
0.2099	0.2494
0.2103	0.2478
0.2113	0.2470
0.2116	0.2453
0.2122	0.2435
0.2118	0.2412
0.2128	0.2403
0.2131	0.2387
0.2136	0.2369
0.2139	0.2353
0.2149	0.2344
0.2158	0.2336
0.2161	0.2320
0.2163	0.2304
0.2168	0.2286
0.2170	0.2270
0.2172	0.2253
0.2182	0.2244
0.2191	0.2236
0.2188	0.2210
0.2190	0.2194
0.2199	0.2185
0.2208	0.2176
0.2217	0.2167
0.2219	0.2150
0.2221	0.2134
0.2224	0.2116
0.2233	0.2107
0.2235	0.2091
0.2236	0.2075
0.2244	0.2066
0.2245	0.2050
0.2253	0.2040
0.2257	0.2022
0.2265	0.2013
0.2273	0.2003
0.2274	0.1988
0.2274	0.1972
0.2275	0.1956
0.2277	0.1938
0.2285	0.1928
0.2285	0.1912
0.2301	0.1909
0.2301	0.1894
0.2301	0.1878
0.2303	0.1860
0.2310	0.1850
0.2318	0.1841
0.2325	0.1831
0.2325	0.1816
0.2324	0.1800
0.2332	0.1791
0.2340	0.1780
0.2332	0.1757
0.2340	0.1747
0.2347	0.1738
0.2346	0.1721
0.2353	0.1712
0.2360	0.1702
0.2367	0.1692
0.2366	0.1677
0.2373	0.1667
0.2380	0.1658
0.2380	0.1640
0.2378	0.1624
0.2385	0.1614
0.2392	0.1605
0.2390	0.1589
0.2388	0.1574
0.2394	0.1564
0.2401	0.1555
0.2400	0.1537
0.2407	0.1527
0.2413	0.1517
0.2419	0.1507
0.2425	0.1497
0.2432	0.1487
0.2438	0.1477
0.2435	0.1461
0.2441	0.1452
0.2447	0.1442
0.2453	0.1431
0.2459	0.1422
0.2464	0.1411
0.2454	0.1389
0.2451	0.1374
0.2457	0.1364
0.2462	0.1354
0.2468	0.1344
0.2473	0.1333
0.2479	0.1323
0.2476	0.1308
0.2481	0.1298
0.2486	0.1288
0.2492	0.1277
0.2489	0.1261
0.2494	0.1250
0.2507	0.1247
0.2512	0.1237
0.2517	0.1226
0.2522	0.1216
0.2527	0.1206
0.2524	0.1188
0.2529	0.1178
0.2542	0.1174
0.2547	0.1163
0.2544	0.1146
0.2539	0.1131
0.2544	0.1121
0.2548	0.1111
0.2553	0.1100
0.2557	0.1090
0.2562	0.1079
0.2566	0.1069
0.2571	0.1058
0.2566	0.1043
0.2579	0.1037
0.2584	0.1026
0.2579	0.1012
0.2592	0.1005
0.2587	0.0991
0.2583	0.0974
0.2595	0.0969
0.2599	0.0958
0.2595	0.0941
0.2598	0.0931
0.2602	0.0920
0.2606	0.0909
0.2610	0.0899
0.2613	0.0887
0.2617	0.0877
0.2621	0.0866
0.2624	0.0855
0.2628	0.0844
0.2631	0.0834
0.2635	0.0822
0.2638	0.0811
0.2641	0.0801
0.2645	0.0790
0.2648	0.0779
0.2651	0.0768
0.2654	0.0757
0.2657	0.0746
0.2660	0.0735
0.2672	0.0730
0.2675	0.0718
0.2669	0.0702
0.2672	0.0690
0.2675	0.0680
0.2678	0.0669
0.2689	0.0663
0.2702	0.0653
0.2705	0.0642
0.2707	0.0631
0.2710	0.0620
0.2712	0.0609
0.2715	0.0598
0.2717	0.0586
0.2720	0.0575
0.2722	0.0564
0.2724	0.0553
0.2727	0.0542
0.2729	0.0531
0.2731	0.0519
0.2733	0.0508
0.2735	0.0496
0.2747	0.0487
0.2749	0.0476
0.2751	0.0464
0.2753	0.0452
0.2755	0.0441
0.2757	0.0430
0.2758	0.0419
0.2770	0.0411
0.2771	0.0400
0.2763	0.0384
0.2775	0.0377
0.2776	0.0366
0.2788	0.0355
0.2789	0.0343
0.2790	0.0332
0.2792	0.0320
0.2793	0.0309
0.2794	0.0298
0.2805	0.0286
0.2807	0.0275
0.2808	0.0263
0.2809	0.0252
0.2810	0.0241
0.2820	0.0232
0.2821	0.0221
0.2832	0.0210
0.2833	0.0198
0.2834	0.0187
0.2835	0.0174
0.2835	0.0163
0.2846	0.0152
0.2847	0.0140
0.2847	0.0128
0.2848	0.0117
0.2858	0.0108
0.2858	0.0096
0.2859	0.0084
0.2859	0.0072
0.2869	0.0061
0.2870	0.0049
0.2880	0.0037
0.2890	0.0025
0.2890	0.0014
0.2890	0.0002
0.2890	-0.0009
0.2900	-0.0017
0.2900	-0.0028
0.2900	-0.0040
0.2910	-0.0051
0.2909	-0.0062
0.2909	-0.0074
0.2919	-0.0086
0.2918	-0.0097
0.2918	-0.0108
0.2928	-0.0117
0.2937	-0.0129
0.2937	-0.0141
0.2946	-0.0153
0.2945	-0.0164
0.2935	-0.0175
0.2944	-0.0187
0.2943	-0.0198
0.2952	-0.0211
0.2952	-0.0223
0.2961	-0.0232
0.2970	-0.0244
0.2969	-0.0256
0.2978	-0.0269
0.2977	-0.0280
0.2986	-0.0290
0.2985	-0.0301
0.2994	-0.0314
0.2992	-0.0326
0.3001	-0.0338
0.3000	-0.0350
0.3008	-0.0363
0.3007	-0.0375
0.3016	-0.0385
0.3014	-0.0397
0.3022	-0.0410
0.3031	-0.0422
0.3029	-0.0435
0.3037	-0.0448
0.3035	-0.0459
0.3034	-0.0472
0.3042	-0.0482
0.3050	-0.0496
0.3048	-0.0507
0.3056	-0.0521
0.3064	-0.0535
0.3062	-0.0547
0.3070	-0.0558
0.3077	-0.0571
0.3085	-0.0585
0.3083	-0.0597
0.3090	-0.0611
0.3098	-0.0622
0.3096	-0.0634
