x	y	r	phi
0.3599	-0.0584	0.3646	-0.1609
0.3580	-0.0602	0.3631	-0.1666
0.3572	-0.0622	0.3626	-0.1723
0.3563	-0.0638	0.3620	-0.1772
0.3545	-0.0655	0.3605	-0.1828
0.3536	-0.0672	0.3599	-0.1877
0.3527	-0.0691	0.3594	-0.1934
0.3519	-0.0707	0.3589	-0.1983
0.3499	-0.0723	0.3573	-0.2037
0.3490	-0.0739	0.3568	-0.2085
0.3481	-0.0757	0.3563	-0.2142
0.3482	-0.0773	0.3567	-0.2184
0.3463	-0.0789	0.3552	-0.2240
0.3454	-0.0805	0.3546	-0.2289
0.3454	-0.0819	0.3550	-0.2327
0.3435	-0.0838	0.3535	-0.2393
0.3425	-0.0853	0.3530	-0.2440
0.3425	-0.0868	0.3534	-0.2480
0.3406	-0.0883	0.3518	-0.2537
0.3396	-0.0898	0.3513	-0.2585
0.3386	-0.0916	0.3508	-0.2641
0.3376	-0.0931	0.3502	-0.2690
0.3366	-0.0945	0.3496	-0.2736
0.3356	-0.0959	0.3490	-0.2784
0.3356	-0.0974	0.3495	-0.2825
0.3346	-0.0989	0.3489	-0.2873
0.3346	-0.1003	0.3493	-0.2912
0.3325	-0.1021	0.3478	-0.2978
0.3305	-0.1034	0.3463	-0.3033
0.3294	-0.1051	0.3458	-0.3089
0.3294	-0.1066	0.3462	-0.3130
0.3283	-0.1079	0.3456	-0.3175
0.3273	-0.1093	0.3450	-0.3223
0.3262	-0.1107	0.3444	-0.3271
0.3261	-0.1121	0.3448	-0.3311
0.3240	-0.1137	0.3434	-0.3375
0.3229	-0.1150	0.3428	-0.3422
0.3208	-0.1162	0.3413	-0.3476
0.3187	-0.1179	0.3398	-0.3542
0.3196	-0.1193	0.3411	-0.3571
0.3195	-0.1207	0.3415	-0.3611
0.3184	-0.1220	0.3410	-0.3659
0.3173	-0.1233	0.3404	-0.3706
0.3171	-0.1246	0.3407	-0.3743
0.3160	-0.1259	0.3402	-0.3791
0.3148	-0.1274	0.3397	-0.3845
0.3147	-0.1288	0.3400	-0.3885
0.3136	-0.1301	0.3395	-0.3932
0.3124	-0.1313	0.3389	-0.3980
0.3112	-0.1325	0.3383	-0.4025
0.3111	-0.1339	0.3387	-0.4064
0.3099	-0.1354	0.3382	-0.4118
0.3097	-0.1367	0.3385	-0.4158
0.3085	-0.1379	0.3379	-0.4205
0.3083	-0.1393	0.3383	-0.4244
0.3071	-0.1404	0.3377	-0.4288
0.3059	-0.1416	0.3371	-0.4336
0.3047	-0.1432	0.3366	-0.4392
0.3035	-0.1442	0.3360	-0.4436
0.3033	-0.1456	0.3364	-0.4475
0.3021	-0.1468	0.3358	-0.4523
