x	y	r	phi
0.2030	0.4982	0.5380	1.1838
0.2050	0.4974	0.5380	1.1798
0.2071	0.4966	0.5380	1.1757
0.2093	0.4956	0.5380	1.1713
0.2105	0.4929	0.5360	1.1673
0.2125	0.4921	0.5360	1.1631
0.2146	0.4912	0.5360	1.1588
0.2166	0.4903	0.5360	1.1547
0.2188	0.4893	0.5360	1.1503
0.2205	0.4863	0.5340	1.1451
0.2225	0.4855	0.5340	1.1411
0.2245	0.4845	0.5340	1.1370
0.2266	0.4835	0.5340	1.1326
0.2285	0.4826	0.5340	1.1285
0.2297	0.4799	0.5320	1.1244
0.2317	0.4789	0.5320	1.1201
0.2337	0.4779	0.5320	1.1160
0.2358	0.4769	0.5320	1.1116
0.2377	0.4759	0.5320	1.1075
0.2388	0.4732	0.5300	1.1034
