x	y	r	phi
-0.3593	0.0806	0.3683	2.9211
-0.3583	0.0818	0.3675	2.9173
-0.3573	0.0830	0.3668	2.9134
-0.3563	0.0842	0.3661	2.9096
-0.3560	0.0861	0.3662	2.9044
-0.3549	0.0872	0.3655	2.9006
-0.3531	0.0878	0.3639	2.8979
-0.3529	0.0896	0.3641	2.8931
-0.3511	0.0901	0.3625	2.8904
-0.3500	0.0913	0.3617	2.8866
-0.3497	0.0931	0.3619	2.8814
-0.3494	0.0950	0.3620	2.8762
-0.3483	0.0961	0.3613	2.8723
-0.3465	0.0966	0.3597	2.8697
-0.3454	0.0978	0.3589	2.8657
-0.3450	0.0996	0.3591	2.8604
-0.3446	0.1015	0.3592	2.8552
-0.3435	0.1026	0.3585	2.8512
-0.3424	0.1038	0.3578	2.8473
-0.3405	0.1042	0.3561	2.8446
-0.3395	0.1053	0.3555	2.8409
-0.3391	0.1071	0.3556	2.8356
-0.3389	0.1088	0.3559	2.8310
-0.3377	0.1099	0.3551	2.8271
-0.3366	0.1110	0.3544	2.8230
-0.3355	0.1120	0.3537	2.8193
-0.3343	0.1132	0.3530	2.8152
-0.3332	0.1143	0.3522	2.8112
-0.3327	0.1161	0.3524	2.8058
-0.3315	0.1172	0.3516	2.8018
-0.3310	0.1190	0.3518	2.7964
-0.3298	0.1201	0.3510	2.7924
-0.3286	0.1212	0.3503	2.7882
-0.3274	0.1223	0.3495	2.7842
-0.3262	0.1234	0.3488	2.7800
-0.3250	0.1245	0.3480	2.7759
-0.3245	0.1263	0.3482	2.7705
-0.3232	0.1273	0.3474	2.7663
-0.3227	0.1291	0.3476	2.7609
-0.3215	0.1301	0.3469	2.7570
-0.3203	0.1312	0.3461	2.7529
-0.3190	0.1322	0.3454	2.7487
-0.3178	0.1333	0.3446	2.7445
-0.3174	0.1349	0.3449	2.7398
-0.3168	0.1367	0.3450	2.7342
-0.3156	0.1376	0.3443	2.7303
-0.3150	0.1395	0.3445	2.7248
-0.3137	0.1405	0.3437	2.7206
-0.3130	0.1423	0.3438	2.7150
-0.3118	0.1433	0.3431	2.7108
-0.3104	0.1443	0.3423	2.7065
-0.3098	0.1461	0.3425	2.7009
