x	y	r	phi
-0.3598	0.0755	0.3676	2.9347
-0.3588	0.0768	0.3669	2.9307
-0.3586	0.0787	0.3671	2.9256
-0.3586	0.0803	0.3675	2.9214
-0.3566	0.0812	0.3658	2.9176
-0.3549	0.0819	0.3642	2.9149
-0.3539	0.0831	0.3635	2.9110
-0.3528	0.0844	0.3628	2.9068
-0.3518	0.0856	0.3621	2.9029
-0.3516	0.0874	0.3624	2.8979
-0.3506	0.0887	0.3617	2.8939
-0.3496	0.0900	0.3610	2.8897
-0.3486	0.0912	0.3603	2.8858
-0.3485	0.0928	0.3607	2.8815
-0.3475	0.0940	0.3600	2.8775
-0.3465	0.0952	0.3593	2.8735
-0.3454	0.0964	0.3586	2.8693
-0.3443	0.0976	0.3579	2.8653
-0.3433	0.0988	0.3572	2.8613
-0.3422	0.1001	0.3565	2.8571
-0.3411	0.1013	0.3559	2.8531
-0.3408	0.1031	0.3561	2.8479
-0.3397	0.1043	0.3554	2.8436
-0.3386	0.1055	0.3547	2.8395
-0.3376	0.1067	0.3540	2.8356
-0.3364	0.1079	0.3533	2.8312
-0.3361	0.1097	0.3535	2.8260
-0.3350	0.1109	0.3529	2.8219
-0.3339	0.1120	0.3522	2.8179
-0.3327	0.1132	0.3515	2.8136
-0.3316	0.1144	0.3508	2.8094
-0.3312	0.1162	0.3510	2.8041
-0.3300	0.1174	0.3503	2.7998
-0.3289	0.1185	0.3496	2.7957
-0.3285	0.1204	0.3499	2.7904
-0.3273	0.1216	0.3491	2.7859
-0.3261	0.1227	0.3485	2.7818
-0.3250	0.1238	0.3478	2.7777
-0.3245	0.1257	0.3480	2.7720
-0.3233	0.1268	0.3473	2.7678
-0.3231	0.1284	0.3477	2.7633
-0.3219	0.1296	0.3470	2.7589
-0.3207	0.1307	0.3463	2.7547
-0.3194	0.1318	0.3456	2.7502
-0.3188	0.1337	0.3457	2.7445
-0.3176	0.1349	0.3450	2.7400
-0.3170	0.1368	0.3452	2.7343
-0.3157	0.1379	0.3445	2.7298
-0.3144	0.1390	0.3438	2.7252
-0.3131	0.1402	0.3431	2.7208
-0.3125	0.1420	0.3433	2.7149
-0.3112	0.1432	0.3425	2.7104
-0.3106	0.1450	0.3428	2.7049
-0.3093	0.1461	0.3421	2.7003
