x	y	r	phi
0.2400	-0.1469	0.2814	-0.5494
0.2394	-0.1481	0.2815	-0.5540
0.2396	-0.1497	0.2825	-0.5583
0.2390	-0.1508	0.2826	-0.5630
0.2374	-0.1515	0.2816	-0.5679
0.2368	-0.1526	0.2817	-0.5723
0.2362	-0.1537	0.2818	-0.5770
0.2364	-0.1553	0.2828	-0.5813
0.2348	-0.1559	0.2819	-0.5861
0.2342	-0.1570	0.2819	-0.5905
0.2335	-0.1581	0.2820	-0.5952
0.2329	-0.1592	0.2821	-0.5996
0.2322	-0.1603	0.2821	-0.6044
0.2315	-0.1614	0.2822	-0.6087
0.2308	-0.1625	0.2823	-0.6134
0.2301	-0.1635	0.2823	-0.6178
0.2294	-0.1647	0.2824	-0.6225
0.2287	-0.1657	0.2825	-0.6269
0.2280	-0.1668	0.2825	-0.6316
0.2273	-0.1678	0.2826	-0.6360
0.2266	-0.1689	0.2827	-0.6406
0.2259	-0.1700	0.2827	-0.6451
0.2252	-0.1711	0.2828	-0.6498
0.2245	-0.1721	0.2828	-0.6541
0.2237	-0.1732	0.2829	-0.6589
0.2230	-0.1742	0.2830	-0.6632
0.2212	-0.1750	0.2821	-0.6692
0.2205	-0.1760	0.2821	-0.6736
0.2197	-0.1771	0.2822	-0.6783
0.2190	-0.1781	0.2823	-0.6827
0.2192	-0.1795	0.2833	-0.6860
0.2184	-0.1806	0.2834	-0.6907
0.2177	-0.1815	0.2835	-0.6950
0.2169	-0.1826	0.2835	-0.6997
0.2162	-0.1836	0.2836	-0.7042
0.2154	-0.1847	0.2837	-0.7088
0.2146	-0.1856	0.2838	-0.7132
0.2138	-0.1867	0.2838	-0.7178
0.2130	-0.1877	0.2839	-0.7222
0.2122	-0.1887	0.2840	-0.7268
0.2114	-0.1897	0.2841	-0.7312
0.2106	-0.1907	0.2841	-0.7359
0.2106	-0.1923	0.2852	-0.7400
0.2090	-0.1927	0.2843	-0.7449
0.2082	-0.1937	0.2843	-0.7492
0.2081	-0.1953	0.2854	-0.7537
0.2073	-0.1963	0.2855	-0.7581
0.2065	-0.1973	0.2856	-0.7627
0.2064	-0.1989	0.2866	-0.7669
0.2055	-0.1999	0.2867	-0.7715
0.2040	-0.2002	0.2858	-0.7761
0.2038	-0.2019	0.2869	-0.7806
0.2030	-0.2028	0.2870	-0.7849
0.2029	-0.2045	0.2880	-0.7894
0.2020	-0.2055	0.2881	-0.7940
0.2011	-0.2064	0.2882	-0.7984
0.2002	-0.2074	0.2883	-0.8029
0.2003	-0.2088	0.2893	-0.8063
0.1994	-0.2097	0.2894	-0.8106
0.1985	-0.2107	0.2895	-0.8153
0.1977	-0.2116	0.2896	-0.8195
0.1974	-0.2133	0.2907	-0.8240
0.1966	-0.2142	0.2907	-0.8284
0.1956	-0.2152	0.2908	-0.8330
0.1947	-0.2161	0.2909	-0.8373
0.1938	-0.2170	0.2910	-0.8419
0.1928	-0.2180	0.2911	-0.8466
0.1926	-0.2197	0.2922	-0.8509
0.1917	-0.2206	0.2922	-0.8553
0.1908	-0.2215	0.2923	-0.8599
0.1898	-0.2225	0.2924	-0.8645
0.1888	-0.2234	0.2925	-0.8691
0.1885	-0.2251	0.2936	-0.8735
0.1875	-0.2260	0.2937	-0.8781
0.1865	-0.2269	0.2938	-0.8827
0.1855	-0.2279	0.2938	-0.8874
0.1846	-0.2288	0.2939	-0.8920
0.1835	-0.2297	0.2940	-0.8966
0.1835	-0.2311	0.2951	-0.8998
0.1825	-0.2320	0.2952	-0.9044
0.1814	-0.2329	0.2953	-0.9090
0.1818	-0.2353	0.2973	-0.9131
0.1808	-0.2362	0.2974	-0.9175
0.1798	-0.2371	0.2975	-0.9220
0.1794	-0.2387	0.2986	-0.9264
0.1783	-0.2396	0.2987	-0.9310
0.1773	-0.2405	0.2988	-0.9356
0.1771	-0.2419	0.2999	-0.9388
0.1761	-0.2428	0.3000	-0.9435
0.1757	-0.2445	0.3010	-0.9478
0.1746	-0.2454	0.3011	-0.9524
0.1735	-0.2462	0.3012	-0.9569
0.1731	-0.2479	0.3023	-0.9614
0.1720	-0.2487	0.3024	-0.9659
0.1709	-0.2496	0.3025	-0.9705
0.1698	-0.2505	0.3026	-0.9750
0.1687	-0.2513	0.3027	-0.9797
0.1683	-0.2529	0.3038	-0.9836
0.1672	-0.2538	0.3039	-0.9883
0.1669	-0.2552	0.3050	-0.9918
0.1664	-0.2569	0.3060	-0.9960
0.1652	-0.2577	0.3061	-1.0007
0.1642	-0.2585	0.3062	-1.0049
0.1636	-0.2601	0.3073	-1.0093
0.1625	-0.2610	0.3074	-1.0139
0.1620	-0.2626	0.3085	-1.0182
0.1608	-0.2634	0.3086	-1.0228
0.1605	-0.2648	0.3097	-1.0259
0.1594	-0.2656	0.3098	-1.0304
0.1582	-0.2665	0.3099	-1.0350
0.1576	-0.2681	0.3110	-1.0393
0.1564	-0.2689	0.3111	-1.0439
0.1558	-0.2705	0.3122	-1.0482
0.1546	-0.2713	0.3123	-1.0528
0.1540	-0.2729	0.3134	-1.0570
0.1537	-0.2743	0.3144	-1.0602
0.1530	-0.2760	0.3155	-1.0646
0.1518	-0.2767	0.3156	-1.0691
0.1506	-0.2775	0.3157	-1.0737
0.1499	-0.2791	0.3168	-1.0779
0.1487	-0.2799	0.3169	-1.0825
0.1481	-0.2815	0.3180	-1.0866
0.1474	-0.2831	0.3191	-1.0908
0.1461	-0.2838	0.3192	-1.0954
0.1456	-0.2853	0.3203	-1.0989
0.1445	-0.2860	0.3204	-1.1030
0.1437	-0.2876	0.3215	-1.1074
0.1425	-0.2883	0.3216	-1.1119
