x	y	r	phi
-0.3583	0.1346	0.3828	2.7823
-0.3574	0.1361	0.3824	2.7778
-0.3575	0.1378	0.3831	2.7738
-0.3565	0.1393	0.3827	2.7691
-0.3555	0.1408	0.3824	2.7646
-0.3545	0.1422	0.3820	2.7601
-0.3544	0.1443	0.3826	2.7549
-0.3534	0.1457	0.3822	2.7504
