x	y	r	phi
0.3582	-0.0448	0.3610	-0.1245
0.3571	-0.0472	0.3603	-0.1315
0.3552	-0.0503	0.3588	-0.1407
0.3531	-0.0530	0.3571	-0.1489
0.3512	-0.0561	0.3557	-0.1583
0.3500	-0.0583	0.3548	-0.1651
0.3480	-0.0613	0.3534	-0.1743
0.3468	-0.0636	0.3526	-0.1814
0.3456	-0.0658	0.3518	-0.1881
0.3436	-0.0688	0.3504	-0.1976
0.3423	-0.0710	0.3496	-0.2044
0.3402	-0.0738	0.3481	-0.2137
0.3389	-0.0760	0.3473	-0.2207
0.3368	-0.0789	0.3459	-0.2301
0.3355	-0.0811	0.3452	-0.2371
0.3342	-0.0832	0.3443	-0.2439
0.3329	-0.0856	0.3437	-0.2516
0.3316	-0.0877	0.3430	-0.2586
0.3303	-0.0901	0.3424	-0.2663
0.3289	-0.0921	0.3416	-0.2731
0.3275	-0.0942	0.3408	-0.2801
0.3262	-0.0966	0.3402	-0.2879
0.3248	-0.0986	0.3395	-0.2948
0.3235	-0.1010	0.3389	-0.3025
0.3220	-0.1029	0.3381	-0.3093
0.3206	-0.1049	0.3373	-0.3163
0.3202	-0.1069	0.3375	-0.3222
0.3187	-0.1089	0.3368	-0.3293
0.3173	-0.1111	0.3362	-0.3369
0.3167	-0.1127	0.3362	-0.3420
0.3152	-0.1147	0.3355	-0.3489
0.3138	-0.1169	0.3349	-0.3565
0.3123	-0.1188	0.3341	-0.3636
0.3117	-0.1203	0.3341	-0.3685
0.3102	-0.1225	0.3335	-0.3761
0.3096	-0.1241	0.3336	-0.3813
0.3081	-0.1263	0.3330	-0.3889
0.3065	-0.1280	0.3322	-0.3957
0.3059	-0.1296	0.3322	-0.4008
0.3053	-0.1314	0.3324	-0.4065
0.3037	-0.1333	0.3317	-0.4135
0.3031	-0.1347	0.3317	-0.4183
0.3015	-0.1368	0.3311	-0.4258
0.3008	-0.1383	0.3311	-0.4310
0.3002	-0.1398	0.3312	-0.4360
0.2986	-0.1418	0.3306	-0.4435
0.2979	-0.1433	0.3305	-0.4484
0.2972	-0.1448	0.3306	-0.4534
0.2955	-0.1467	0.3299	-0.4607
