x	y	r	phi
-0.3583	0.0600	0.3633	2.9756
-0.3574	0.0615	0.3626	2.9712
-0.3575	0.0632	0.3630	2.9666
-0.3565	0.0647	0.3623	2.9620
-0.3555	0.0662	0.3616	2.9575
-0.3545	0.0676	0.3609	2.9531
-0.3544	0.0697	0.3611	2.9473
-0.3534	0.0712	0.3605	2.9429
-0.3523	0.0727	0.3597	2.9382
-0.3505	0.0735	0.3581	2.9348
-0.3495	0.0750	0.3574	2.9301
-0.3485	0.0765	0.3568	2.9256
-0.3474	0.0779	0.3561	2.9210
-0.3464	0.0794	0.3554	2.9163
-0.3462	0.0814	0.3556	2.9107
-0.3443	0.0823	0.3540	2.9070
-0.3432	0.0837	0.3533	2.9024
-0.3429	0.0858	0.3535	2.8965
-0.3419	0.0872	0.3528	2.8920
-0.3408	0.0886	0.3521	2.8871
-0.3397	0.0900	0.3514	2.8826
-0.3387	0.0914	0.3508	2.8780
-0.3375	0.0929	0.3501	2.8731
-0.3365	0.0942	0.3494	2.8685
-0.3361	0.0963	0.3496	2.8625
-0.3350	0.0977	0.3489	2.8578
-0.3338	0.0991	0.3482	2.8530
-0.3327	0.1005	0.3476	2.8483
-0.3316	0.1018	0.3469	2.8437
-0.3304	0.1033	0.3462	2.8387
-0.3301	0.1053	0.3465	2.8329
-0.3289	0.1067	0.3458	2.8280
-0.3278	0.1080	0.3451	2.8233
-0.3266	0.1094	0.3444	2.8183
-0.3254	0.1107	0.3437	2.8136
-0.3250	0.1128	0.3440	2.8075
-0.3238	0.1141	0.3433	2.8027
-0.3226	0.1154	0.3427	2.7980
-0.3214	0.1168	0.3420	2.7930
-0.3210	0.1188	0.3423	2.7871
-0.3197	0.1202	0.3416	2.7821
-0.3185	0.1215	0.3409	2.7772
-0.3173	0.1229	0.3402	2.7721
-0.3168	0.1248	0.3405	2.7663
-0.3149	0.1254	0.3389	2.7625
-0.3136	0.1268	0.3383	2.7574
-0.3131	0.1287	0.3385	2.7515
-0.3125	0.1308	0.3388	2.7452
-0.3113	0.1321	0.3382	2.7404
-0.3100	0.1334	0.3375	2.7351
-0.3088	0.1347	0.3368	2.7303
-0.3084	0.1364	0.3373	2.7253
-0.3079	0.1383	0.3376	2.7194
-0.3066	0.1397	0.3369	2.7141
-0.3053	0.1409	0.3363	2.7093
-0.3040	0.1422	0.3356	2.7039
-0.3034	0.1442	0.3359	2.6979
-0.3020	0.1455	0.3352	2.6927
-0.3007	0.1467	0.3346	2.6877
