x	y	r	phi
-0.3599	0.0714	0.3669	2.9459
-0.3589	0.0728	0.3662	2.9414
-0.3580	0.0742	0.3656	2.9373
-0.3569	0.0756	0.3649	2.9328
-0.3549	0.0768	0.3631	2.9286
-0.3540	0.0781	0.3625	2.9245
-0.3540	0.0798	0.3629	2.9200
-0.3530	0.0812	0.3622	2.9156
-0.3520	0.0825	0.3615	2.9113
-0.3499	0.0837	0.3598	2.9068
-0.3499	0.0854	0.3602	2.9023
-0.3497	0.0873	0.3605	2.8971
-0.3479	0.0881	0.3588	2.8936
-0.3468	0.0895	0.3582	2.8891
-0.3465	0.0915	0.3584	2.8835
-0.3446	0.0923	0.3568	2.8800
-0.3435	0.0937	0.3561	2.8755
-0.3424	0.0950	0.3554	2.8708
-0.3421	0.0970	0.3556	2.8652
-0.3402	0.0978	0.3540	2.8617
-0.3399	0.0998	0.3543	2.8561
-0.3388	0.1012	0.3536	2.8514
-0.3377	0.1025	0.3529	2.8468
-0.3365	0.1039	0.3522	2.8422
-0.3354	0.1052	0.3515	2.8376
-0.3350	0.1072	0.3517	2.8318
-0.3339	0.1086	0.3511	2.8272
-0.3327	0.1099	0.3504	2.8225
-0.3315	0.1112	0.3497	2.8179
-0.3304	0.1126	0.3490	2.8132
-0.3300	0.1145	0.3493	2.8077
-0.3288	0.1158	0.3486	2.8030
-0.3276	0.1171	0.3479	2.7983
-0.3264	0.1184	0.3473	2.7935
-0.3252	0.1197	0.3466	2.7889
-0.3248	0.1217	0.3468	2.7830
-0.3236	0.1230	0.3462	2.7783
-0.3223	0.1243	0.3455	2.7735
-0.3211	0.1256	0.3448	2.7688
-0.3206	0.1276	0.3450	2.7628
-0.3194	0.1289	0.3444	2.7581
-0.3181	0.1301	0.3437	2.7532
-0.3179	0.1318	0.3441	2.7485
-0.3166	0.1331	0.3434	2.7437
-0.3153	0.1343	0.3428	2.7389
-0.3148	0.1363	0.3430	2.7329
-0.3135	0.1376	0.3424	2.7281
-0.3122	0.1388	0.3417	2.7232
-0.3116	0.1408	0.3419	2.7173
-0.3103	0.1420	0.3413	2.7123
-0.3090	0.1433	0.3406	2.7075
-0.3077	0.1445	0.3399	2.7025
-0.3071	0.1464	0.3402	2.6966
