x	y	r	phi
0.2395	-0.0718	0.2500	-0.2915
0.2391	-0.0729	0.2500	-0.2959
0.2388	-0.0739	0.2500	-0.3002
0.2385	-0.0750	0.2500	-0.3046
0.2382	-0.0760	0.2500	-0.3089
0.2378	-0.0771	0.2500	-0.3133
0.2375	-0.0781	0.2500	-0.3176
0.2362	-0.0788	0.2490	-0.3220
0.2359	-0.0798	0.2490	-0.3264
0.2355	-0.0809	0.2490	-0.3308
0.2352	-0.0819	0.2490	-0.3351
0.2348	-0.0829	0.2490	-0.3395
0.2344	-0.0839	0.2490	-0.3438
0.2331	-0.0848	0.2480	-0.3490
0.2327	-0.0858	0.2480	-0.3534
0.2323	-0.0869	0.2480	-0.3580
0.2310	-0.0875	0.2470	-0.3621
0.2306	-0.0885	0.2470	-0.3662
0.2303	-0.0894	0.2470	-0.3703
0.2299	-0.0904	0.2470	-0.3747
0.2295	-0.0913	0.2470	-0.3787
0.2282	-0.0919	0.2460	-0.3828
0.2278	-0.0928	0.2460	-0.3869
0.2274	-0.0938	0.2460	-0.3913
0.2270	-0.0947	0.2460	-0.3954
0.2256	-0.0955	0.2450	-0.4006
0.2243	-0.0961	0.2440	-0.4047
0.2239	-0.0970	0.2440	-0.4087
0.2235	-0.0980	0.2440	-0.4131
0.2231	-0.0989	0.2440	-0.4172
0.2227	-0.0998	0.2440	-0.4213
0.2223	-0.1007	0.2440	-0.4254
0.2218	-0.1017	0.2440	-0.4297
0.2214	-0.1026	0.2440	-0.4338
0.2210	-0.1035	0.2440	-0.4380
0.2206	-0.1044	0.2440	-0.4420
0.2201	-0.1053	0.2440	-0.4464
0.2197	-0.1062	0.2440	-0.4505
0.2192	-0.1071	0.2440	-0.4545
0.2188	-0.1080	0.2440	-0.4587
0.2183	-0.1090	0.2440	-0.4630
0.2179	-0.1099	0.2440	-0.4671
0.2174	-0.1108	0.2440	-0.4712
0.2159	-0.1114	0.2430	-0.4764
0.2155	-0.1123	0.2430	-0.4804
0.2150	-0.1133	0.2430	-0.4848
0.2145	-0.1141	0.2430	-0.4890
0.2141	-0.1150	0.2430	-0.4930
0.2136	-0.1159	0.2430	-0.4971
0.2131	-0.1168	0.2430	-0.5014
0.2126	-0.1177	0.2430	-0.5055
0.2121	-0.1186	0.2430	-0.5097
0.2116	-0.1194	0.2430	-0.5137
0.2111	-0.1203	0.2430	-0.5181
0.2106	-0.1212	0.2430	-0.5222
0.2101	-0.1221	0.2430	-0.5263
0.2096	-0.1229	0.2430	-0.5304
0.2091	-0.1238	0.2430	-0.5347
0.2086	-0.1247	0.2430	-0.5388
0.2081	-0.1255	0.2430	-0.5429
0.2075	-0.1264	0.2430	-0.5470
0.2070	-0.1273	0.2430	-0.5514
0.2065	-0.1281	0.2430	-0.5555
0.2059	-0.1290	0.2430	-0.5595
0.2054	-0.1298	0.2430	-0.5636
0.2048	-0.1307	0.2430	-0.5680
0.2043	-0.1316	0.2430	-0.5721
0.2038	-0.1324	0.2430	-0.5762
0.2032	-0.1333	0.2430	-0.5805
0.2026	-0.1341	0.2430	-0.5846
0.2021	-0.1349	0.2430	-0.5888
0.2015	-0.1358	0.2430	-0.5928
0.2009	-0.1366	0.2430	-0.5972
0.2004	-0.1375	0.2430	-0.6013
0.1998	-0.1383	0.2430	-0.6053
0.1992	-0.1391	0.2430	-0.6095
0.1986	-0.1400	0.2430	-0.6138
0.1981	-0.1408	0.2430	-0.6179
0.1975	-0.1416	0.2430	-0.6220
0.1969	-0.1424	0.2430	-0.6261
0.1963	-0.1433	0.2430	-0.6305
0.1957	-0.1441	0.2430	-0.6346
0.1951	-0.1448	0.2430	-0.6386
0.1945	-0.1457	0.2430	-0.6427
0.1939	-0.1465	0.2430	-0.6471
0.1933	-0.1473	0.2430	-0.6512
0.1927	-0.1481	0.2430	-0.6553
0.1921	-0.1489	0.2430	-0.6593
0.1914	-0.1497	0.2430	-0.6637
0.1908	-0.1505	0.2430	-0.6679
0.1911	-0.1517	0.2440	-0.6711
0.1905	-0.1525	0.2440	-0.6751
0.1898	-0.1533	0.2440	-0.6793
0.1892	-0.1541	0.2440	-0.6834
0.1885	-0.1549	0.2440	-0.6877
0.1879	-0.1557	0.2440	-0.6918
0.1873	-0.1564	0.2440	-0.6959
0.1866	-0.1572	0.2440	-0.7000
0.1859	-0.1580	0.2440	-0.7044
0.1853	-0.1588	0.2440	-0.7084
0.1846	-0.1595	0.2440	-0.7125
0.1847	-0.1610	0.2450	-0.7169
0.1840	-0.1617	0.2450	-0.7210
0.1834	-0.1625	0.2450	-0.7251
0.1836	-0.1637	0.2460	-0.7284
0.1829	-0.1645	0.2460	-0.7325
0.1830	-0.1659	0.2470	-0.7365
0.1823	-0.1667	0.2470	-0.7406
0.1808	-0.1668	0.2460	-0.7450
0.1802	-0.1675	0.2460	-0.7491
0.1795	-0.1683	0.2460	-0.7532
0.1795	-0.1697	0.2470	-0.7575
0.1788	-0.1705	0.2470	-0.7616
0.1780	-0.1712	0.2470	-0.7660
0.1773	-0.1720	0.2470	-0.7703
0.1765	-0.1728	0.2470	-0.7748
0.1758	-0.1735	0.2470	-0.7788
0.1757	-0.1750	0.2480	-0.7832
0.1759	-0.1763	0.2490	-0.7865
0.1751	-0.1770	0.2490	-0.7908
0.1743	-0.1778	0.2490	-0.7952
0.1736	-0.1785	0.2490	-0.7993
0.1728	-0.1792	0.2490	-0.8036
0.1720	-0.1800	0.2490	-0.8080
0.1720	-0.1815	0.2500	-0.8123
0.1712	-0.1822	0.2500	-0.8165
0.1704	-0.1829	0.2500	-0.8208
0.1696	-0.1837	0.2500	-0.8252
0.1688	-0.1844	0.2500	-0.8295
0.1689	-0.1857	0.2510	-0.8328
0.1687	-0.1872	0.2520	-0.8372
0.1680	-0.1879	0.2520	-0.8413
0.1671	-0.1886	0.2520	-0.8456
0.1663	-0.1893	0.2520	-0.8500
0.1662	-0.1908	0.2530	-0.8543
0.1654	-0.1915	0.2530	-0.8585
0.1645	-0.1922	0.2530	-0.8628
0.1637	-0.1929	0.2530	-0.8672
0.1629	-0.1936	0.2530	-0.8715
0.1629	-0.1949	0.2540	-0.8748
0.1620	-0.1956	0.2540	-0.8792
0.1604	-0.1957	0.2530	-0.8843
0.1595	-0.1964	0.2530	-0.8888
