x	y	r	phi
0.3590	-0.0699	0.3657	-0.1923
0.3571	-0.0718	0.3642	-0.1983
0.3561	-0.0735	0.3636	-0.2035
0.3542	-0.0757	0.3622	-0.2106
0.3533	-0.0775	0.3617	-0.2160
0.3534	-0.0793	0.3622	-0.2208
0.3514	-0.0810	0.3606	-0.2266
0.3495	-0.0829	0.3592	-0.2328
0.3485	-0.0850	0.3587	-0.2391
0.3486	-0.0867	0.3592	-0.2439
0.3476	-0.0884	0.3586	-0.2490
0.3446	-0.0902	0.3562	-0.2559
0.3446	-0.0919	0.3566	-0.2606
0.3436	-0.0935	0.3561	-0.2658
0.3426	-0.0953	0.3556	-0.2712
0.3406	-0.0973	0.3542	-0.2782
0.3396	-0.0990	0.3537	-0.2837
0.3395	-0.1006	0.3541	-0.2882
0.3375	-0.1023	0.3527	-0.2943
0.3365	-0.1040	0.3522	-0.2998
0.3354	-0.1060	0.3517	-0.3061
0.3343	-0.1075	0.3512	-0.3111
0.3333	-0.1092	0.3507	-0.3166
0.3332	-0.1109	0.3512	-0.3212
0.3311	-0.1124	0.3497	-0.3271
0.3290	-0.1142	0.3483	-0.3342
0.3279	-0.1159	0.3478	-0.3397
0.3268	-0.1175	0.3473	-0.3450
0.3257	-0.1190	0.3468	-0.3502
0.3246	-0.1205	0.3463	-0.3555
0.3235	-0.1221	0.3458	-0.3610
0.3213	-0.1239	0.3444	-0.3681
0.3192	-0.1253	0.3429	-0.3740
0.3171	-0.1267	0.3415	-0.3802
0.3169	-0.1284	0.3419	-0.3848
0.3168	-0.1299	0.3424	-0.3890
0.3156	-0.1317	0.3420	-0.3953
0.3144	-0.1332	0.3415	-0.4007
0.3133	-0.1347	0.3410	-0.4060
0.3131	-0.1362	0.3414	-0.4103
0.3119	-0.1377	0.3409	-0.4156
0.3107	-0.1391	0.3405	-0.4210
0.3095	-0.1409	0.3401	-0.4273
0.3083	-0.1424	0.3396	-0.4327
0.3071	-0.1437	0.3390	-0.4377
0.3069	-0.1453	0.3395	-0.4422
0.3056	-0.1467	0.3390	-0.4475
