x	y	r	phi
-0.2388	0.4085	0.4732	2.0999
-0.2379	0.4102	0.4742	2.0963
-0.2366	0.4121	0.4752	2.0920
-0.2354	0.4139	0.4762	2.0879
-0.2341	0.4158	0.4772	2.0836
-0.2327	0.4177	0.4782	2.0792
-0.2314	0.4196	0.4791	2.0749
-0.2300	0.4214	0.4801	2.0705
-0.2287	0.4233	0.4811	2.0660
-0.2273	0.4252	0.4821	2.0617
-0.2259	0.4271	0.4831	2.0573
-0.2250	0.4287	0.4841	2.0541
-0.2240	0.4314	0.4861	2.0497
-0.2221	0.4324	0.4861	2.0453
-0.2211	0.4351	0.4881	2.0410
-0.2197	0.4370	0.4891	2.0366
-0.2182	0.4388	0.4901	2.0323
-0.2167	0.4406	0.4910	2.0279
-0.2152	0.4425	0.4920	2.0236
-0.2142	0.4441	0.4930	2.0203
-0.2127	0.4459	0.4940	2.0159
-0.2112	0.4477	0.4950	2.0116
-0.2101	0.4504	0.4970	2.0072
-0.2085	0.4522	0.4980	2.0029
-0.2074	0.4550	0.5000	1.9984
-0.2058	0.4568	0.5010	1.9941
-0.2042	0.4586	0.5020	1.9897
-0.2031	0.4601	0.5030	1.9864
-0.2015	0.4619	0.5039	1.9820
-0.2002	0.4646	0.5059	1.9777
-0.1986	0.4664	0.5069	1.9733
-0.1969	0.4682	0.5079	1.9690
-0.1956	0.4709	0.5099	1.9646
-0.1940	0.4726	0.5109	1.9603
-0.1923	0.4744	0.5119	1.9558
-0.1915	0.4769	0.5139	1.9526
-0.1898	0.4786	0.5149	1.9483
-0.1876	0.4795	0.5149	1.9439
-0.1863	0.4821	0.5169	1.9395
-0.1849	0.4848	0.5188	1.9351
-0.1835	0.4875	0.5208	1.9308
-0.1820	0.4901	0.5228	1.9264
-0.1799	0.4909	0.5228	1.9221
-0.1789	0.4934	0.5248	1.9187
-0.1775	0.4960	0.5268	1.9144
-0.1759	0.4987	0.5288	1.9099
-0.1738	0.4994	0.5288	1.9056
