x	y	r	phi
0.3588	-0.0547	0.3629	-0.1513
0.3581	-0.0564	0.3625	-0.1562
0.3564	-0.0583	0.3612	-0.1622
0.3557	-0.0600	0.3608	-0.1670
0.3541	-0.0622	0.3595	-0.1738
0.3534	-0.0639	0.3591	-0.1788
0.3517	-0.0657	0.3578	-0.1846
0.3500	-0.0678	0.3565	-0.1914
0.3493	-0.0694	0.3561	-0.1962
0.3476	-0.0713	0.3548	-0.2022
0.3468	-0.0731	0.3545	-0.2078
0.3461	-0.0748	0.3541	-0.2128
0.3443	-0.0765	0.3527	-0.2187
0.3435	-0.0781	0.3523	-0.2236
0.3428	-0.0801	0.3520	-0.2294
0.3410	-0.0817	0.3507	-0.2352
0.3402	-0.0832	0.3502	-0.2399
0.3394	-0.0849	0.3498	-0.2450
0.3386	-0.0867	0.3495	-0.2507
0.3368	-0.0884	0.3482	-0.2566
0.3359	-0.0898	0.3477	-0.2613
0.3351	-0.0914	0.3474	-0.2663
0.3333	-0.0933	0.3461	-0.2731
0.3324	-0.0948	0.3457	-0.2778
0.3316	-0.0962	0.3453	-0.2825
0.3317	-0.0977	0.3458	-0.2865
0.3299	-0.0996	0.3446	-0.2932
0.3290	-0.1010	0.3441	-0.2979
0.3281	-0.1024	0.3437	-0.3026
0.3272	-0.1039	0.3433	-0.3076
0.3263	-0.1057	0.3430	-0.3133
0.3254	-0.1071	0.3426	-0.3179
0.3245	-0.1085	0.3421	-0.3227
0.3226	-0.1103	0.3409	-0.3294
0.3216	-0.1117	0.3405	-0.3344
0.3207	-0.1131	0.3400	-0.3390
0.3208	-0.1145	0.3406	-0.3428
0.3198	-0.1158	0.3401	-0.3475
0.3189	-0.1175	0.3398	-0.3531
0.3179	-0.1188	0.3394	-0.3578
0.3169	-0.1203	0.3390	-0.3627
0.3160	-0.1216	0.3385	-0.3673
0.3150	-0.1232	0.3382	-0.3729
0.3140	-0.1245	0.3378	-0.3775
0.3130	-0.1259	0.3374	-0.3824
0.3120	-0.1272	0.3369	-0.3870
0.3120	-0.1284	0.3374	-0.3905
0.3120	-0.1298	0.3379	-0.3942
0.3110	-0.1314	0.3376	-0.3998
0.3089	-0.1326	0.3362	-0.4055
0.3079	-0.1339	0.3358	-0.4102
0.3069	-0.1355	0.3354	-0.4157
0.3058	-0.1367	0.3350	-0.4205
0.3048	-0.1380	0.3346	-0.4251
0.3038	-0.1392	0.3341	-0.4297
0.3037	-0.1405	0.3346	-0.4333
0.3026	-0.1420	0.3343	-0.4388
0.3016	-0.1432	0.3338	-0.4434
0.3005	-0.1444	0.3334	-0.4480
0.2984	-0.1458	0.3321	-0.4546
