x	y	r	phi
-0.2388	0.4472	0.5070	2.0612
-0.2379	0.4500	0.5090	2.0571
-0.2364	0.4519	0.5100	2.0528
-0.2345	0.4529	0.5100	2.0486
-0.2334	0.4557	0.5120	2.0442
-0.2316	0.4566	0.5120	2.0402
-0.2310	0.4592	0.5140	2.0369
-0.2291	0.4601	0.5140	2.0328
-0.2280	0.4629	0.5160	2.0284
-0.2270	0.4656	0.5180	2.0244
-0.2249	0.4666	0.5180	2.0200
-0.2238	0.4694	0.5200	2.0157
-0.2226	0.4722	0.5220	2.0112
-0.2219	0.4747	0.5240	2.0080
-0.2198	0.4757	0.5240	2.0037
-0.2185	0.4785	0.5260	1.9993
-0.2173	0.4812	0.5280	1.9949
-0.2152	0.4822	0.5280	1.9905
-0.2140	0.4849	0.5300	1.9864
-0.2127	0.4876	0.5320	1.9821
-0.2105	0.4886	0.5320	1.9777
-0.2092	0.4913	0.5340	1.9734
-0.2084	0.4938	0.5360	1.9701
-0.2070	0.4966	0.5380	1.9657
-0.2048	0.4975	0.5380	1.9614
