x	y	r	phi
-0.2394	0.3963	0.4630	2.1142
-0.2382	0.3980	0.4639	2.1101
-0.2371	0.3998	0.4648	2.1060
-0.2358	0.4016	0.4657	2.1017
-0.2346	0.4033	0.4666	2.0975
-0.2334	0.4051	0.4675	2.0935
-0.2326	0.4066	0.4684	2.0904
-0.2314	0.4083	0.4693	2.0864
-0.2302	0.4100	0.4702	2.0823
-0.2289	0.4118	0.4711	2.0782
-0.2277	0.4135	0.4720	2.0742
-0.2264	0.4152	0.4729	2.0700
-0.2251	0.4170	0.4738	2.0657
-0.2246	0.4194	0.4758	2.0625
-0.2234	0.4211	0.4767	2.0585
-0.2216	0.4219	0.4766	2.0545
-0.2207	0.4245	0.4785	2.0503
-0.2194	0.4262	0.4794	2.0462
-0.2181	0.4279	0.4803	2.0421
-0.2167	0.4296	0.4812	2.0380
-0.2158	0.4322	0.4831	2.0338
-0.2148	0.4338	0.4840	2.0306
-0.2134	0.4354	0.4849	2.0264
-0.2120	0.4371	0.4858	2.0223
-0.2106	0.4388	0.4867	2.0183
-0.2096	0.4414	0.4886	2.0140
-0.2081	0.4431	0.4895	2.0099
-0.2067	0.4447	0.4904	2.0059
-0.2056	0.4473	0.4923	2.0016
-0.2045	0.4488	0.4932	1.9984
-0.2030	0.4505	0.4941	1.9942
-0.2019	0.4531	0.4960	1.9900
-0.2008	0.4557	0.4980	1.9859
-0.1993	0.4573	0.4989	1.9817
-0.1977	0.4590	0.4998	1.9776
-0.1969	0.4614	0.5017	1.9742
-0.1954	0.4630	0.5026	1.9702
-0.1938	0.4647	0.5035	1.9660
-0.1926	0.4672	0.5054	1.9618
-0.1910	0.4688	0.5063	1.9577
-0.1898	0.4714	0.5082	1.9535
-0.1881	0.4730	0.5091	1.9494
-0.1874	0.4754	0.5110	1.9463
-0.1859	0.4780	0.5129	1.9417
-0.1843	0.4796	0.5138	1.9377
-0.1826	0.4812	0.5147	1.9336
-0.1816	0.4847	0.5176	1.9292
-0.1799	0.4863	0.5185	1.9252
-0.1785	0.4888	0.5204	1.9209
-0.1776	0.4912	0.5223	1.9178
-0.1756	0.4918	0.5222	1.9138
-0.1742	0.4943	0.5241	1.9096
-0.1726	0.4969	0.5260	1.9051
-0.1711	0.4994	0.5279	1.9009
