x	y	r	phi
-0.2399	0.3957	0.4627	2.1160
-0.2387	0.3974	0.4635	2.1117
-0.2382	0.3998	0.4654	2.1081
-0.2368	0.4015	0.4661	2.1038
-0.2351	0.4023	0.4659	2.0997
-0.2337	0.4040	0.4667	2.0953
-0.2324	0.4057	0.4675	2.0910
-0.2310	0.4074	0.4683	2.0867
-0.2296	0.4090	0.4691	2.0824
-0.2282	0.4107	0.4699	2.0780
-0.2268	0.4124	0.4707	2.0737
-0.2262	0.4148	0.4725	2.0701
-0.2248	0.4165	0.4733	2.0658
-0.2233	0.4182	0.4741	2.0614
-0.2219	0.4198	0.4749	2.0570
-0.2204	0.4215	0.4756	2.0527
-0.2194	0.4240	0.4774	2.0484
-0.2183	0.4255	0.4783	2.0448
-0.2164	0.4262	0.4780	2.0406
-0.2153	0.4288	0.4798	2.0361
-0.2139	0.4304	0.4806	2.0320
-0.2127	0.4330	0.4824	2.0274
-0.2111	0.4346	0.4832	2.0230
-0.2097	0.4362	0.4840	2.0189
-0.2089	0.4386	0.4858	2.0153
-0.2075	0.4401	0.4866	2.0113
-0.2058	0.4418	0.4874	2.0069
-0.2043	0.4433	0.4882	2.0027
-0.2027	0.4449	0.4889	1.9984
-0.2012	0.4465	0.4897	1.9942
-0.1999	0.4490	0.4915	1.9897
-0.1991	0.4514	0.4933	1.9863
-0.1975	0.4529	0.4941	1.9820
-0.1959	0.4545	0.4949	1.9778
-0.1946	0.4570	0.4967	1.9733
-0.1932	0.4595	0.4985	1.9689
-0.1916	0.4610	0.4992	1.9648
-0.1899	0.4626	0.5000	1.9604
-0.1890	0.4649	0.5019	1.9569
-0.1873	0.4664	0.5026	1.9527
-0.1859	0.4689	0.5044	1.9482
-0.1845	0.4714	0.5062	1.9438
-0.1828	0.4729	0.5070	1.9396
-0.1810	0.4744	0.5078	1.9353
-0.1800	0.4767	0.5096	1.9317
-0.1785	0.4792	0.5114	1.9273
-0.1768	0.4807	0.5121	1.9232
-0.1752	0.4831	0.5139	1.9186
-0.1737	0.4856	0.5157	1.9142
-0.1725	0.4879	0.5175	1.9107
-0.1706	0.4894	0.5183	1.9063
-0.1691	0.4918	0.5201	1.9020
-0.1675	0.4942	0.5218	1.8976
-0.1656	0.4957	0.5226	1.8932
-0.1640	0.4981	0.5244	1.8889
