x	y	r	phi
0.2400	-0.1469	0.2814	-0.5492
0.2394	-0.1481	0.2815	-0.5542
0.2387	-0.1494	0.2816	-0.5594
0.2372	-0.1502	0.2807	-0.5644
0.2365	-0.1514	0.2809	-0.5695
0.2359	-0.1527	0.2810	-0.5745
0.2353	-0.1539	0.2811	-0.5793
0.2346	-0.1551	0.2813	-0.5843
0.2329	-0.1562	0.2804	-0.5906
0.2322	-0.1574	0.2805	-0.5958
0.2307	-0.1582	0.2797	-0.6011
0.2300	-0.1594	0.2798	-0.6059
0.2293	-0.1606	0.2800	-0.6110
0.2286	-0.1618	0.2801	-0.6160
0.2279	-0.1630	0.2802	-0.6208
0.2272	-0.1642	0.2804	-0.6258
0.2265	-0.1654	0.2805	-0.6309
0.2258	-0.1667	0.2806	-0.6359
0.2251	-0.1678	0.2808	-0.6406
0.2235	-0.1685	0.2799	-0.6461
0.2228	-0.1696	0.2800	-0.6507
0.2221	-0.1708	0.2802	-0.6555
0.2214	-0.1720	0.2803	-0.6605
0.2215	-0.1736	0.2815	-0.6648
0.2208	-0.1748	0.2816	-0.6696
0.2200	-0.1760	0.2817	-0.6746
0.2193	-0.1771	0.2819	-0.6793
0.2186	-0.1782	0.2820	-0.6840
0.2170	-0.1788	0.2812	-0.6890
0.2154	-0.1794	0.2803	-0.6945
0.2147	-0.1805	0.2805	-0.6991
0.2139	-0.1816	0.2806	-0.7039
0.2139	-0.1833	0.2818	-0.7085
0.2132	-0.1844	0.2819	-0.7131
0.2124	-0.1855	0.2821	-0.7179
0.2116	-0.1867	0.2822	-0.7228
0.2109	-0.1878	0.2824	-0.7275
0.2101	-0.1889	0.2825	-0.7322
0.2093	-0.1900	0.2827	-0.7372
0.2085	-0.1911	0.2828	-0.7419
0.2077	-0.1922	0.2830	-0.7466
0.2069	-0.1933	0.2831	-0.7515
0.2061	-0.1944	0.2833	-0.7562
0.2053	-0.1954	0.2834	-0.7608
0.2045	-0.1965	0.2836	-0.7655
0.2036	-0.1976	0.2838	-0.7705
0.2028	-0.1987	0.2839	-0.7751
0.2020	-0.1997	0.2841	-0.7798
0.2011	-0.2008	0.2842	-0.7847
0.2003	-0.2019	0.2844	-0.7893
0.1995	-0.2029	0.2845	-0.7940
0.1986	-0.2040	0.2847	-0.7989
0.1977	-0.2051	0.2849	-0.8036
0.1969	-0.2061	0.2850	-0.8083
0.1960	-0.2072	0.2852	-0.8131
0.1951	-0.2082	0.2854	-0.8178
0.1943	-0.2092	0.2855	-0.8225
0.1934	-0.2103	0.2857	-0.8273
